"","uniprotswissprot","external_gene_name","description","druggability","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"7951","Q14168","MPP2","MAGUK p55 scaffold protein 2",0.161,"AF",0.0882938095238095,"AF",0.161,"AF"
"7952","Q14181","POLA2","DNA polymerase alpha 2, accessory subunit",0.637,"SM",0.527219047619048,"AF",0.637,"SM"
"7953","Q14183","DOC2A","double C2 domain alpha",0.367,"AF",0.953395238095238,"AF",0.953395238095238,"AF"
"7954","Q14184","DOC2B","double C2 domain beta",0.544,"AF",0.204063636363636,"AF",0.544,"AF"
"7955","Q14185","DOCK1","dedicator of cytokinesis 1",0.878,"SM",0.777714285714286,"AF",0.878,"SM"
"7956","Q14186","TFDP1","transcription factor Dp-1",0.681,"SM",0.3389,"SM",0.681,"SM"
"7957","Q14188","TFDP2","transcription factor Dp-2",0.274,"SM",0.932942857142857,"AF",0.932942857142857,"AF"
"7958","Q14190","SIM2","SIM bHLH transcription factor 2",0.944,"AF",0.7853,"AF",0.944,"AF"
"7959","Q14191","WRN","WRN RecQ like helicase",0.462,"SM",0.810927272727273,"AF",0.810927272727273,"AF"
"7960","Q14192","FHL2","four and a half LIM domains 2",0.416,"SM",0.907428571428571,"SM",0.907428571428571,"SM"
"7961","Q14194","CRMP1","collapsin response mediator protein 1",0.856,"SM",0.35867619047619,"SM",0.856,"SM"
"7962","Q14195","DPYSL3","dihydropyrimidinase like 3",0.632,"SM",0.436147619047619,"AF",0.632,"SM"
"7963","Q14197","MRPL58","mitochondrial ribosomal protein L58",0.22,"SM",0.608971428571429,"AF",0.608971428571429,"AF"
"7964","Q14201","BTG3","BTG anti-proliferation factor 3",0.703,"AF",0.939585714285714,"AF",0.939585714285714,"AF"
"7965","Q14202","ZMYM3","zinc finger MYM-type containing 3",0.46,"AF",0.71497619047619,"AF",0.71497619047619,"AF"
"7966","Q14203","DCTN1","dynactin subunit 1",0.785,"AF",0.969095238095238,"AF",0.969095238095238,"AF"
"7967","Q14204","DYNC1H1","dynein cytoplasmic 1 heavy chain 1",0.997,"SM",0.874433333333333,"AF",0.997,"SM"
"7968","Q14206","RCAN2","regulator of calcineurin 2",0.574,"AF",0.850185714285714,"SM",0.850185714285714,"SM"
"7969","Q14209","E2F2","E2F transcription factor 2",0.535,"SM",0.824357142857143,"AF",0.824357142857143,"AF"
"7970","Q14210","LY6D","lymphocyte antigen 6 family member D",0.724,"AF",0.798527272727273,"AF",0.798527272727273,"AF"
"7971","Q14213","EBI3","Epstein-Barr virus induced 3",0.679,"SM",0.195114285714286,"AF",0.679,"SM"
"7972","Q14232","EIF2B1","eukaryotic translation initiation factor 2B subunit alpha",0.343,"SM",0.549666666666667,"AF",0.549666666666667,"AF"
"7973","Q14240","EIF4A2","eukaryotic translation initiation factor 4A2",0.564,"SM",0.460625,"AF",0.564,"SM"
"7974","Q14241","ELOA","elongin A",0.832,"SM",0.976704761904762,"SM",0.976704761904762,"SM"
"7975","Q14242","SELPLG","selectin P ligand",0.847,"AF",0.519945454545454,"AF",0.847,"AF"
"7976","Q14244","MAP7","microtubule associated protein 7",0.406,"AF",0.5972,"AF",0.5972,"AF"
"7977","Q14246","ADGRE1","adhesion G protein-coupled receptor E1",0.073,"AF",0.3394,"AF",0.3394,"AF"
"7978","Q14247","CTTN","cortactin",0.313,"AF",0.681704761904762,"AF",0.681704761904762,"AF"
"7979","Q14249","ENDOG","endonuclease G",0.691,"SM",0.235014285714286,"SM",0.691,"SM"
"7980","Q14254","FLOT2","flotillin 2",0.808,"SM",0.479628571428571,"AF",0.808,"SM"
"7981","Q14257","RCN2","reticulocalbin 2",0.337,"AF",0.170126315789474,"AF",0.337,"AF"
"7982","Q14258","TRIM25","tripartite motif containing 25",0.86,"AF",0.458104761904762,"AF",0.86,"AF"
"7983","Q14264","ERV3-1","endogenous retrovirus group 3 member 1, envelope",0.989,"AF",0.873657142857143,"AF",0.989,"AF"
"7984","Q14289","PTK2B","protein tyrosine kinase 2 beta",0.382,"AF",0.58092380952381,"AF",0.58092380952381,"AF"
"7985","Q14296","FASTK","Fas activated serine/threonine kinase",0.9,"AF",0.376561904761905,"AF",0.9,"AF"
"7986","Q14314","FGL2","fibrinogen like 2",0.794,"AF",0.728247619047619,"AF",0.794,"AF"
"7987","Q14315","FLNC","filamin C",0.894,"AF",0.990414285714286,"AF",0.990414285714286,"AF"
"7988","Q14318","FKBP8","FKBP prolyl isomerase 8",0.184,"AF",0.899752380952381,"AF",0.899752380952381,"AF"
"7989","Q14320","FAM50A","family with sequence similarity 50 member A",0.738,"SM",0.531585714285714,"AF",0.738,"SM"
"7990","Q14324","MYBPC2","myosin binding protein C2",0.326,"AF",0.71672380952381,"AF",0.71672380952381,"AF"
"7991","Q14330","GPR18","G protein-coupled receptor 18",0.885,"AF",0.782661904761905,"AF",0.885,"AF"
"7992","Q14331","FRG1","FSHD region gene 1",0.288,"AF",0.788990476190476,"AF",0.788990476190476,"AF"
"7993","Q14332","FZD2","frizzled class receptor 2",0.825,"SM",0.458804761904762,"AF",0.825,"SM"
"7994","Q14344","GNA13","G protein subunit alpha 13",0.93,"SM",0.653190476190476,"AF",0.93,"SM"
"7995","Q14353","GAMT","guanidinoacetate N-methyltransferase",0.987,"SM",0.756342857142857,"AF",0.987,"SM"
"7996","Q14376","GALE","UDP-galactose-4-epimerase",0.849,"AF",0.801823809523809,"AF",0.849,"AF"
"7997","Q14390","GGTLC2","gamma-glutamyltransferase light chain 2",0.584,"SM",0.6955,"AF",0.6955,"AF"
"7998","Q14392","LRRC32","leucine rich repeat containing 32",0.562,"SM",0.378338095238095,"SM",0.562,"SM"
"7999","Q14393","GAS6","growth arrest specific 6",0.539,"AF",0.932747619047619,"SM",0.932747619047619,"SM"
"8000","Q14397",NA,NA,0.797,"AF",0.797090476190476,"AF",0.797090476190476,"AF"
"8001","Q14406","CSHL1","chorionic somatomammotropin hormone like 1",0.934,"SM",0.792947619047619,"SM",0.934,"SM"
"8002","Q14409","GK3","glycerol kinase 3",0.688,"AF",0.538766666666667,"AF",0.688,"AF"
"8003","Q14410","GK2","glycerol kinase 2",0.963,"SM",0.862352380952381,"SM",0.963,"SM"
"8004","Q14416","GRM2","glutamate metabotropic receptor 2",0.994,"SM",0.430852380952381,"SM",0.994,"SM"
"8005","Q14432","PDE3A","phosphodiesterase 3A",0.96,"SM",0.5412,"AF",0.96,"SM"
"8006","Q14435","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3",0.615,"AF",0.176414285714286,"SM",0.615,"AF"
"8007","Q14439","GPR176","G protein-coupled receptor 176",0.577,"AF",0.534171428571429,"AF",0.577,"AF"
"8008","Q14442","PIGH","phosphatidylinositol glycan anchor biosynthesis class H",0.678,"AF",0.34812380952381,"AF",0.678,"AF"
"8009","Q14444","CAPRIN1","cell cycle associated protein 1",0.321,"AF",0.818657142857143,"AF",0.818657142857143,"AF"
"8010","Q14449","GRB14","growth factor receptor bound protein 14",0.623,"SM",0.736128571428571,"AF",0.736128571428571,"AF"
"8011","Q14451","GRB7","growth factor receptor bound protein 7",0.36,"AF",0.586580952380952,"SM",0.586580952380952,"SM"
"8012","Q14457","BECN1","beclin 1",0.835,"SM",0.484833333333333,"SM",0.835,"SM"
"8013","Q14469","HES1","hes family bHLH transcription factor 1",0.469,"AF",0.959785714285714,"AF",0.959785714285714,"AF"
"8014","Q14493","SLBP","stem-loop histone mRNA binding protein",0.871,"SM",0.838061904761905,"AF",0.871,"SM"
"8015","Q14494","NFE2L1","NFE2 like bZIP transcription factor 1",0.816,"AF",0.714228571428571,"AF",0.816,"AF"
"8016","Q14498","RBM39","RNA binding motif protein 39",0.846,"AF",0.939080952380952,"AF",0.939080952380952,"AF"
"8017","Q14500","KCNJ12","potassium inwardly rectifying channel subfamily J member 12",0.823,"AF",0.690733333333333,"AF",0.823,"AF"
"8018","Q14507","EDDM3A","epididymal protein 3A",0.486,"AF",0.515030769230769,"AF",0.515030769230769,"AF"
"8019","Q14508","WFDC2","WAP four-disulfide core domain 2",0.134,"AF",0.579581818181818,"AF",0.579581818181818,"AF"
"8020","Q14511","NEDD9","neural precursor cell expressed, developmentally down-regulated 9",0.897,"AF",0.476847619047619,"AF",0.897,"AF"
"8021","Q14512","FGFBP1","fibroblast growth factor binding protein 1",0.707,"AF",0.628609523809524,"AF",0.707,"AF"
"8022","Q14515","SPARCL1","SPARC like 1",0.404,"SM",0.712704761904762,"AF",0.712704761904762,"AF"
"8023","Q14517","FAT1","FAT atypical cadherin 1",0.919,"AF",0.741990476190476,"AF",0.919,"AF"
"8024","Q14520","HABP2","hyaluronan binding protein 2",0.632,"AF",0.108543636363636,"AF",0.632,"AF"
"8025","Q14524","SCN5A","sodium voltage-gated channel alpha subunit 5",0.999,"SM",0.971614285714286,"AF",0.999,"SM"
"8026","Q14525","KRT33B","keratin 33B",0.334,"AF",0.823257142857143,"AF",0.823257142857143,"AF"
"8027","Q14526","HIC1","HIC ZBTB transcriptional repressor 1",0.828,"AF",0.898195238095238,"AF",0.898195238095238,"AF"
"8028","Q14527","HLTF","helicase like transcription factor",0.705,"AF",0.442904761904762,"AF",0.705,"AF"
"8029","Q14532","KRT32","keratin 32",0.533,"AF",0.616585714285714,"AF",0.616585714285714,"AF"
"8030","Q14533","KRT81","keratin 81",0.477,"AF",0.199785714285714,"AF",0.477,"AF"
"8031","Q14534","SQLE","squalene epoxidase",0.996,"SM",0.234714285714286,"SM",0.996,"SM"
"8032","Q14541","HNF4G","hepatocyte nuclear factor 4 gamma",0.927,"AF",0.419,"SM",0.927,"AF"
"8033","Q14542","SLC29A2","solute carrier family 29 member 2",0.946,"AF",0.882547619047619,"AF",0.946,"AF"
"8034","Q14549","GBX1","gastrulation brain homeobox 1",0.732,"SM",0.497433333333333,"AF",0.732,"SM"
"8035","Q14554","PDIA5","protein disulfide isomerase family A member 5",0.556,"AF",0.855752380952381,"AF",0.855752380952381,"AF"
"8036","Q14558","PRPSAP1","phosphoribosyl pyrophosphate synthetase associated protein 1",0.099,"AF",0.62622380952381,"AF",0.62622380952381,"AF"
"8037","Q14562","DHX8","DEAH-box helicase 8",0.892,"AF",0.3711,"SM",0.892,"AF"
"8038","Q14563","SEMA3A","semaphorin 3A",0.621,"SM",0.578016666666667,"AF",0.621,"SM"
"8039","Q14565","DMC1","DNA meiotic recombinase 1",0.298,"SM",0.7048,"AF",0.7048,"AF"
"8040","Q14566","MCM6","minichromosome maintenance complex component 6",0.46,"SM",0.891466666666667,"AF",0.891466666666667,"AF"
"8041","Q14568",NA,NA,0.643,"AF",0.7572,"AF",0.7572,"AF"
"8042","Q14571","ITPR2","inositol 1,4,5-trisphosphate receptor type 2",0.964,"AF",0.946209523809524,"AF",0.964,"AF"
"8043","Q14573","ITPR3","inositol 1,4,5-trisphosphate receptor type 3",0.98,"SM",0.18562380952381,"SM",0.98,"SM"
"8044","Q14574","DSC3","desmocollin 3",0.793,"AF",0.456952380952381,"AF",0.793,"AF"
"8045","Q14576","ELAVL3","ELAV like RNA binding protein 3",0.175,"AF",0.684061904761905,"AF",0.684061904761905,"AF"
"8046","Q14582","MXD4","MAX dimerization protein 4",0.542,"SM",0.430436363636364,"AF",0.542,"SM"
"8047","Q14584","ZNF266","zinc finger protein 266",0.911,"AF",0.848508333333333,"AF",0.911,"AF"
"8048","Q14585","ZNF345","zinc finger protein 345",0.116,"AF",0.440614285714286,"AF",0.440614285714286,"AF"
"8049","Q14586","ZNF267","zinc finger protein 267",0.119,"AF",0.85512380952381,"AF",0.85512380952381,"AF"
"8050","Q14587","ZNF268","zinc finger protein 268",0.36,"AF",0.479619047619048,"AF",0.479619047619048,"AF"
"8051","Q14588","ZNF234","zinc finger protein 234",0.989,"AF",0.767480952380952,"AF",0.989,"AF"
"8052","Q14590","ZNF235","zinc finger protein 235",0.875,"AF",0.0991128571428571,"AF",0.875,"AF"
"8053","Q14592","ZNF460","zinc finger protein 460",0.727,"AF",0.147914285714286,"AF",0.727,"AF"
"8054","Q14593","ZNF273","zinc finger protein 273",0.32,"AF",0.434657142857143,"AF",0.434657142857143,"AF"
"8055","Q14596","NBR1","NBR1 autophagy cargo receptor",0.237,"SM",0.871552380952381,"AF",0.871552380952381,"AF"
"8056","Q14602",NA,NA,0.107,"AF",0,NA,0.107,"AF"
"8057","Q14623","IHH","Indian hedgehog signaling molecule",0.977,"AF",0.876471428571429,"AF",0.977,"AF"
"8058","Q14624","ITIH4","inter-alpha-trypsin inhibitor heavy chain 4",0.771,"AF",0.197741666666667,"AF",0.771,"AF"
"8059","Q14626","IL11RA","interleukin 11 receptor subunit alpha",0.589,"SM",0.799809090909091,"SM",0.799809090909091,"SM"
"8060","Q14627","IL13RA2","interleukin 13 receptor subunit alpha 2",0.433,"SM",0.680845454545455,"SM",0.680845454545455,"SM"
"8061","Q14642","INPP5A","inositol polyphosphate-5-phosphatase A",0.389,"AF",0.562890476190476,"AF",0.562890476190476,"AF"
"8062","Q14643","ITPR1","inositol 1,4,5-trisphosphate receptor type 1",0.992,"SM",0.906776190476191,"AF",0.992,"SM"
"8063","Q14644","RASA3","RAS p21 protein activator 3",0.173,"AF",0.949714285714286,"AF",0.949714285714286,"AF"
"8064","Q14651","PLS1","plastin 1",0.719,"SM",0.457009523809524,"AF",0.719,"SM"
"8065","Q14653","IRF3","interferon regulatory factor 3",0.194,"AF",0.845282352941176,"AF",0.845282352941176,"AF"
"8066","Q14654","KCNJ11","potassium inwardly rectifying channel subfamily J member 11",0.795,"SM",0.244095238095238,"SM",0.795,"SM"
"8067","Q14656","TMEM187","transmembrane protein 187",0.664,"AF",0.83957619047619,"AF",0.83957619047619,"AF"
"8068","Q14657","LAGE3","L antigen family member 3",0.607,"AF",0.666957142857143,"AF",0.666957142857143,"AF"
"8069","Q14667","BLTP2","bridge-like lipid transfer protein family member 2",0.841,"AF",0.776352380952381,"AF",0.841,"AF"
"8070","Q14669","TRIP12","thyroid hormone receptor interactor 12",0.977,"AF",0.198971904761905,"AF",0.977,"AF"
"8071","Q14671","PUM1","pumilio RNA binding family member 1",0.679,"SM",0.943172727272727,"SM",0.943172727272727,"SM"
"8072","Q14674","ESPL1","extra spindle pole bodies like 1, separase",0.983,"SM",0.919795238095238,"AF",0.983,"SM"
"8073","Q14676","MDC1","mediator of DNA damage checkpoint 1",0.222,"SM",0.275804761904762,"SM",0.275804761904762,"SM"
"8074","Q14677","CLINT1","clathrin interactor 1",0.125,"SM",0.893519047619048,"SM",0.893519047619048,"SM"
"8075","Q14678","KANK1","KN motif and ankyrin repeat domains 1",0.245,"AF",0.973914285714286,"AF",0.973914285714286,"AF"
"8076","Q14679","TTLL4","tubulin tyrosine ligase like 4",0.761,"AF",0.230528571428571,"AF",0.761,"AF"
"8077","Q14680","MELK","maternal embryonic leucine zipper kinase",0.993,"AF",0.279528571428571,"AF",0.993,"AF"
"8078","Q14681","KCTD2","potassium channel tetramerization domain containing 2",0.308,"SM",0.478661904761905,"AF",0.478661904761905,"AF"
"8079","Q14683","SMC1A","structural maintenance of chromosomes 1A",0.206,"AF",0.571252380952381,"AF",0.571252380952381,"AF"
"8080","Q14684","RRP1B","ribosomal RNA processing 1B",0.476,"SM",0.884471428571429,"AF",0.884471428571429,"AF"
"8081","Q14687","GSE1","Gse1 coiled-coil protein",0.761,"AF",0.568552380952381,"AF",0.761,"AF"
"8082","Q14689","DIP2A","disco interacting protein 2 homolog A",0.904,"AF",0.511195238095238,"AF",0.904,"AF"
"8083","Q14690","PDCD11","programmed cell death 11",0.792,"AF",0.750419047619048,"AF",0.792,"AF"
"8084","Q14691","GINS1","GINS complex subunit 1",0.575,"SM",0.434071428571429,"SM",0.575,"SM"
"8085","Q14692","BMS1","BMS1 ribosome biogenesis factor",0.605,"SM",0.23727619047619,"SM",0.605,"SM"
"8086","Q14693","LPIN1","lipin 1",0.595,"AF",0.345271428571429,"AF",0.595,"AF"
"8087","Q14694","USP10","ubiquitin specific peptidase 10",0.174,"AF",0.12191,"AF",0.174,"AF"
"8088","Q14696","MESD","mesoderm development LRP chaperone",0.603,"AF",0.665257142857143,"SM",0.665257142857143,"SM"
"8089","Q14697","GANAB","glucosidase II alpha subunit",0.967,"SM",0.324042857142857,"AF",0.967,"SM"
"8090","Q14699","RFTN1","raftlin, lipid raft linker 1",0.71,"AF",0.487147619047619,"AF",0.71,"AF"
"8091","Q14703","MBTPS1","membrane bound transcription factor peptidase, site 1",0.779,"AF",0.637871428571429,"AF",0.779,"AF"
"8092","Q14714","SSPN","sarcospan",0.731,"AF",0.790080952380952,"AF",0.790080952380952,"AF"
"8093","Q14721","KCNB1","potassium voltage-gated channel subfamily B member 1",0.508,"AF",0.931995238095238,"AF",0.931995238095238,"AF"
"8094","Q14722","KCNAB1","potassium voltage-gated channel subfamily A regulatory beta subunit 1",0.973,"AF",0.446966666666667,"AF",0.973,"AF"
"8095","Q14728","MFSD10","major facilitator superfamily domain containing 10",0.998,"SM",0.713790909090909,"AF",0.998,"SM"
"8096","Q14738","PPP2R5D","protein phosphatase 2 regulatory subunit B'delta",0.96,"SM",0.626519047619048,"AF",0.96,"SM"
"8097","Q14739","LBR","lamin B receptor",0.952,"AF",0.663894117647059,"AF",0.952,"AF"
"8098","Q14746","COG2","component of oligomeric golgi complex 2",0.908,"AF",0.88207619047619,"AF",0.908,"AF"
"8099","Q14749","GNMT","glycine N-methyltransferase",0.941,"AF",0.3393,"SM",0.941,"AF"
"8100","Q14761","PTPRCAP","protein tyrosine phosphatase receptor type C associated protein",0.399,"AF",0.148118181818182,"AF",0.399,"AF"
"8101","Q14764","MVP","major vault protein",0.931,"AF",0.2222,"SM",0.931,"AF"
"8102","Q14765","STAT4","signal transducer and activator of transcription 4",0.139,"AF",0.970095238095238,"AF",0.970095238095238,"AF"
"8103","Q14766","LTBP1","latent transforming growth factor beta binding protein 1",0.149,"AF",0.243371428571429,"AF",0.243371428571429,"AF"
"8104","Q14767","LTBP2","latent transforming growth factor beta binding protein 2",0.477,"AF",0.68217619047619,"AF",0.68217619047619,"AF"
"8105","Q14773","ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)",0.617,"AF",0.378281818181818,"AF",0.617,"AF"
"8106","Q14774","HLX","H2.0 like homeobox",0.756,"AF",0.930309523809524,"AF",0.930309523809524,"AF"
"8107","Q14781","CBX2","chromobox 2",0.165,"AF",0.692671428571429,"AF",0.692671428571429,"AF"
"8108","Q14789","GOLGB1","golgin B1",0.788,"AF",0.99302380952381,"AF",0.99302380952381,"AF"
"8109","Q14790","CASP8","caspase 8",0.589,"AF",0.945880952380952,"AF",0.945880952380952,"AF"
"8110","Q147U1","ZNF846","zinc finger protein 846",0.125,"AF",0.384309523809524,"AF",0.384309523809524,"AF"
"8111","Q147U7","SMCO1","single-pass membrane protein with coiled-coil domains 1",0.877,"AF",0.724661904761905,"AF",0.877,"AF"
"8112","Q147X3","NAA30","N-alpha-acetyltransferase 30, NatC catalytic subunit",0.428,"AF",0.0854071428571429,"AF",0.428,"AF"
"8113","Q14802","FXYD3","FXYD domain containing ion transport regulator 3",0.835,"AF",0.196809090909091,"AF",0.835,"AF"
"8114","Q14807","KIF22","kinesin family member 22",0.501,"SM",0.670361904761905,"AF",0.670361904761905,"AF"
"8115","Q14814","MEF2D","myocyte enhancer factor 2D",0.549,"AF",0.367595238095238,"AF",0.549,"AF"
"8116","Q14831","GRM7","glutamate metabotropic receptor 7",0.985,"SM",0.315361904761905,"AF",0.985,"SM"
"8117","Q14832","GRM3","glutamate metabotropic receptor 3",0.798,"AF",0.751585714285714,"SM",0.798,"AF"
"8118","Q14833","GRM4","glutamate metabotropic receptor 4",0.891,"AF",0.876566666666667,"AF",0.891,"AF"
"8119","Q14839","CHD4","chromodomain helicase DNA binding protein 4",0.566,"SM",0.960752380952381,"AF",0.960752380952381,"AF"
"8120","Q14847","LASP1","LIM and SH3 protein 1",0.227,"SM",0.8623,"AF",0.8623,"AF"
"8121","Q14849","STARD3","StAR related lipid transfer domain containing 3",0.971,"AF",0.0822314285714286,"SM",0.971,"AF"
"8122","Q14863",NA,NA,0.489,"AF",0.586885714285714,"AF",0.586885714285714,"AF"
"8123","Q14865","ARID5B","AT-rich interaction domain 5B",0.539,"AF",0.762319047619048,"AF",0.762319047619048,"AF"
"8124","Q14894","CRYM","crystallin mu",0.912,"SM",0.939452380952381,"AF",0.939452380952381,"AF"
"8125","Q14896","MYBPC3","myosin binding protein C3",0.608,"SM",0.942880952380952,"AF",0.942880952380952,"AF"
"8126","Q14914","PTGR1","prostaglandin reductase 1",0.833,"SM",0.95692380952381,"AF",0.95692380952381,"AF"
"8127","Q14916","SLC17A1","solute carrier family 17 member 1",0.9,"AF",0.777657142857143,"AF",0.9,"AF"
"8128","Q14919","DRAP1","DR1 associated protein 1",0.017,"AF",0.756042857142857,"AF",0.756042857142857,"AF"
"8129","Q14929","ZNF169","zinc finger protein 169",0.209,"AF",0.517461904761905,"AF",0.517461904761905,"AF"
"8130","Q14934","NFATC4","nuclear factor of activated T cells 4",0.781,"AF",0.650352380952381,"AF",0.781,"AF"
"8131","Q14938","NFIX","nuclear factor I X",0.176,"SM",0.948780952380952,"AF",0.948780952380952,"AF"
"8132","Q14940","SLC9A5","solute carrier family 9 member A5",0.983,"SM",0.490680952380952,"AF",0.983,"SM"
"8133","Q14943","KIR3DS1","killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1",0.736,"AF",0.776372727272727,"AF",0.776372727272727,"AF"
"8134","Q14952","KIR2DS3","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3",0.512,"AF",0.633236363636364,"AF",0.633236363636364,"AF"
"8135","Q14953","KIR2DL5A","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A",0.564,"SM",0.878881818181818,"SM",0.878881818181818,"SM"
"8136","Q14953","KIR2DS5","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5",0.564,"SM",0.878881818181818,"SM",0.878881818181818,"SM"
"8137","Q14954","KIR2DS1","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1",0.765,"AF",0.25342,"AF",0.765,"AF"
