"","uniprotswissprot","hgnc_symbol","Prediction_Score","Prediction_Score_after_100","Prediction_Score_after_1000","Label","validation"
"10545","Q8IZL2","MAML2",0.1117576,0.1091,0.110023,"0","0"
"10546","Q6IE36",NA,0.1117388,0.1135,0.111173,"0","0"
"10547","Q6ZMR5","TMPRSS11A",0.1117368,0.11383,0.111299,"0","0"
"10548","Q8IV45","UNC5CL",0.1117223,0.10867,0.11307,"0","0"
"10549","Q49MI3","CERKL",0.1117103,0.11221,0.112493,"0","0"
"10550","Q15042","RAB3GAP1",0.1117031,0.11426,0.111588,"0","0"
"10551","Q10981","FUT2",0.1116862,0.11488,0.111909,"0","0"
"10552","Q9H093","NUAK2",0.1116513,0.11204,0.11144,"0","0"
"10553","Q9Y6I9","TEX264",0.1116309,0.11595,0.111422,"0","0"
"10554","Q9UF47","DNAJC5B",0.111622,0.11719,0.112226,"0","0"
"10555","Q13520","AQP6",0.1116147,0.11523,0.112898,"0","0"
"10556","Q8NHQ9","DDX55",0.1116023,0.11142,0.11113,"0","0"
"10557","Q9Y315","DERA",0.1115918,0.11193,0.112078,"0","0"
"10558","O75366","AVIL",0.1115534,0.11257,0.111255,"0","0"
"10559","Q99805","TM9SF2",0.1115205,0.11061,0.11119,"0","0"
"10560","Q9UKJ8","ADAM21",0.1115125,0.11922,0.111905,"0","0"
"10561","Q8NC01","CLEC1A",0.1115102,0.10858,0.112417,"0","0"
"10562","P14652","HOXB2",0.1114996,0.1149,0.110505,"0","0"
"10563","P50579","METAP2",0.1114977,0.11719,0.111481,"0","0"
"10564","Q96Q06","PLIN4",0.1114405,0.11447,0.111686,"0","0"
"10565","Q9Y3M8","STARD13",0.1114401,0.11498,0.110694,"0","0"
"10566","Q9NZQ0","DNAJC27",0.1114208,0.10772,0.112378,"0","0"
"10567","Q86XK7","VSIG1",0.1113814,0.11462,0.111701,"0","0"
"10568","O95858","TSPAN15",0.1113598,0.11158,0.110346,"0","0"
"10569","Q9UK45","LSM7",0.1113502,0.11053,0.110898,"0","0"
"10570","Q8TF72","SHROOM3",0.1113436,0.112,0.109331,"0","0"
"10571","Q9P0W2","HMG20B",0.1113361,0.10837,0.111413,"0","0"
"10572","Q8IZK6","MCOLN2",0.1113278,0.10833,0.111681,"0","0"
"10573","Q5T0W9","FAM83B",0.1113126,0.11049,0.111244,"0","0"
"10574","Q9BXW6","OSBPL1A",0.1112815,0.10998,0.110299,"0","0"
"10575","Q9HCX3","ZNF304",0.1112692,0.11313,0.111895,"0","0"
"10576","P27469","G0S2",0.1112685,0.1102,0.11195,"0","0"
"10577","P0DOX5",NA,0.1112656,0.11434,0.110445,"0","0"
"10578","Q9P2I0","CPSF2",0.111231,0.11049,0.110895,"0","0"
"10579","P0DOX3",NA,0.1112073,0.11489,0.110212,"0","0"
"10580","P0DOX2",NA,0.1112028,0.11404,0.110944,"0","0"
"10581","Q8TD33","SCGB1C1",0.1111952,0.11131,0.111356,"0","0"
"10582","Q96B67","ARRDC3",0.1111365,0.10949,0.111497,"0","0"
"10583","P60983","GMFB",0.1111271,0.11447,0.111448,"0","0"
"10584","Q9BV81","EMC6",0.1111227,0.11426,0.113296,"0","0"
"10585","Q9NQ38","SPINK5",0.1110947,0.10893,0.110867,"0","0"
"10586","Q9BXJ3","C1QTNF4",0.1110878,0.10657,0.111695,"0","0"
"10587","Q8TEU7","RAPGEF6",0.1110765,0.11313,0.110211,"0","0"
"10588","Q9NX55","HYPK",0.1110672,0.10674,0.110055,"0","0"
"10589","O75607","NPM3",0.11103,0.1171,0.109771,"0","0"
"10590","A6NMB9","FIGNL2",0.1110069,0.11462,0.111055,"0","0"
"10591","Q86SJ2","AMIGO2",0.1109924,0.1061,0.110699,"0","0"
"10592","Q86VZ2","WDR5B",0.1109629,0.11264,0.111856,"0","0"
"10593","Q9Y2P8","RCL1",0.1109598,0.111,0.110255,"0","0"
"10594","P25440","BRD2",0.1109474,0.10757,0.109187,"0","0"
"10595","Q8NHY0","B4GALNT2",0.1109429,0.11635,0.110997,"0","0"
"10596","P34949","MPI",0.1109265,0.11819,0.111186,"0","0"
"10597","Q05315","CLC",0.1108981,0.11376,0.112772,"0","0"
"10598","O95248","SBF1",0.110887,0.11368,0.108844,"0","0"
"10599","P09016","HOXD4",0.1108867,0.1165,0.111288,"0","0"
"10600","Q96ME1","FBXL18",0.110881,0.10929,0.111167,"0","0"
"10601","Q8NFU4","FDCSP",0.110859,0.1096,0.111123,"0","0"
"10602","P57764","GSDMD",0.110852,0.1124,0.111648,"0","0"
"10603","Q9NUT2","ABCB8",0.1108474,0.11384,0.111675,"0","0"
"10604","Q9BV10","ALG12",0.1108456,0.11582,0.111991,"0","0"
"10605","Q96NX5","CAMK1G",0.1108414,0.11476,0.112092,"0","0"
"10606","Q86T82","USP37",0.1107613,0.10979,0.109857,"0","0"
"10607","Q15050","RRS1",0.1107591,0.1071,0.110319,"0","0"
"10608","Q8IYL3","C1orf174",0.1107167,0.11495,0.109079,"0","0"
"10609","Q9BXM0","PRX",0.1106806,0.11399,0.10976,"0","0"
"10610","Q96BD8","SKA1",0.1106536,0.10851,0.110693,"0","0"
"10611","Q6UX40","TMEM107",0.1106517,0.11188,0.11027,"0","0"
"10612","Q14CN2","CLCA4",0.1106467,0.11356,0.111339,"0","0"
"10613","A8MYZ5","IQCF6",0.110632,0.1133,0.112271,"0","0"
"10614","P83916","CBX1",0.1106311,0.10901,0.109295,"0","0"
"10615","P49754","VPS41",0.1106274,0.11243,0.110586,"0","0"
"10616","Q07020","RPL18",0.1106104,0.1061,0.110425,"0","0"
"10617","Q9NQL9","DMRT3",0.1105271,0.11236,0.11015,"0","0"
"10618","Q9H902","REEP1",0.110496,0.10814,0.11058,"0","0"
"10619","O75095","MEGF6",0.1104906,0.11365,0.109272,"0","0"
"10620","Q5T1R4","HIVEP3",0.1104468,0.11441,0.109206,"0","0"
"10621","Q6UWN8","SPINK6",0.1103753,0.11196,0.110715,"0","0"
"10622","A6NIV6","LRRIQ4",0.1103719,0.10922,0.109745,"0","0"
"10623","Q15004","PCLAF",0.1103667,0.10647,0.109568,"0","0"
"10624","Q96FN4","CPNE2",0.1103508,0.11058,0.11221,"0","0"
"10625","Q9NX02","NLRP2",0.1103275,0.10843,0.111296,"0","0"
"10626","Q9ULF5","SLC39A10",0.1102858,0.10867,0.111636,"0","0"
"10627","Q8TAS1","UHMK1",0.1102744,0.11318,0.11166,"0","0"
"10628","Q53QV2","LBH",0.1102498,0.11068,0.110357,"0","0"
"10629","Q9HAS3","SLC28A3",0.1102437,0.11012,0.110801,"0","0"
"10630","Q8NHA8",NA,0.1102284,0.11446,0.11111,"0","0"
"10631","A8MU93","C17orf100",0.1101653,0.10788,0.110355,"0","0"
"10632","Q05BV3","EML5",0.1101562,0.11192,0.10872,"0","0"
"10633","P57729","RAB38",0.11015,0.10949,0.111497,"0","0"
"10634","Q9NXK8","FBXL12",0.1101234,0.10676,0.110744,"0","0"
"10635","Q6ZS49",NA,0.1101213,0.11071,0.109769,"0","0"
"10636","P0DJD0",NA,0.1101046,0.11424,0.108052,"0","0"
"10637","Q7Z6G3","NECAB2",0.1101042,0.10756,0.111575,"0","0"
"10638","Q9NPJ3","ACOT13",0.1100884,0.10749,0.11022,"0","0"
"10639","Q9UKK9","NUDT5",0.1100556,0.11356,0.110928,"0","0"
"10640","Q5T871","LELP1",0.1100393,0.11306,0.109779,"0","0"
"10641","O95751","LDOC1",0.1100249,0.11132,0.109855,"0","0"
"10642","Q8NA96",NA,0.1100092,0.10944,0.109387,"0","0"
"10643","Q8N434","SVOPL",0.109947,0.11532,0.111371,"0","0"
"10644","Q6Y1H2","HACD2",0.1099455,0.11214,0.111703,"0","0"
"10645","Q53RT3","ASPRV1",0.1099364,0.12046,0.110397,"0","0"
"10646","A6NM36","LRRC30",0.1099305,0.11112,0.1099,"0","0"
"10647","O43422","THAP12",0.1099299,0.10955,0.110006,"0","0"
"10648","O95969","SCGB1D2",0.1099005,0.10944,0.110659,"0","0"
"10649","Q9H8Y8","GORASP2",0.1098973,0.11352,0.108931,"0","0"
"10650","Q92876","KLK6",0.1098912,0.10993,0.110581,"0","0"
"10651","A0AVI2","FER1L5",0.1098666,0.11314,0.10919,"0","0"
"10652","Q8TAP6","CEP76",0.1098601,0.10995,0.10942,"0","0"
"10653","Q96D09","GPRASP2",0.1098502,0.10793,0.109191,"0","0"
"10654","Q10471","GALNT2",0.1097876,0.11363,0.109943,"0","0"
"10655","Q562E7","WDR81",0.1097585,0.11467,0.107508,"0","0"
"10656","O14545","TRAFD1",0.1097481,0.10667,0.109393,"0","0"
"10657","P30039","PBLD",0.1096951,0.11318,0.111656,"0","0"
"10658","Q6I9Y2","THOC7",0.1096793,0.11071,0.109193,"0","0"
"10659","Q5XKR4","OTP",0.1096783,0.11033,0.110411,"0","0"
"10660","A6NKT7","RGPD3",0.1095771,0.11185,0.107179,"0","0"
"10661","Q9HD47","RANGRF",0.1095452,0.10934,0.110528,"0","0"
"10662","Q92485","SMPDL3B",0.1095163,0.11281,0.10979,"0","0"
"10663","O00634","NTN3",0.1095008,0.10908,0.110438,"0","0"
"10664","Q9H6K1","ILRUN",0.1094951,0.10906,0.109431,"0","0"
"10665","P61960","UFM1",0.10949,0.10719,0.109203,"0","0"
"10666","Q8N465","D2HGDH",0.1094646,0.11244,0.110244,"0","0"
"10667","Q7L3T8","PARS2",0.1094509,0.11063,0.110309,"0","0"
"10668","Q9Y5B0","CTDP1",0.1094293,0.11081,0.108177,"0","0"
"10669","Q9BYV7","BCO2",0.1094146,0.11474,0.110332,"0","0"
"10670","P78314","SH3BP2",0.1093707,0.1113,0.109041,"0","0"
"10671","Q7Z2Y8",NA,0.1093333,0.11251,0.108832,"0","0"
"10672","P61923","COPZ1",0.109329,0.11252,0.108775,"0","0"
"10673","Q9UBS9","SUCO",0.1092857,0.11022,0.10865,"0","0"
"10674","A8MZA4","GOLGA6L6",0.1092817,0.10983,0.110106,"0","0"
"10675","Q8IVL5","P3H2",0.1092696,0.11308,0.110662,"0","0"
"10676","Q9NYM9","BET1L",0.1092687,0.10695,0.108899,"0","0"
"10677","Q86Y39","NDUFA11",0.1092657,0.1095,0.109964,"0","0"
"10678","O95810","CAVIN2",0.1092478,0.10926,0.108614,"0","0"
"10679","Q7Z7G0","ABI3BP",0.1092394,0.10918,0.108415,"0","0"
"10680","Q9BXP2","SLC12A9",0.1092145,0.11227,0.109082,"0","0"
"10681","A6NHS1",NA,0.1091374,0.11296,0.108365,"0","0"
"10682","P55201","BRPF1",0.1091299,0.11169,0.106974,"0","0"
"10683","P09093","CELA3A",0.1091088,0.11123,0.108231,"0","0"
"10684","Q6IS14","EIF5AL1",0.1091075,0.11203,0.110196,"0","0"
"10685","Q6ZMM2",NA,0.1090618,0.10654,0.109443,"0","0"
"10686","Q6ZSR3",NA,0.1090456,0.1117,0.108672,"0","0"
"10687","Q9BXA6","TSSK6",0.109042,0.11232,0.11131,"0","0"
"10688","P55081","MFAP1",0.1090319,0.10964,0.10822,"0","0"
"10689","Q8IXZ3","SP8",0.1090106,0.11222,0.108124,"0","0"
"10690","P48668","KRT6C",0.1090078,0.11079,0.109957,"0","0"
"10691","Q8NFB2","TMEM185A",0.1089817,0.11004,0.109242,"0","0"
"10692","P0C880",NA,0.1089411,0.11266,0.108385,"0","0"
"10693","O43781","DYRK3",0.1089068,0.11013,0.109923,"0","0"
"10694","O94864","SUPT7L",0.1088614,0.11514,0.108574,"0","0"
"10695","P51861",NA,0.1088535,0.11044,0.108927,"0","0"
"10696","P62072","TIMM10",0.1088487,0.1093,0.108812,"0","0"
"10697","Q5VXT5","SYPL2",0.1088226,0.11176,0.108856,"0","0"
"10698","Q9UHV2","SERTAD1",0.1088157,0.1099,0.109037,"0","0"
"10699","F5H284","PPIAL4D",0.1088086,0.10976,0.109033,"0","0"
"10700","Q13310","PABPC4",0.1087926,0.10666,0.108475,"0","0"
"10701","Q8WZ74","CTTNBP2",0.1087743,0.11231,0.107003,"0","0"
"10702","Q7Z4S9","SH2D6",0.1087722,0.10982,0.109925,"0","0"
"10703","P59797","SELENOV",0.1087487,0.11025,0.107992,"0","0"
"10704","Q9UJY1","HSPB8",0.1087353,0.10911,0.109166,"0","0"
"10705","Q01081","U2AF1",0.1087231,0.10728,0.109029,"0","0"
"10706","Q9H161","ALX4",0.108712,0.1116,0.106858,"0","0"
"10707","Q96CM4","NXNL1",0.1086924,0.11186,0.110801,"0","0"
"10708","Q03188","CENPC",0.1086775,0.10717,0.106683,"0","0"
"10709","Q9BU23","LMF2",0.1086617,0.11116,0.108791,"0","0"
"10710","Q9BYR0","KRTAP4-7",0.1086524,0.10425,0.108867,"0","0"
"10711","Q14746","COG2",0.1086298,0.10604,0.107607,"0","0"
"10712","O43676","NDUFB3",0.108588,0.10775,0.10914,"0","0"
"10713","Q14781","CBX2",0.1085838,0.10551,0.106992,"0","0"
"10714","Q8N6K4",NA,0.1085789,0.10917,0.107512,"0","0"
"10715","Q14314","FGL2",0.1085742,0.10819,0.109354,"0","0"
"10716","Q8WXG8","S100Z",0.1085671,0.10676,0.108314,"0","0"
"10717","P02489","CRYAA",0.1085659,0.11219,0.107931,"0","0"
"10718","Q8TCT0","CERK",0.108557,0.11109,0.109622,"0","0"
"10719","Q99489","DDO",0.1085405,0.11134,0.109263,"0","0"
"10720","Q68E01","INTS3",0.1085295,0.10847,0.107412,"0","0"
"10721","Q53HI1","UNC50",0.108524,0.10638,0.108491,"0","0"
"10722","Q8WUD1","RAB2B",0.1084743,0.11275,0.108685,"0","0"
"10723","Q9NRL3","STRN4",0.1084714,0.11409,0.109082,"0","0"
"10724","P55289","CDH12",0.108454,0.11084,0.109462,"0","0"
"10725","Q7Z4T8","GALNTL5",0.1084463,0.10791,0.109522,"0","0"
"10726","P38935","IGHMBP2",0.1084227,0.11106,0.108352,"0","0"
"10727","Q5CZC0","FSIP2",0.1083905,0.11004,0.107887,"0","0"
"10728","Q9BTA9","WAC",0.1083209,0.10566,0.10668,"0","0"
"10729","Q5T870","PRR9",0.1083118,0.108,0.108701,"0","0"
"10730","Q96DZ5","CLIP3",0.1082995,0.11142,0.109061,"0","0"
"10731","Q14696","MESD",0.108291,0.10804,0.108494,"0","0"
"10732","Q9UK85","DKKL1",0.1082815,0.10842,0.108895,"0","0"
"10733","Q96MA1","DMRTB1",0.1082322,0.10858,0.108126,"0","0"
"10734","Q6DKI1","RPL7L1",0.1082136,0.10373,0.108478,"0","0"
"10735","Q8NHV4","NEDD1",0.1082011,0.10586,0.106599,"0","0"
"10736","Q9Y4K4","MAP4K5",0.1081611,0.11194,0.108512,"0","0"
"10737","P09466","PAEP",0.1081566,0.10862,0.109635,"0","0"
"10738","Q9H2L4","TMEM60",0.1081459,0.10874,0.109137,"0","0"
"10739","A6NDP7","MYADML2",0.1080838,0.11187,0.108864,"0","0"
"10740","O14841","OPLAH",0.1080378,0.1103,0.10769,"0","0"
"10741","O43861","ATP9B",0.1080192,0.10988,0.107001,"0","0"
"10742","Q96AH0","NABP1",0.1079648,0.10723,0.107955,"0","0"
"10743","P32942","ICAM3",0.107955,0.1107,0.109165,"0","0"
"10744","Q9Y2E6","DTX4",0.1079242,0.11182,0.108653,"0","0"
"10745","Q9HCM3","KIAA1549",0.1079237,0.11151,0.106131,"0","0"
"10746","Q13630","GFUS",0.1079142,0.115,0.107865,"0","0"
"10747","P54108","CRISP3",0.1079039,0.10473,0.108044,"0","0"
"10748","Q8WU68","U2AF1L4",0.1079012,0.10635,0.107839,"0","0"
"10749","Q9BQ39","DDX50",0.107894,0.10559,0.105875,"0","0"
"10750","Q96CP2","FLYWCH2",0.1078866,0.11251,0.106665,"0","0"
"10751","Q5M8T2","SLC35D3",0.1078822,0.11296,0.107705,"0","0"
"10752","Q68DQ2","CRYBG3",0.1078788,0.1102,0.106013,"0","0"
"10753","Q13795","ARFRP1",0.107876,0.10817,0.108385,"0","0"
"10754","Q6ZVK1","TMEM179",0.1078756,0.10955,0.109323,"0","0"
"10755","Q76I76","SSH2",0.1078676,0.11262,0.1071,"0","0"
"10756","Q9BXN6","SPANXD",0.1078232,0.10669,0.107532,"0","0"
"10757","A6NNN8","SLC38A8",0.1077902,0.11229,0.108704,"0","0"
"10758","Q6ZS46",NA,0.1077883,0.10994,0.106377,"0","0"
"10759","P36957","DLST",0.1077749,0.10747,0.106632,"0","0"
"10760","P30084","ECHS1",0.1076707,0.10792,0.10701,"0","0"
"10761","Q6ZMD2","SPNS3",0.10767,0.10955,0.107909,"0","0"
"10762","Q9HBU9","POPDC2",0.1076356,0.11023,0.107424,"0","0"
"10763","Q7Z6A9","BTLA",0.1076205,0.1087,0.108758,"0","0"
"10764","O15381","NVL",0.1076142,0.1071,0.10617,"0","0"
"10765","Q8NCD3","HJURP",0.1075998,0.1044,0.106127,"0","0"
"10766","P07305","H1-0",0.1075941,0.1072,0.106735,"0","0"
"10767","Q8IWB7","WDFY1",0.1075916,0.10924,0.107758,"0","0"
"10768","Q99569","PKP4",0.1075844,0.11085,0.105526,"0","0"
"10769","Q9HCD6","TANC2",0.1075817,0.113,0.105307,"0","0"
"10770","Q6E0U4","DMKN",0.1075736,0.10699,0.107185,"0","0"
"10771","Q5D0E6","DALRD3",0.1075458,0.11016,0.109254,"0","0"
"10772","Q96HG1","SMIM10",0.1075213,0.11001,0.109359,"0","0"
"10773","Q6UUV7","CRTC3",0.1075089,0.10841,0.105822,"0","0"
"10774","Q9NTJ4","MAN2C1",0.1074825,0.11398,0.105915,"0","0"
"10775","Q9NWV8","BABAM1",0.1074726,0.10829,0.107255,"0","0"
"10776","Q6UXY8","TMC5",0.1074362,0.10731,0.106865,"0","0"
"10777","Q32MZ4","LRRFIP1",0.1074316,0.10895,0.106323,"0","0"
"10778","O15050","TRANK1",0.107399,0.11049,0.106641,"0","0"
"10779","O15273","TCAP",0.1073931,0.10994,0.108591,"0","0"
"10780","Q9BSE5","AGMAT",0.107377,0.11799,0.107447,"0","0"
"10781","Q13190","STX5",0.1073755,0.1065,0.107297,"0","0"
"10782","P14868","DARS1",0.1073486,0.10857,0.107,"0","0"
"10783","Q6UY09","CEACAM20",0.1073283,0.10411,0.10721,"0","0"
"10784","Q15573","TAF1A",0.1073196,0.10585,0.106807,"0","0"
"10785","Q9H2I8","LRMDA",0.1073195,0.10709,0.106924,"0","0"
"10786","P78411","IRX5",0.1073138,0.10721,0.106899,"0","0"
"10787","Q5VT52","RPRD2",0.1073072,0.10874,0.105766,"0","0"
"10788","Q96KT7","SLC35G5",0.1073071,0.11674,0.108534,"0","0"
"10789","Q9BQ83","SLX1B",0.107307,0.11007,0.107861,"0","0"
"10790","Q9BQ83","SLX1A",0.107307,0.11007,0.107861,"0","0"
"10791","Q9C0H9","SRCIN1",0.1072732,0.10897,0.107099,"0","0"
"10792","P52849","NDST2",0.1072472,0.1103,0.105527,"0","0"
"10793","P49223","SPINT3",0.1072426,0.10603,0.107944,"0","0"
"10794","Q6IMI4","SULT6B1",0.1072364,0.11118,0.108855,"0","0"
"10795","Q92766","RREB1",0.1071745,0.1086,0.106639,"0","0"
"10796","Q9UM63","PLAGL1",0.1071582,0.10966,0.106938,"0","0"
"10797","Q9UN36","NDRG2",0.107135,0.10847,0.108524,"0","0"
"10798","A6NHX0","CASTOR2",0.1071302,0.10796,0.107484,"0","0"
"10799","O75438","NDUFB1",0.1071219,0.10618,0.107119,"0","0"
"10800","Q9UJ71","CD207",0.1070946,0.10368,0.107719,"0","0"
"10801","Q6ZRN7",NA,0.1070935,0.10864,0.105403,"0","0"
"10802","P29374","ARID4A",0.1070913,0.10672,0.105765,"0","0"
"10803","Q9NSC5","HOMER3",0.1070911,0.10802,0.107087,"0","0"
"10804","Q8IZ63","PRR22",0.1070671,0.11373,0.107411,"0","0"
"10805","Q8IWW8","ADHFE1",0.1070516,0.11306,0.106896,"0","0"
"10806","Q9NUL3","STAU2",0.1070449,0.10634,0.108223,"0","0"
"10807","Q96LI6","HSFY2",0.1070291,0.11056,0.106945,"0","0"
"10808","Q96LI6","HSFY1",0.1070291,0.11056,0.106945,"0","0"
"10809","P0C629","OR10J4",0.1070207,0.10861,0.107374,"0","0"
"10810","Q8N7X1","RBMXL3",0.1069915,0.10585,0.10574,"0","0"
"10811","Q8IYX1","TBC1D21",0.1069587,0.11194,0.107816,"0","0"
"10812","Q9NX52","RHBDL2",0.1069501,0.10802,0.107794,"0","0"
"10813","Q96DN2","VWCE",0.1069495,0.10768,0.106611,"0","0"
"10814","Q9HBU6","ETNK1",0.1069454,0.10981,0.108209,"0","0"
"10815","O75072","FKTN",0.1069402,0.10702,0.107662,"0","0"
"10816","Q9NQR4","NIT2",0.1068848,0.11014,0.106766,"0","0"
"10817","Q14576","ELAVL3",0.1067359,0.11096,0.107069,"0","0"
"10818","Q9H9H4","VPS37B",0.1066765,0.10873,0.105975,"0","0"
"10819","Q6UXN2","TREML4",0.1066676,0.10832,0.107827,"0","0"
"10820","Q17RW2","COL24A1",0.1066652,0.10952,0.105716,"0","0"
"10821","P01717","IGLV3-25",0.1066591,0.10839,0.107518,"0","0"
"10822","Q96IT6",NA,0.1066,0.10644,0.105284,"0","0"
"10823","Q30KQ7","DEFB113",0.1065873,0.10439,0.107813,"0","0"
"10824","Q13495","MAMLD1",0.1065695,0.11159,0.105496,"0","0"
"10825","Q86YV0","RASAL3",0.1065638,0.10827,0.107049,"0","0"
"10826","Q5GH77","XKR3",0.1065112,0.10555,0.107017,"0","0"
"10827","Q96K19","RNF170",0.1064949,0.10957,0.106331,"0","0"
"10828","Q8N456","LRRC18",0.106472,0.10514,0.106747,"0","0"
"10829","A1L3X0","ELOVL7",0.1064375,0.10379,0.106311,"0","0"
"10830","Q9BZF9","UACA",0.1064227,0.10808,0.106123,"0","0"
"10831","Q8TF61","FBXO41",0.1063361,0.10274,0.106042,"0","0"
"10832","P0DN37","PPIAL4G",0.106255,0.10798,0.105927,"0","0"
"10833","Q96PG8","BBC3",0.1062515,0.10857,0.104586,"0","0"
"10834","O75636","FCN3",0.1062365,0.10499,0.107087,"0","0"
"10835","Q9H267","VPS33B",0.1062331,0.10476,0.106226,"0","0"
"10836","Q9UMZ2","SYNRG",0.1061971,0.11098,0.105494,"0","0"
"10837","P49585","PCYT1A",0.1061936,0.10483,0.105544,"0","0"
"10838","Q02252","ALDH6A1",0.1061753,0.10743,0.106108,"0","0"
"10839","Q9H4L4","SENP3",0.106149,0.10351,0.105082,"0","0"
"10840","Q92688","ANP32B",0.1061341,0.10712,0.105136,"0","0"
"10841","P56385","ATP5ME",0.1061203,0.1058,0.105787,"0","0"
"10842","Q9UIM3","FKBPL",0.1061131,0.10514,0.105978,"0","0"
"10843","Q9NTX7","RNF146",0.1060705,0.10616,0.106053,"0","0"
"10844","Q9UII2","ATP5IF1",0.1060675,0.10873,0.106535,"0","0"
"10845","Q9H3G5","CPVL",0.1060373,0.11034,0.106382,"0","0"
"10846","Q8NFU5","IPMK",0.106011,0.10743,0.106584,"0","0"
"10847","Q15915","ZIC1",0.1060071,0.11002,0.105141,"0","0"
"10848","Q9BSN7","TMEM204",0.1059891,0.10635,0.105601,"0","0"
"10849","Q16322","KCNA10",0.1059843,0.10818,0.106525,"0","0"
"10850","Q8N0X2","SPAG16",0.1059705,0.10587,0.105751,"0","0"
"10851","Q9BYH1","SEZ6L",0.1059687,0.11169,0.104631,"0","0"
"10852","Q9GZU2","PEG3",0.1059474,0.10911,0.104368,"0","0"
"10853","Q96PL2","TECTB",0.105928,0.1101,0.106362,"0","0"
"10854","Q7Z4N8","P4HA3",0.1059203,0.10547,0.106545,"0","0"
"10855","P50452","SERPINB8",0.1059024,0.11046,0.106996,"0","0"
"10856","Q14990","ODF1",0.1058799,0.10941,0.106114,"0","0"
"10857","A6NKF1",NA,0.1058578,0.10809,0.106003,"0","0"
"10858","Q00056","HOXA4",0.1058478,0.11143,0.10685,"0","0"
"10859","P23942","PRPH2",0.1058465,0.10378,0.105475,"0","0"
"10860","P53672","CRYBA2",0.1058413,0.1057,0.106217,"0","0"
"10861","Q9UHQ9","CYB5R1",0.1057779,0.10822,0.106967,"0","0"
"10862","P26373","RPL13",0.1057658,0.10083,0.105889,"0","0"
"10863","Q8NBT2","SPC24",0.105748,0.106,0.104996,"0","0"
"10864","Q53HV7","SMUG1",0.1057367,0.11297,0.106389,"0","0"
"10865","O94985","CLSTN1",0.105727,0.10592,0.105321,"0","0"
"10866","Q9ULD6","INTU",0.105712,0.11136,0.106184,"0","0"
"10867","P20810","",0.1057042,0.10861,0.105547,"0","0"
"10868","Q9UHC3","ASIC3",0.1056809,0.10611,0.106396,"0","0"
"10869","Q86TI0","TBC1D1",0.1056765,0.10316,0.103802,"0","0"
"10870","P34059","GALNS",0.1056287,0.10849,0.105432,"0","0"
"10871","Q86UT6","NLRX1",0.1056234,0.10879,0.105679,"0","0"
"10872","Q5VTL7","FNDC7",0.1056167,0.10654,0.105094,"0","0"
"10873","Q86TB3","ALPK2",0.1055932,0.10898,0.104821,"0","0"
"10874","Q86UD3","MARCHF3",0.1055857,0.11109,0.107059,"0","0"
"10875","Q7Z4W2","LYZL2",0.1055648,0.1046,0.106237,"0","0"
"10876","O95218","ZRANB2",0.1055595,0.10826,0.104928,"0","0"
"10877","Q7Z401","DENND4A",0.1055582,0.10513,0.103961,"0","0"
"10878","O00471","EXOC5",0.1055314,0.10632,0.104604,"0","0"
"10879","P54922","ADPRH",0.1055144,0.10396,0.10528,"0","0"
"10880","A0A0B4J1U7","IGHV6-1",0.1055139,0.10187,0.104459,"0","0"
"10881","Q8WXS8","ADAMTS14",0.1055058,0.11131,0.104715,"0","0"
"10882","O43760","SYNGR2",0.1054961,0.10545,0.105341,"0","0"
"10883","O00445","SYT5",0.1054934,0.11017,0.105875,"0","0"
"10884","A6NGB9","WIPF3",0.1054909,0.10946,0.105268,"0","0"
"10885","Q9ULC3","RAB23",0.105487,0.10242,0.104817,"0","0"
"10886","Q02383","SEMG2",0.1054544,0.10437,0.105447,"0","0"
"10887","P12074","COX6A1",0.1054511,0.10469,0.105646,"0","0"
"10888","Q8TAV4","STOML3",0.1054369,0.10852,0.105278,"0","0"
"10889","P0DOX7",NA,0.1054311,0.10958,0.104936,"0","0"
"10890","Q9HBH5","RDH14",0.1054247,0.10635,0.105691,"0","0"
"10891","Q9Y6M4","CSNK1G3",0.105417,0.10634,0.105742,"0","0"
"10892","Q9BXT4","TDRD1",0.105405,0.11001,0.104595,"0","0"
"10893","Q96T91","GPHA2",0.1053982,0.10768,0.107555,"0","0"
"10894","Q6EEV6","SUMO4",0.1053943,0.10414,0.104849,"0","0"
"10895","Q6ZMW3","EML6",0.105394,0.10802,0.104168,"0","0"
"10896","Q9Y3E7","CHMP3",0.1053852,0.10565,0.104791,"0","0"
"10897","Q6P4F2","FDX2",0.1053836,0.10974,0.105363,"0","0"
"10898","O75352","MPDU1",0.1053788,0.11155,0.106766,"0","0"
"10899","Q58EX2","SDK2",0.1053305,0.10797,0.103501,"0","0"
"10900","Q6ZVQ6",NA,0.1053171,0.10646,0.105219,"0","0"
"10901","Q9Y6H5","SNCAIP",0.1053037,0.1071,0.105097,"0","0"
"10902","Q86VW1","SLC22A16",0.1053026,0.10436,0.105453,"0","0"
"10903","Q9Y4W2","LAS1L",0.1052723,0.10518,0.103552,"0","0"
"10904","Q15274","QPRT",0.1052641,0.10842,0.106947,"0","0"
"10905","P45877","PPIC",0.1052345,0.10512,0.105651,"0","0"
"10906","Q6H3X3","RAET1G",0.1052283,0.1028,0.105944,"0","0"
"10907","Q6PFW1","PPIP5K1",0.105211,0.11021,0.105809,"0","0"
"10908","P29016","CD1B",0.1052079,0.10577,0.105559,"0","0"
