"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000355627","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000355627","0.06",,"0.5",,,,,"0.66","0.335"
"pp","9606.ENSP00000307126 (pp) 9606.ENSP00000311648","false","pp","9606.ENSP00000307126 (pp) 9606.ENSP00000311648",,,"0.9",,,,,"0.929","0.326"
"pp","9606.ENSP00000307126 (pp) 9606.ENSP00000360296","false","pp","9606.ENSP00000307126 (pp) 9606.ENSP00000360296","0.047",,"0.9",,,,,"0.904","0.08"
"pp","9606.ENSP00000307126 (pp) 9606.ENSP00000438526","false","pp","9606.ENSP00000307126 (pp) 9606.ENSP00000438526",,,,,,,,"0.432","0.432"
"pp","9606.ENSP00000307126 (pp) 9606.ENSP00000308820","false","pp","9606.ENSP00000307126 (pp) 9606.ENSP00000308820",,,,,,,,"0.87","0.87"
"pp","9606.ENSP00000307126 (pp) 9606.ENSP00000376453","false","pp","9606.ENSP00000307126 (pp) 9606.ENSP00000376453","0.055",,"0.912","0.071",,,,"0.968","0.639"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000398629","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000398629",,,"0.5",,,,,"0.531","0.102"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000478763","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000478763","0.083",,,,,,,"0.439","0.414"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000482457","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000482457",,,,,,,,"0.445","0.445"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000397863","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000397863","0.059",,,,,,,"0.528","0.52"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000478255","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000478255","0.072",,,,,,,"0.705","0.696"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000497260","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000497260","0.042",,"0.9",,,,,"0.915","0.189"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000393952","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000393952",,,,"0.497",,,,"0.516","0.078"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000376637","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000376637","0.042",,,,,,,"0.539","0.539"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000308361","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000308361","0.219",,"0.5",,,,,"0.807","0.546"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000367384","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000367384","0.374",,,,,,,"0.474","0.196"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000344465","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000344465","0.073",,,,,,,"0.496","0.479"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000377783","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000377783","0.064",,,,,,,"0.465","0.452"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000364709","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000364709",,,,,,,,"0.475","0.475"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000334448","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000334448","0.068",,"0.5",,,,,"0.547","0.107"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000398832","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000398832","0.042",,,,,,,"0.418","0.418"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000334145","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000334145",,,,,,,,"0.742","0.742"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000310585","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000310585","0.062",,"0.4",,,,,"0.413",
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000363089","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000363089","0.105",,,,,,,"0.426","0.386"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000455897","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000455897","0.073",,,,,,,"0.538","0.522"
"pp","9606.ENSP00000307321 (pp) 9606.ENSP00000446680","false","pp","9606.ENSP00000307321 (pp) 9606.ENSP00000446680","0.802",,,,,,,"0.871","0.375"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000385675",,,,,,,,"0.488","0.489"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000324648","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000324648",,,,,,,,"0.507","0.507"
"pp","9606.ENSP00000307259 (pp) 9606.ENSP00000371594","false","pp","9606.ENSP00000307259 (pp) 9606.ENSP00000371594","0.08",,"0.5",,,,,"0.536","0.074"
"pp","9606.ENSP00000307321 (pp) 9606.ENSP00000399808","false","pp","9606.ENSP00000307321 (pp) 9606.ENSP00000399808","0.339",,,"0.134",,,,"0.644","0.43"
"pp","9606.ENSP00000307321 (pp) 9606.ENSP00000358437","false","pp","9606.ENSP00000307321 (pp) 9606.ENSP00000358437","0.091",,,"0.077",,,,"0.468","0.417"
"pp","9606.ENSP00000307479 (pp) 9606.ENSP00000347942","false","pp","9606.ENSP00000307479 (pp) 9606.ENSP00000347942","0.062",,"0.5",,,,,"0.55","0.118"
"pp","9606.ENSP00000307369 (pp) 9606.ENSP00000465638","false","pp","9606.ENSP00000307369 (pp) 9606.ENSP00000465638","0.619",,,,,,,"0.618",
"pp","9606.ENSP00000307479 (pp) 9606.ENSP00000437554","false","pp","9606.ENSP00000307479 (pp) 9606.ENSP00000437554","0.086",,"0.5",,,,,"0.528","0.052"
"pp","9606.ENSP00000307479 (pp) 9606.ENSP00000359073","false","pp","9606.ENSP00000307479 (pp) 9606.ENSP00000359073",,,,,,,,"0.525","0.526"
"pp","9606.ENSP00000307479 (pp) 9606.ENSP00000469142","false","pp","9606.ENSP00000307479 (pp) 9606.ENSP00000469142",,,,"0.686",,,,"0.767","0.29"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000480050","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000480050","0.182",,,"0.072",,,,"0.48","0.371"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000457421","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000457421","0.044",,,"0.045",,,,"0.511","0.508"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000405330",,,,"0.045",,,,"0.482","0.48"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000385477","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000385477","0.074",,,,,,,"0.437","0.417"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000500990","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000500990","0.068",,,,,,,"0.439","0.423"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000405327","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000405327","0.083",,,,,,,"0.431","0.406"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000354490","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000354490","0.104",,,"0.094",,,,"0.452","0.38"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000348645","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000348645",,,,,,,,"0.474","0.475"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000418525","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000418525","0.087",,,,,,,"0.639","0.621"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000377854","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000377854","0.067",,,"0.1",,,,"0.768","0.746"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000387380","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000387380","0.067",,,"0.109",,,,"0.445","0.386"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000380679","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000380679",,,"0.161","0.128",,,,"0.444","0.302"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000380093","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000380093","0.114",,,"0.046",,,,"0.493","0.449"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000310036","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000310036","0.063",,,,,,,"0.606","0.597"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000325120","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000325120",,,,"0.045",,,,"0.514","0.513"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000392423","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000392423","0.08",,,,,,,"0.695","0.682"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000355124","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000355124","0.047",,,"0.104",,,,"0.453","0.412"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000437402","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000437402","0.117",,,"0.114",,,,"0.649","0.588"
"pp","9606.ENSP00000307674 (pp) 9606.ENSP00000353770","false","pp","9606.ENSP00000307674 (pp) 9606.ENSP00000353770","0.054",,"0.912",,,,,"0.92","0.121"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000353508","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000353508","0.138",,,"0.095",,,,"0.549","0.468"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000480132","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000480132","0.066",,,"0.045",,,,"0.607","0.596"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000386200","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000386200",,,,,,,,"0.61","0.611"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000365272","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000365272","0.083",,,"0.106",,,,"0.515","0.457"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000357206","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000357206","0.062",,,"0.075",,,,"0.618","0.595"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000408695","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000408695","0.042",,,,,,,"0.533","0.533"
"pp","9606.ENSP00000307508 (pp) 9606.ENSP00000496593","false","pp","9606.ENSP00000307508 (pp) 9606.ENSP00000496593","0.063",,,"0.104",,,,"0.405","0.349"
"pp","9606.ENSP00000307674 (pp) 9606.ENSP00000498074","false","pp","9606.ENSP00000307674 (pp) 9606.ENSP00000498074",,,"0.9",,,,,"0.915","0.187"
"pp","9606.ENSP00000307674 (pp) 9606.ENSP00000360561","false","pp","9606.ENSP00000307674 (pp) 9606.ENSP00000360561",,,"0.9",,,,,"0.937","0.4"
"pp","9606.ENSP00000307674 (pp) 9606.ENSP00000334910","false","pp","9606.ENSP00000307674 (pp) 9606.ENSP00000334910",,,"0.65",,,,,"0.717","0.225"
"pp","9606.ENSP00000307674 (pp) 9606.ENSP00000405327","false","pp","9606.ENSP00000307674 (pp) 9606.ENSP00000405327",,,,,,,,"0.418","0.418"
"pp","9606.ENSP00000307674 (pp) 9606.ENSP00000406261","false","pp","9606.ENSP00000307674 (pp) 9606.ENSP00000406261",,,"0.9",,,,,"0.912","0.164"
"pp","9606.ENSP00000307674 (pp) 9606.ENSP00000379496","false","pp","9606.ENSP00000307674 (pp) 9606.ENSP00000379496",,,"0.65",,,,,"0.695","0.166"
"pp","9606.ENSP00000307911 (pp) 9606.ENSP00000321874","false","pp","9606.ENSP00000307911 (pp) 9606.ENSP00000321874",,,,,,,,"0.458","0.459"
"pp","9606.ENSP00000307911 (pp) 9606.ENSP00000480884","false","pp","9606.ENSP00000307911 (pp) 9606.ENSP00000480884","0.044",,,,,,,"0.452","0.451"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000353608","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000353608","0.109",,,"0.045",,,,"0.499","0.459"
"pp","9606.ENSP00000307911 (pp) 9606.ENSP00000364711","false","pp","9606.ENSP00000307911 (pp) 9606.ENSP00000364711",,,"0.4",,,,,"0.406","0.051"
"pp","9606.ENSP00000307911 (pp) 9606.ENSP00000343924","false","pp","9606.ENSP00000307911 (pp) 9606.ENSP00000343924",,,"0.4",,,,,"0.468","0.151"
"pp","9606.ENSP00000307911 (pp) 9606.ENSP00000348668","false","pp","9606.ENSP00000307911 (pp) 9606.ENSP00000348668",,,,,,,,"0.496","0.496"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000416561","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000416561",,,,,,,,"0.472","0.473"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000375778","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000375778","0.095",,"0.5",,,,,"0.68","0.35"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000497653","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000497653","0.098",,"0.5","0.491",,,,"0.999","0.999"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000334308","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000334308","0.042",,,"0.101",,,,"0.588","0.561"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000364886","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000364886","0.124",,"0.5","0.167",,,,"0.628","0.101"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000355652","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000355652",,,"0.5","0.165",,,,"0.578","0.07"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000340510","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000340510","0.092",,,,,,,"0.722","0.707"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000361097","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000361097","0.12",,,"0.098",,,,"0.492","0.412"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000324532","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000324532","0.08",,"0.5","0.053",,,,"0.839","0.675"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000353864","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000353864","0.062",,"0.4",,,,,"0.429","0.067"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000376678","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000376678","0.197",,,"0.127",,,,"0.401","0.214"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000352455","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000352455","0.226",,,,,,,"0.402","0.26"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000346839","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000346839","0.109",,,,,,,"0.968","0.966"
"pp","9606.ENSP00000307959 (pp) 9606.ENSP00000386896","false","pp","9606.ENSP00000307959 (pp) 9606.ENSP00000386896","0.086",,"0.5",,,,,"0.828","0.656"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000457421","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000457421","0.085",,,"0.107",,,,"0.465","0.398"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000446007","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000446007","0.126",,,"0.067",,,,"0.644","0.599"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000378957","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000378957","0.278",,,"0.069",,,,"0.409","0.191"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000369071","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000369071","0.276",,,"0.046",,,,"0.419","0.227"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000397312","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000397312","0.212",,,"0.099",,,,"0.447","0.284"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000364000","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000364000","0.293",,,"0.091",,,,"0.404","0.148"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000350815","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000350815","0.042",,,"0.05",,,,"0.403","0.397"
"pp","9606.ENSP00000308149 (pp) 9606.ENSP00000450244","false","pp","9606.ENSP00000308149 (pp) 9606.ENSP00000450244",,,,,,,,"0.444","0.445"
"pp","9606.ENSP00000308117 (pp) 9606.ENSP00000327336","false","pp","9606.ENSP00000308117 (pp) 9606.ENSP00000327336","0.284",,,"0.099",,,,"0.551","0.362"
"pp","9606.ENSP00000308361 (pp) 9606.ENSP00000310585","false","pp","9606.ENSP00000308361 (pp) 9606.ENSP00000310585",,,"0.4",,,,,"0.4",
"pp","9606.ENSP00000308361 (pp) 9606.ENSP00000355627","false","pp","9606.ENSP00000308361 (pp) 9606.ENSP00000355627",,,"0.5",,,,,"0.543","0.125"
"pp","9606.ENSP00000308361 (pp) 9606.ENSP00000360561","false","pp","9606.ENSP00000308361 (pp) 9606.ENSP00000360561",,,,,,,,"0.448","0.448"
"pp","9606.ENSP00000308149 (pp) 9606.ENSP00000335055","false","pp","9606.ENSP00000308149 (pp) 9606.ENSP00000335055",,,,"0.435",,,,"0.435",
"pp","9606.ENSP00000308361 (pp) 9606.ENSP00000359719","false","pp","9606.ENSP00000308361 (pp) 9606.ENSP00000359719","0.056",,,,,,,"0.425","0.416"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000375778","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000375778","0.26",,,,,,,"0.525","0.384"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000343129","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000343129","0.475",,,"0.066",,,,"0.588","0.229"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000430100","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000430100","0.151",,,"0.045",,,,"0.4","0.32"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000368104","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000368104","0.067",,,,,,,"0.404","0.388"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000377546","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000377546","0.358","0.055","0.4",,,,,"0.618","0.074"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000325120","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000325120","0.055",,,"0.058",,,,"0.528","0.513"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000368632","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000368632","0.073",,,"0.094",,,,"0.419","0.365"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000346839","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000346839","0.067",,,,,,,"0.503","0.49"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000355124","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000355124","0.109","0.052","0.4","0.098",,,,"0.509","0.091"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000372221","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000372221","0.437",,,,,,,"0.627","0.366"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000449404","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000449404","0.16","0.102",,"0.332",,,,"0.579","0.264"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000327608","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000327608","0.042",,,,,,,"0.419","0.419"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000373489","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000373489","0.1",,"0.4","0.098",,,,"0.686","0.433"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000405330",,,,"0.058",,,,"0.457","0.448"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000484824","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000484824","0.099",,,"0.099",,,,"0.468","0.398"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000353608","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000353608","0.213",,,,,,,"0.431","0.307"
"pp","9606.ENSP00000308535 (pp) 9606.ENSP00000427985","false","pp","9606.ENSP00000308535 (pp) 9606.ENSP00000427985","0.487",,"0.136",,,,"0.061","0.605","0.164"
"pp","9606.ENSP00000308452 (pp) 9606.ENSP00000497653","false","pp","9606.ENSP00000308452 (pp) 9606.ENSP00000497653","0.246",,,"0.095",,,,"0.434","0.238"
"pp","9606.ENSP00000308535 (pp) 9606.ENSP00000402576","false","pp","9606.ENSP00000308535 (pp) 9606.ENSP00000402576","0.044",,,,,,,"0.405","0.404"
"pp","9606.ENSP00000308535 (pp) 9606.ENSP00000359211","false","pp","9606.ENSP00000308535 (pp) 9606.ENSP00000359211","0.66",,"0.449",,,,"0.102","0.855","0.24"
"pp","9606.ENSP00000308535 (pp) 9606.ENSP00000417161","false","pp","9606.ENSP00000308535 (pp) 9606.ENSP00000417161","0.575",,,,,,"0.079","0.651","0.181"
"pp","9606.ENSP00000308535 (pp) 9606.ENSP00000356169","false","pp","9606.ENSP00000308535 (pp) 9606.ENSP00000356169","0.066",,,,,,,"0.697","0.69"
"pp","9606.ENSP00000308606 (pp) 9606.ENSP00000391490","false","pp","9606.ENSP00000308606 (pp) 9606.ENSP00000391490","0.641","0.06",,,,,,"0.661","0.077"
"pp","9606.ENSP00000308535 (pp) 9606.ENSP00000402608","false","pp","9606.ENSP00000308535 (pp) 9606.ENSP00000402608","0.566",,,,,,"0.079","0.644","0.181"
"pp","9606.ENSP00000308606 (pp) 9606.ENSP00000430100","false","pp","9606.ENSP00000308606 (pp) 9606.ENSP00000430100","0.06",,,,,,,"0.434","0.423"
"pp","9606.ENSP00000308606 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000308606 (pp) 9606.ENSP00000405330","0.092",,,,,,,"0.624","0.603"
"pp","9606.ENSP00000308606 (pp) 9606.ENSP00000430690","false","pp","9606.ENSP00000308606 (pp) 9606.ENSP00000430690","0.337",,,,,,,"0.541","0.337"
"pp","9606.ENSP00000308873 (pp) 9606.ENSP00000309285","false","pp","9606.ENSP00000308873 (pp) 9606.ENSP00000309285",,,,,,,,"0.531","0.531"
"pp","9606.ENSP00000308820 (pp) 9606.ENSP00000355865","false","pp","9606.ENSP00000308820 (pp) 9606.ENSP00000355865","0.072",,,,,,,"0.475","0.458"
"pp","9606.ENSP00000308820 (pp) 9606.ENSP00000359942","false","pp","9606.ENSP00000308820 (pp) 9606.ENSP00000359942",,,,,,,,"0.424","0.425"
"pp","9606.ENSP00000308873 (pp) 9606.ENSP00000356990","false","pp","9606.ENSP00000308873 (pp) 9606.ENSP00000356990","0.058",,,,,,,"0.429","0.419"
"pp","9606.ENSP00000308926 (pp) 9606.ENSP00000383505","false","pp","9606.ENSP00000308926 (pp) 9606.ENSP00000383505","0.043",,,,,,,"0.433","0.432"
"pp","9606.ENSP00000308820 (pp) 9606.ENSP00000477648","false","pp","9606.ENSP00000308820 (pp) 9606.ENSP00000477648",,,,,,,,"0.501","0.501"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000334928","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000334928",,,,"0.071",,,,"0.401","0.382"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000449999","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000449999","0.344",,,,,,,"0.5","0.269"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000355627","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000355627","0.057",,,,,,,"0.55","0.543"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000385675","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000385675","0.127",,,,,,,"0.591","0.551"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000323246","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000323246","0.053",,,,,,,"0.43","0.423"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000368683","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000368683","0.056",,,,,,,"0.451","0.442"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000331736","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000331736","0.068",,,,,,,"0.519","0.506"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000478763","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000478763","0.066",,,"0.091",,,,"0.524","0.485"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000369530","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000369530","0.043",,,"0.045",,,,"0.419","0.415"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000378199","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000378199","0.052",,,"0.046",,,,"0.476","0.468"
"pp","9606.ENSP00000309124 (pp) 9606.ENSP00000334145","false","pp","9606.ENSP00000309124 (pp) 9606.ENSP00000334145","0.063",,,,,,,"0.409","0.396"
