external_gene_name,description,search_id,MeSH_count
RBM24,RNA binding motif protein 24 ,RBM24,20
E2F3,E2F transcription factor 3 ,E2F3,357
WASF1,WASP family member 1 ,WASF1,8
ALDH5A1,aldehyde dehydrogenase 5 family member A1 ,ALDH5A1,16
EYA4,EYA transcriptional coactivator and phosphatase 4 ,EYA4,47
GUCA1B,guanylate cyclase activator 1B ,GUCA1B,0
TBX18,T-box transcription factor 18 ,TBX18,7
APBB3,amyloid beta precursor protein binding family B member 3 ,APBB3,0
PDE8B,phosphodiesterase 8B ,PDE8B,27
CLK4,CDC like kinase 4 ,CLK4,7
TTC1,tetratricopeptide repeat domain 1 ,TTC1,2
SUB1,SUB1 regulator of transcription ,SUB1,23
TXNDC15,thioredoxin domain containing 15 ,TXNDC15,0
STC2,stanniocalcin 2 ,STC2,157
ZNF346,zinc finger protein 346 ,ZNF346,4
UNC5A,unc-5 netrin receptor A ,UNC5A,17
CLDN16,claudin 16 ,CLDN16,8
NPHP3,nephrocystin 3 ,NPHP3,7
RBP2,retinol binding protein 2 ,RBP2,47
RBP1,retinol binding protein 1 ,RBP1,48
BCHE,butyrylcholinesterase ,BCHE,89
IQCG,IQ motif containing G ,IQCG,4
CSPG5,chondroitin sulfate proteoglycan 5 ,CSPG5,5
PLSCR4,phospholipid scramblase 4 ,PLSCR4,3
PEX5L,peroxisomal biogenesis factor 5 like ,PEX5L,2
VIPR1,vasoactive intestinal peptide receptor 1 ,VIPR1,20
NKTR,natural killer cell triggering receptor ,NKTR,48
ADAM23,ADAM metallopeptidase domain 23 ,ADAM23,36
GCG,glucagon ,GCG,166
GRB14,growth factor receptor bound protein 14 ,GRB14,17
CLIP4,CAP-Gly domain containing linker protein family member 4 ,CLIP4,18
EVA1A,"eva-1 homolog A, regulator of programmed cell death ",EVA1A,16
LANCL1,LanC like glutathione S-transferase 1 ,LANCL1,8
HSPE1,heat shock protein family E (Hsp10) member 1 ,HSPE1,14
IL1R2,interleukin 1 receptor type 2 ,IL1R2,56
SMYD1,SET and MYND domain containing 1 ,SMYD1,8
IL1RL2,interleukin 1 receptor like 2 ,IL1RL2,3
IL1RL1,interleukin 1 receptor like 1 ,IL1RL1,25
IL18RAP,interleukin 18 receptor accessory protein ,IL18RAP,17
HPCAL1,hippocalcin like 1 ,HPCAL1,12
DLX2,distal-less homeobox 2 ,DLX2,38
SLC1A4,solute carrier family 1 member 4 ,SLC1A4,11
KISS1R,KISS1 receptor ,KISS1R,65
ARID3A,AT-rich interaction domain 3A ,ARID3A,36
SPR,sepiapterin reductase ,SPR,646
DHCR24,24-dehydrocholesterol reductase ,DHCR24,46
FAM20B,FAM20B glycosaminoglycan xylosylkinase ,FAM20B,0
WRAP73,"WD repeat containing, antisense to TP73 ",WRAP73,0
QSOX1,quiescin sulfhydryl oxidase 1 ,QSOX1,29
ERRFI1,ERBB receptor feedback inhibitor 1 ,ERRFI1,43
SCAMP3,secretory carrier membrane protein 3 ,SCAMP3,6
FBXO2,F-box protein 2 ,FBXO2,8
PRG4,proteoglycan 4 ,PRG4,12
WARS2,"tryptophanyl tRNA synthetase 2, mitochondrial ",WARS2,6
ZNF684,zinc finger protein 684 ,ZNF684,0
RGS4,regulator of G protein signaling 4 ,RGS4,45
SSX2IP,SSX family member 2 interacting protein ,SSX2IP,11
CR2,complement C3d receptor 2 ,CR2,626
APH1A,"aph-1 homolog A, gamma-secretase subunit ",APH1A,7
BLZF1,basic leucine zipper nuclear factor 1 ,BLZF1,4
ABCD3,ATP binding cassette subfamily D member 3 ,ABCD3,14
PTBP2,polypyrimidine tract binding protein 2 ,PTBP2,19
DARS2,"aspartyl-tRNA synthetase 2, mitochondrial ",DARS2,14
RSRP1,arginine and serine rich protein 1 ,RSRP1,0
NSL1,NSL1 component of MIS12 kinetochore complex ,NSL1,2
PROX1,prospero homeobox 1 ,PROX1,238
POLR1G,RNA polymerase I subunit G ,POLR1G,2
CHRNB4,cholinergic receptor nicotinic beta 4 subunit ,CHRNB4,31
TNNT2,"troponin T2, cardiac type ",TNNT2,4
CAMSAP2,calmodulin regulated spectrin associated protein family member 2 ,CAMSAP2,4
ATF6,activating transcription factor 6 ,ATF6,346
MREG,melanoregulin ,MREG,9
B4GALT6,"beta-1,4-galactosyltransferase 6 ",B4GALT6,1
SPACA1,sperm acrosome associated 1 ,SPACA1,1
ARG1,arginase 1 ,ARG1,369
GHRH,growth hormone releasing hormone ,GHRH,526
IFT43,intraflagellar transport 43 ,IFT43,0
GPR68,G protein-coupled receptor 68 ,GPR68,33
CNRIP1,cannabinoid receptor interacting protein 1 ,CNRIP1,12
EPCAM,epithelial cell adhesion molecule ,EPCAM,2660
IDE,insulin degrading enzyme ,IDE,539
ELOVL3,ELOVL fatty acid elongase 3 ,ELOVL3,5
IFIT2,interferon induced protein with tetratricopeptide repeats 2 ,IFIT2,43
MXI1,"MAX interactor 1, dimerization protein ",MXI1,95
HELLS,"helicase, lymphoid specific ",HELLS,49
KCNIP2,potassium voltage-gated channel interacting protein 2 ,KCNIP2,4
SFRP5,secreted frizzled related protein 5 ,SFRP5,116
HOXB1,homeobox B1 ,HOXB1,12
TEK,TEK receptor tyrosine kinase ,TEK,129
PDZD11,PDZ domain containing 11 ,PDZD11,1
EXOSC8,exosome component 8 ,EXOSC8,7
MYOT,myotilin ,MYOT,1
WASHC3,WASH complex subunit 3 ,WASHC3,0
DUSP4,dual specificity phosphatase 4 ,DUSP4,112
AKAP1,A-kinase anchoring protein 1 ,AKAP1,3
TBX2,T-box transcription factor 2 ,TBX2,91
TEX14,"testis expressed 14, intercellular bridge forming factor ",TEX14,9
CEP89,centrosomal protein 89 ,CEP89,2
ZSCAN18,zinc finger and SCAN domain containing 18 ,ZSCAN18,10
MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1 ,MAPK8IP1,12
CRY2,cryptochrome circadian regulator 2 ,CRY2,99
CAT,catalase ,CAT,3611
GJB6,gap junction protein beta 6 ,GJB6,12
GJA3,gap junction protein alpha 3 ,GJA3,5
CCR2,C-C motif chemokine receptor 2 ,CCR2,557
HPCA,hippocalcin ,HPCA,56
PRXL2A,peroxiredoxin like 2A ,PRXL2A,1
EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1 ,EEPD1,7
ACO1,aconitase 1 ,ACO1,18
CIT,citron rho-interacting serine/threonine kinase ,CIT,489
ITPR2,"inositol 1,4,5-trisphosphate receptor type 2 ",ITPR2,18
ATF1,activating transcription factor 1 ,ATF1,347
SPATS2,spermatogenesis associated serine rich 2 ,SPATS2,7
PDE1B,phosphodiesterase 1B ,PDE1B,10
BATF3,basic leucine zipper ATF-like transcription factor 3 ,BATF3,87
CKS2,CDC28 protein kinase regulatory subunit 2 ,CKS2,82
CHPF,chondroitin polymerizing factor ,CHPF,21
PI3,peptidase inhibitor 3 ,PI3,1916
SNX21,sorting nexin family member 21 ,SNX21,1
SLPI,secretory leukocyte peptidase inhibitor ,SLPI,123
KCNS1,potassium voltage-gated channel modifier subfamily S member 1 ,KCNS1,6
BCAS4,breast carcinoma amplified sequence 4 ,BCAS4,12
CHST8,carbohydrate sulfotransferase 8 ,CHST8,0
IL9R,interleukin 9 receptor ,IL9R,35
LYPD3,LY6/PLAUR domain containing 3 ,LYPD3,13
NDP,norrin cystine knot growth factor NDP ,NDP,186
PACSIN1,protein kinase C and casein kinase substrate in neurons 1 ,PACSIN1,2
H1-3,"H1.3 linker histone, cluster member ",H1-3,15
SPDEF,SAM pointed domain containing ETS transcription factor ,SPDEF,76
MAD2L1BP,MAD2L1 binding protein ,MAD2L1BP,2
GNMT,glycine N-methyltransferase ,GNMT,64
DNAH8,dynein axonemal heavy chain 8 ,DNAH8,8
TREM1,triggering receptor expressed on myeloid cells 1 ,TREM1,83
ATXN1,ataxin 1 ,ATXN1,26
RAB17,"RAB17, member RAS oncogene family ",RAB17,15
GPR18,G protein-coupled receptor 18 ,GPR18,12
TMEM255A,transmembrane protein 255A ,TMEM255A,1
MYH2,myosin heavy chain 2 ,MYH2,11
PPP1R12C,protein phosphatase 1 regulatory subunit 12C ,PPP1R12C,0
PSD4,pleckstrin and Sec7 domain containing 4 ,PSD4,3
RTN2,reticulon 2 ,RTN2,5
PAX1,paired box 1 ,PAX1,86
PCSK2,proprotein convertase subtilisin/kexin type 2 ,PCSK2,12
DYNLRB1,dynein light chain roadblock-type 1 ,DYNLRB1,1
EIF2S2,eukaryotic translation initiation factor 2 subunit beta ,EIF2S2,9
UROD,uroporphyrinogen decarboxylase ,UROD,11
F10,coagulation factor X ,F10,811
PROZ,"protein Z, vitamin K dependent plasma glycoprotein ",PROZ,4
SLURP1,secreted LY6/PLAUR domain containing 1 ,SLURP1,17
UBA2,ubiquitin like modifier activating enzyme 2 ,UBA2,32
FFAR2,free fatty acid receptor 2 ,FFAR2,17
HCST,hematopoietic cell signal transducer ,HCST,38
FFAR1,free fatty acid receptor 1 ,FFAR1,13
NR1D1,nuclear receptor subfamily 1 group D member 1 ,NR1D1,49
RRAS,RAS related ,RRAS,67
TSKS,testis specific serine kinase substrate ,TSKS,3
WNK4,WNK lysine deficient protein kinase 4 ,WNK4,7
KTN1,kinectin 1 ,KTN1,25
FGD3,"FYVE, RhoGEF and PH domain containing 3 ",FGD3,8
PLAAT1,phospholipase A and acyltransferase 1 ,PLAAT1,1
FGFRL1,fibroblast growth factor receptor like 1 ,FGFRL1,28
OR7C1,olfactory receptor family 7 subfamily C member 1 ,OR7C1,2
GFER,"growth factor, augmenter of liver regeneration ",GFER,6
EMC6,ER membrane protein complex subunit 6 ,EMC6,6
SEM1,SEM1 26S proteasome subunit ,SEM1,6
SRD5A3,steroid 5 alpha-reductase 3 ,SRD5A3,14
PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase ,PAICS,39
APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F ,APOBEC3F,15
VGF,VGF nerve growth factor inducible ,VGF,53
ELL3,elongation factor for RNA polymerase II 3 ,ELL3,5
KNSTRN,kinetochore localized astrin (SPAG5) binding protein ,KNSTRN,12
VPS13C,vacuolar protein sorting 13 homolog C ,VPS13C,7
ISLR,immunoglobulin superfamily containing leucine rich repeat ,ISLR,15
LOXL1,lysyl oxidase like 1 ,LOXL1,74
MYOD1,myogenic differentiation 1 ,MYOD1,383
KCNC1,potassium voltage-gated channel subfamily C member 1 ,KCNC1,2
E2F8,E2F transcription factor 8 ,E2F8,62
DNAAF11,dynein axonemal assembly factor 11 ,DNAAF11,0
PUS7L,pseudouridine synthase 7 like ,PUS7L,0
KLK14,kallikrein related peptidase 14 ,KLK14,44
KLK8,kallikrein related peptidase 8 ,KLK8,43
EGLN3,egl-9 family hypoxia inducible factor 3 ,EGLN3,60
FOXJ1,forkhead box J1 ,FOXJ1,40
MAP7D3,MAP7 domain containing 3 ,MAP7D3,3
SH3BP4,SH3 domain binding protein 4 ,SH3BP4,7
ECSIT,ECSIT signaling integrator ,ECSIT,6
ANGPTL8,angiopoietin like 8 ,ANGPTL8,8
DPP6,dipeptidyl peptidase like 6 ,DPP6,22
BST2,bone marrow stromal cell antigen 2 ,BST2,72
SLC27A1,solute carrier family 27 member 1 ,SLC27A1,6
USHBP1,USH1 protein network component harmonin binding protein 1 ,USHBP1,1
TULP4,TUB like protein 4 ,TULP4,2
JUND,"JunD proto-oncogene, AP-1 transcription factor subunit ",JUND,288
HRC,histidine rich calcium binding protein ,HRC,73
CRB3,crumbs cell polarity complex component 3 ,CRB3,26
TNNT3,"troponin T3, fast skeletal type ",TNNT3,6
CALY,calcyon neuron specific vesicular protein ,CALY,4
PNPLA7,patatin like phospholipase domain containing 7 ,PNPLA7,2
GATA5,GATA binding protein 5 ,GATA5,61
GMFG,glia maturation factor gamma ,GMFG,13
ATP5IF1,ATP synthase inhibitory factor subunit 1 ,ATP5IF1,3
MED18,mediator complex subunit 18 ,MED18,4
DUSP9,dual specificity phosphatase 9 ,DUSP9,13
HABP4,hyaluronan binding protein 4 ,HABP4,3
RGN,regucalcin ,RGN,19
COX4I2,cytochrome c oxidase subunit 4I2 ,COX4I2,8
PYY,peptide YY ,PYY,125
GINS2,GINS complex subunit 2 ,GINS2,48
IDO1,"indoleamine 2,3-dioxygenase 1 ",IDO1,724
PPT1,palmitoyl-protein thioesterase 1 ,PPT1,30
ABCB7,ATP binding cassette subfamily B member 7 ,ABCB7,8
SH3BP5,SH3 domain binding protein 5 ,SH3BP5,21
KREMEN2,kringle containing transmembrane protein 2 ,KREMEN2,9
PPP1R1B,protein phosphatase 1 regulatory inhibitor subunit 1B ,PPP1R1B,32
PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2 ,PRKAB2,7
GCH1,GTP cyclohydrolase 1 ,GCH1,44
PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1 ,PRKAA1,71
CLUH,clustered mitochondria homolog ,CLUH,0
RPA1,replication protein A1 ,RPA1,72
ENAM,enamelin ,ENAM,12
GUCY2D,"guanylate cyclase 2D, retinal ",GUCY2D,0
XAF1,XIAP associated factor 1 ,XAF1,129
PCBD2,pterin-4 alpha-carbinolamine dehydratase 2 ,PCBD2,2
ACY3,aminoacylase 3 ,ACY3,4
TESMIN,testis expressed metallothionein like protein ,TESMIN,3
CHRM3,cholinergic receptor muscarinic 3 ,CHRM3,26
MYH8,myosin heavy chain 8 ,MYH8,5
EPSTI1,epithelial stromal interaction 1 ,EPSTI1,15
RNF128,ring finger protein 128 ,RNF128,13
PDE6B,phosphodiesterase 6B ,PDE6B,0
PLAAT2,phospholipase A and acyltransferase 2 ,PLAAT2,0
DYDC2,DPY30 domain containing 2 ,DYDC2,1
CA1,carbonic anhydrase 1 ,CA1,145
ZFC3H1,zinc finger C3H1-type containing ,ZFC3H1,3
CTIF,cap binding complex dependent translation initiation factor ,CTIF,1
CAMK1,calcium/calmodulin dependent protein kinase I ,CAMK1,11
GNAT2,G protein subunit alpha transducin 2 ,GNAT2,2
SYT6,synaptotagmin 6 ,SYT6,3
VAV3,vav guanine nucleotide exchange factor 3 ,VAV3,110
PSRC1,proline and serine rich coiled-coil 1 ,PSRC1,12
HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2 ,HMGCS2,58
PTGFRN,prostaglandin F2 receptor inhibitor ,PTGFRN,9
VTCN1,V-set domain containing T cell activation inhibitor 1 ,VTCN1,54
AP4B1,adaptor related protein complex 4 subunit beta 1 ,AP4B1,2
CMPK2,cytidine/uridine monophosphate kinase 2 ,CMPK2,2
IL6ST,interleukin 6 cytokine family signal transducer ,IL6ST,84
FBH1,F-box DNA helicase 1 ,FBH1,2
RBM17,RNA binding motif protein 17 ,RBM17,8
IL15RA,interleukin 15 receptor subunit alpha ,IL15RA,27
EMP1,epithelial membrane protein 1 ,EMP1,91
PRH2,proline rich protein HaeIII subfamily 2 ,PRH2,1
MYBPC3,myosin binding protein C3 ,MYBPC3,4
DSG3,desmoglein 3 ,DSG3,93
RNF138,ring finger protein 138 ,RNF138,11
ELP2,elongator acetyltransferase complex subunit 2 ,ELP2,5
DSG1,desmoglein 1 ,DSG1,52
CBLIF,cobalamin binding intrinsic factor ,CBLIF,0
APLNR,apelin receptor ,APLNR,30
TMEM165,transmembrane protein 165 ,TMEM165,1
CLDN10,claudin 10 ,CLDN10,32
ARGLU1,arginine and glutamate rich 1 ,ARGLU1,5
RFK,riboflavin kinase ,RFK,5
BICDL1,BICD family like cargo adaptor 1 ,BICDL1,0
ADGRB3,adhesion G protein-coupled receptor B3 ,ADGRB3,11
MRAP2,melanocortin 2 receptor accessory protein 2 ,MRAP2,2
TESPA1,"thymocyte expressed, positive selection associated 1 ",TESPA1,4
PAN2,poly(A) specific ribonuclease subunit PAN2 ,PAN2,5
ESPL1,"extra spindle pole bodies like 1, separase ",ESPL1,46
ACVR1B,activin A receptor type 1B ,ACVR1B,21
STX11,syntaxin 11 ,STX11,6
USP15,ubiquitin specific peptidase 15 ,USP15,51
SLC9A5,solute carrier family 9 member A5 ,SLC9A5,2
CAPN9,calpain 9 ,CAPN9,5
RGS8,regulator of G protein signaling 8 ,RGS8,8
KIAA1614,KIAA1614 ,KIAA1614,1
CEP350,centrosomal protein 350 ,CEP350,3
GPR55,G protein-coupled receptor 55 ,GPR55,52
SLC19A3,solute carrier family 19 member 3 ,SLC19A3,8
ISCU,iron-sulfur cluster assembly enzyme ,ISCU,28
PLXNC1,plexin C1 ,PLXNC1,15
NUDT15,nudix hydrolase 15 ,NUDT15,89
EDNRB,endothelin receptor type B ,EDNRB,124
LCP1,lymphocyte cytosolic protein 1 ,LCP1,30
BZW2,basic leucine zipper and W2 domains 2 ,BZW2,18
DBNL,drebrin like ,DBNL,5
CHAD,chondroadherin ,CHAD,44
BLK,"BLK proto-oncogene, Src family tyrosine kinase ",BLK,65
GATA4,GATA binding protein 4 ,GATA4,206
SKIL,SKI like proto-oncogene ,SKIL,32
DNAJC1,DnaJ heat shock protein family (Hsp40) member C1 ,DNAJC1,5
DPM2,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory ",DPM2,3
CCN3,cellular communication network factor 3 ,CCN3,66
IL11RA,interleukin 11 receptor subunit alpha ,IL11RA,27
ALDH1B1,aldehyde dehydrogenase 1 family member B1 ,ALDH1B1,34
IGFBPL1,insulin like growth factor binding protein like 1 ,IGFBPL1,7
FOXP4,forkhead box P4 ,FOXP4,58
PIM1,"Pim-1 proto-oncogene, serine/threonine kinase ",PIM1,559
CAPN11,calpain 11 ,CAPN11,0
CLPS,colipase ,CLPS,36
VARS2,"valyl-tRNA synthetase 2, mitochondrial ",VARS2,4
C6orf52,chromosome 6 open reading frame 52 ,C6orf52,0
FGFBP1,fibroblast growth factor binding protein 1 ,FGFBP1,28
CREBZF,CREB/ATF bZIP transcription factor ,CREBZF,6
SDCBP,syndecan binding protein ,SDCBP,40
FDX1,ferredoxin 1 ,FDX1,87
MMP13,matrix metallopeptidase 13 ,MMP13,650
MAP2K5,mitogen-activated protein kinase kinase 5 ,MAP2K5,20
PAK6,p21 (RAC1) activated kinase 6 ,PAK6,47
CLCA2,chloride channel accessory 2 ,CLCA2,29
SLC3A1,solute carrier family 3 member 1 ,SLC3A1,4
CYP2C8,cytochrome P450 family 2 subfamily C member 8 ,CYP2C8,186
AOX1,aldehyde oxidase 1 ,AOX1,45
PPIG,peptidylprolyl isomerase G ,PPIG,1
OLA1,Obg like ATPase 1 ,OLA1,18
ABI2,abl interactor 2 ,ABI2,15
PARP9,poly(ADP-ribose) polymerase family member 9 ,PARP9,21
HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4 ,HCN4,4
FAM13A,family with sequence similarity 13 member A ,FAM13A,19
HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 ,HERC6,3
BLTP1,bridge-like lipid transfer protein family member 1 ,BLTP1,0
PRDM5,PR/SET domain 5 ,PRDM5,23
CXCL9,C-X-C motif chemokine ligand 9 ,CXCL9,560
CNOT6L,CCR4-NOT transcription complex subunit 6 like ,CNOT6L,4
SHROOM3,shroom family member 3 ,SHROOM3,5
FBN2,fibrillin 2 ,FBN2,34
RGS3,regulator of G protein signaling 3 ,RGS3,17
B4GALNT3,"beta-1,4-N-acetyl-galactosaminyltransferase 3 ",B4GALNT3,7
PEX5,peroxisomal biogenesis factor 5 ,PEX5,10
TCHP,trichoplein keratin filament binding ,TCHP,27
ACVRL1,activin A receptor like type 1 ,ACVRL1,28
N4BP2L1,NEDD4 binding protein 2 like 1 ,N4BP2L1,2
MAP3K12,mitogen-activated protein kinase kinase kinase 12 ,MAP3K12,8
ITGB7,integrin subunit beta 7 ,ITGB7,29
GALNT6,polypeptide N-acetylgalactosaminyltransferase 6 ,GALNT6,28
CSAD,cysteine sulfinic acid decarboxylase ,CSAD,7
LMBR1L,limb development membrane protein 1 like ,LMBR1L,0
MYG1,MYG1 exonuclease ,MYG1,3
LPAR6,lysophosphatidic acid receptor 6 ,LPAR6,34
SSTR1,somatostatin receptor 1 ,SSTR1,208
NOVA1,NOVA alternative splicing regulator 1 ,NOVA1,59
MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2 ,MDGA2,5
PELI2,pellino E3 ubiquitin protein ligase family member 2 ,PELI2,3
JDP2,Jun dimerization protein 2 ,JDP2,35
WARS1,tryptophanyl-tRNA synthetase 1 ,WARS1,3
GCNT3,"glucosaminyl (N-acetyl) transferase 3, mucin type ",GCNT3,20
BCL2A1,BCL2 related protein A1 ,BCL2A1,119
NEIL1,nei like DNA glycosylase 1 ,NEIL1,45
MAN2C1,mannosidase alpha class 2C member 1 ,MAN2C1,7
CYP1A1,cytochrome P450 family 1 subfamily A member 1 ,CYP1A1,1620
PMM2,phosphomannomutase 2 ,PMM2,9
CHST4,carbohydrate sulfotransferase 4 ,CHST4,9
GCSH,glycine cleavage system protein H ,GCSH,34
MBTPS1,"membrane bound transcription factor peptidase, site 1 ",MBTPS1,6
ZSCAN32,zinc finger and SCAN domain containing 32 ,ZSCAN32,0
COPS3,COP9 signalosome subunit 3 ,COPS3,21
MTNAP1,mitochondrial nucleoid associated protein 1 ,MTNAP1,0
SPATA22,spermatogenesis associated 22 ,SPATA22,0
SGSM2,small G protein signaling modulator 2 ,SGSM2,6
SCRN2,secernin 2 ,SCRN2,0
PTRH2,peptidyl-tRNA hydrolase 2 ,PTRH2,4
ARRB2,arrestin beta 2 ,ARRB2,26
TMC6,transmembrane channel like 6 ,TMC6,16
RNF157,ring finger protein 157 ,RNF157,4
FBXO15,F-box protein 15 ,FBXO15,3
PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1 ,PMAIP1,82
SAMD1,sterile alpha motif domain containing 1 ,SAMD1,4
TPGS1,tubulin polyglutamylase complex subunit 1 ,TPGS1,0
TRPM2,transient receptor potential cation channel subfamily M member 2 ,TRPM2,138
CFAP74,cilia and flagella associated protein 74 ,CFAP74,0
MAP3K6,mitogen-activated protein kinase kinase kinase 6 ,MAP3K6,12
CCN1,cellular communication network factor 1 ,CCN1,131
TINAGL1,tubulointerstitial nephritis antigen like 1 ,TINAGL1,12
PTPRF,protein tyrosine phosphatase receptor type F ,PTPRF,38
IGSF3,immunoglobulin superfamily member 3 ,IGSF3,9
PSMA5,proteasome 20S subunit alpha 5 ,PSMA5,23
TIPRL,TOR signaling pathway regulator ,TIPRL,10
POGK,pogo transposable element derived with KRAB domain ,POGK,3
MAEL,maelstrom spermatogenic transposon silencer ,MAEL,23
DPT,dermatopontin ,DPT,130
NUF2,NUF2 component of NDC80 kinetochore complex ,NUF2,61
NR1I3,nuclear receptor subfamily 1 group I member 3 ,NR1I3,27
PIGM,phosphatidylinositol glycan anchor biosynthesis class M ,PIGM,4
CRABP2,cellular retinoic acid binding protein 2 ,CRABP2,93
RGS16,regulator of G protein signaling 16 ,RGS16,28
RORC,RAR related orphan receptor C ,RORC,70
ECM1,extracellular matrix protein 1 ,ECM1,93
ZNF687,zinc finger protein 687 ,ZNF687,9
RFX5,regulatory factor X5 ,RFX5,22
PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha ,PIP5K1A,20
ANP32E,acidic nuclear phosphoprotein 32 family member E ,ANP32E,24
HORMAD1,HORMA domain containing 1 ,HORMAD1,17
DUSP10,dual specificity phosphatase 10 ,DUSP10,31
RAB13,"RAB13, member RAS oncogene family ",RAB13,25
SLC39A1,solute carrier family 39 member 1 ,SLC39A1,11
RIT1,Ras like without CAAX 1 ,RIT1,30
SCCPDH,saccharopine dehydrogenase (putative) ,SCCPDH,0
MAP3K21,mitogen-activated protein kinase kinase kinase 21 ,MAP3K21,1
SRP9,signal recognition particle 9 ,SRP9,11
CNIH4,cornichon family member 4 ,CNIH4,7
CDC42BPA,CDC42 binding protein kinase alpha ,CDC42BPA,10
PLEKHA6,pleckstrin homology domain containing A6 ,PLEKHA6,6
DQX1,DEAQ-box RNA dependent ATPase 1 ,DQX1,2
NPHP1,nephrocystin 1 ,NPHP1,5
C1QL2,complement C1q like 2 ,C1QL2,2
TMEM177,transmembrane protein 177 ,TMEM177,0
RABL2A,"RAB, member of RAS oncogene family like 2A ",RABL2A,2
CNGA3,cyclic nucleotide gated channel subunit alpha 3 ,CNGA3,4
TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2 ,TMEFF2,65
CDCA7,cell division cycle associated 7 ,CDCA7,31
GULP1,GULP PTB domain containing engulfment adaptor 1 ,GULP1,10
HES6,hes family bHLH transcription factor 6 ,HES6,37
COPS7B,COP9 signalosome subunit 7B ,COPS7B,5
GRIP2,glutamate receptor interacting protein 2 ,GRIP2,3
EAF1,ELL associated factor 1 ,EAF1,9
CNTN4,contactin 4 ,CNTN4,14
STAC,SH3 and cysteine rich domain ,STAC,18
PHLDB2,pleckstrin homology like domain family B member 2 ,PHLDB2,14
ATG3,autophagy related 3 ,ATG3,110
AMT,aminomethyltransferase ,AMT,205
DCAF1,DDB1 and CUL4 associated factor 1 ,DCAF1,20
EAF2,ELL associated factor 2 ,EAF2,26
TM4SF19,transmembrane 4 L six family member 19 ,TM4SF19,6
MUC4,"mucin 4, cell surface associated ",MUC4,603
EPHA5,EPH receptor A5 ,EPHA5,75
ENOPH1,enolase-phosphatase 1 ,ENOPH1,5
CISD2,CDGSH iron sulfur domain 2 ,CISD2,34
PDGFC,platelet derived growth factor C ,PDGFC,92
SRD5A1,steroid 5 alpha-reductase 1 ,SRD5A1,73
BHMT,betaine--homocysteine S-methyltransferase ,BHMT,47
CRHBP,corticotropin releasing hormone binding protein ,CRHBP,11
TSLP,thymic stromal lymphopoietin ,TSLP,93
TIMD4,T cell immunoglobulin and mucin domain containing 4 ,TIMD4,8
KCNMB1,potassium calcium-activated channel subfamily M regulatory beta subunit 1 ,KCNMB1,1
PPP1R18,protein phosphatase 1 regulatory subunit 18 ,PPP1R18,4
DAAM2,dishevelled associated activator of morphogenesis 2 ,DAAM2,16
TTBK1,tau tubulin kinase 1 ,TTBK1,2
RNF217,ring finger protein 217 ,RNF217,4
PNLDC1,PARN like ribonuclease domain containing exonuclease 1 ,PNLDC1,2
GIGYF1,GRB10 interacting GYF protein 1 ,GIGYF1,3
TMEM209,transmembrane protein 209 ,TMEM209,3
NCAPG2,non-SMC condensin II complex subunit G2 ,NCAPG2,19
SYTL5,synaptotagmin like 5 ,SYTL5,2
CCNB3,cyclin B3 ,CCNB3,81
DOCK11,dedicator of cytokinesis 11 ,DOCK11,4
MCPH1,microcephalin 1 ,MCPH1,38
FATE1,fetal and adult testis expressed 1 ,FATE1,7
CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1 ,CSGALNACT1,8
