,gene_id,search_string,MeSH_count
3442,MKRN3,"(""MKRN3"" OR ""CPPB2"" OR ""D15S9"" OR ""RNF63"" OR ""ZFP127"" OR ""ZNF127"")",198
3443,MLC1,"(""MLC1"" OR ""LVM"" OR ""MLC"" OR ""VL"")",19827
3444,MLEC,"(""MLEC"" OR ""KIAA0152"")",59
3445,MLF1,"(""MLF1"")",81
3446,MLIP,"(""MLIP"" OR ""C6orf142"" OR ""CIP"" OR ""MMCKR"")",3223
3447,MLKL,"(""MLKL"" OR ""hMLKL"")",1067
3448,MLPH,"(""MLPH"" OR ""SLAC2-A"")",108
3449,MLXIPL,"(""MLXIPL"" OR ""CHREBP"" OR ""MIO"" OR ""MLX"" OR ""MONDOB"" OR ""WBSCR14"" OR ""WS-bHLH"" OR ""bHLHd14"")",2172
3450,MLYCD,"(""MLYCD"" OR ""MCD"")",3420
3451,MMACHC,"(""MMACHC"" OR ""cblC"")",386
3452,MME,"(""MME"" OR ""CALLA"" OR ""CD10"" OR ""CMT2T"" OR ""NEP"" OR ""SCA43"" OR ""SFE"")",10116
3453,MMEL1,"(""MMEL1"" OR ""MMEL2"" OR ""NEP2"" OR ""NEPII"" OR ""NL1"" OR ""NL2"" OR ""SEP"")",2254085
3454,MMGT1,"(""MMGT1"" OR ""EMC5"" OR ""TMEM32"")",0
3455,MMP1,"(""MMP1"" OR ""CLG"" OR ""CLGN"")",7620
3456,MMP10,"(""MMP10"" OR ""SL-2"" OR ""STMY2"")",803
3457,MMP11,"(""MMP11"" OR ""SL-3"" OR ""ST3"" OR ""STMY3"")",1233
3458,MMP12,"(""MMP12"" OR ""HME"" OR ""ME"" OR ""MME"" OR ""MMP-12"")",50196
3459,MMP13,"(""MMP13"" OR ""CLG3"" OR ""MANDP1"" OR ""MDST"" OR ""MMP-13"")",3707
3460,MMP16,"(""MMP16"" OR ""C8orf57"" OR ""MMP-X2"" OR ""MT-MMP2"" OR ""MT-MMP3"" OR ""MT3-MMP"")",231
3461,MMP19,"(""MMP19"" OR ""CODA"" OR ""MMP18"" OR ""RASI-1"")",1115
3462,MMP20,"(""MMP20"" OR ""AI2A2"" OR ""MMP-20"")",185
3463,MMP28,"(""MMP28"" OR ""EPILYSIN"" OR ""MM28"" OR ""MMP-25"" OR ""MMP-28"" OR ""MMP25"")",167
3464,MMP3,"(""MMP3"" OR ""CHDS6"" OR ""MMP-3"" OR ""SL-1"" OR ""STMY"" OR ""STMY1"" OR ""STR1"")",5339
3465,MMP7,"(""MMP7"" OR ""MMP-7"" OR ""MPSL1"" OR ""PUMP-1"")",2564
3466,MMP9,"(""MMP9"" OR ""CLG4B"" OR ""GELB"" OR ""MANDP2"" OR ""MMP-9"")",25186
3467,MMRN1,"(""MMRN1"" OR ""ECM"" OR ""EMILIN4"" OR ""GPIa*"" OR ""MMRN"")",26008
3468,MMRN2,"(""MMRN2"" OR ""EMILIN-3"" OR ""EMILIN3"" OR ""ENDOGLYX-1"")",43
3469,MMS22L,"(""MMS22L"" OR ""C6orf167"" OR ""dJ39B17.2"")",19
3470,MNDA,"(""MNDA"" OR ""PYHIN3"")",809
3471,MOAP1,"(""MOAP1"" OR ""MAP-1"" OR ""PNMA4"")",228
3472,MOB3B,"(""MOB3B"" OR ""C9orf35"" OR ""MOB1D"" OR ""MOBKL2B"")",20
3473,MOB4,"(""MOB4"" OR ""2C4D"" OR ""CGI-95"" OR ""MOB1"" OR ""MOB3"" OR ""MOBKL3"" OR ""PHOCN"" OR ""PREI3"")",124
3474,MOCS1,"(""MOCS1"" OR ""MIG11"" OR ""MOCOD"" OR ""MOCS1A"" OR ""MOCS1B"")",51
3475,MOCS2,"(""MOCS2"" OR ""MCBPE"" OR ""MOCO1"" OR ""MOCODB"" OR ""MPTS"")",217
3476,MOCS3,"(""MOCS3"" OR ""UBA4"")",32
3477,MORF4L2,"(""MORF4L2"" OR ""MORFL2"" OR ""MRGX"")",35
3478,MORN2,"(""MORN2"" OR ""BLOCK27"" OR ""MOPT"")",16
3479,MORN3,"(""MORN3"")",4
3480,MOV10,"(""MOV10"" OR ""fSAP113"" OR ""gb110"")",91
3481,MPC2,"(""MPC2"" OR ""BRP44"" OR ""SLC54A2"")",79
3482,MPDZ,"(""MPDZ"" OR ""HYC2"" OR ""MUPP1"")",119
3483,MPL,"(""MPL"" OR ""C-MPL"" OR ""CD110"" OR ""MPLV"" OR ""THCYT2"" OR ""THPOR"" OR ""TPOR"")",3447
3484,MPO,"(""MPO"")",7852
3485,MPP4,"(""MPP4"" OR ""ALS2CR5"" OR ""DLG6"")",23
3486,MPP7,"(""MPP7"")",29
3487,MPRIP,"(""MPRIP"" OR ""M-RIP"" OR ""MRIP"" OR ""RHOIP3"" OR ""RIP3"" OR ""p116Rip"")",593
3488,MPV17L,"(""MPV17L"" OR ""M-LPH"" OR ""M-LPH1"" OR ""M-LPH2"" OR ""MLPH1"" OR ""MLPH2"" OR ""MPV17L1"")",17
3489,MPV17L2,"(""MPV17L2"" OR ""FKSG24"")",4
3490,MR1,"(""MR1"" OR ""HLALS"")",722
3491,MRAP,"(""MRAP"" OR ""B27"" OR ""C21orf61"" OR ""FALP"" OR ""FGD2"" OR ""GCCD2"" OR ""MRAP1"")",6983
3492,MRAP2,"(""MRAP2"" OR ""C6orf117"" OR ""bA51G5.2"")",70
3493,MRAS,"(""MRAS"" OR ""M-RAs"" OR ""NS11"" OR ""R-RAS3"" OR ""RRAS3"")",856
3494,MRC1,"(""MRC1"" OR ""CD206"" OR ""CLEC13D"" OR ""CLEC13DL"" OR ""MMR"" OR ""MRC1L1"" OR ""bA541I19.1"" OR ""hMR"")",12280
3495,MRE11,"(""MRE11"" OR ""ATLD"" OR ""HNGS1"" OR ""MRE11A"" OR ""MRE11B"")",1543
3496,MREG,"(""MREG"" OR ""DSU"" OR ""WDT2"")",235
3497,MRM2,"(""MRM2"" OR ""FJH1"" OR ""FTSJ2"" OR ""HEL97"" OR ""MTDPS17"" OR ""RRMJ2"")",21
3498,MRNIP,"(""MRNIP"" OR ""C5orf45"")",6
3499,MRPL12,"(""MRPL12"" OR ""5c5-2"" OR ""L12mt"" OR ""MRP-L31/34"" OR ""MRPL7"" OR ""MRPL7/L12"" OR ""RPML12"" OR ""bL12m"")",30
3500,MRPL13,"(""MRPL13"" OR ""L13"" OR ""L13A"" OR ""L13mt"" OR ""RPL13"" OR ""RPML13"" OR ""uL13m"")",601
3501,MRPL14,"(""MRPL14"" OR ""L14mt"" OR ""L32mt"" OR ""MRP-L14"" OR ""MRP-L32"" OR ""MRPL32"" OR ""RMPL32"" OR ""RPML32"" OR ""uL14m"")",12
3502,MRPL15,"(""MRPL15"" OR ""HSPC145"" OR ""L15mt"" OR ""MRP-L15"" OR ""MRP-L7"" OR ""RPML7"" OR ""uL15m"")",9
3503,MRPL17,"(""MRPL17"" OR ""L17mt"" OR ""LIP2"" OR ""MRP-L17"" OR ""MRP-L26"" OR ""RPL17L"" OR ""RPML26"" OR ""bL17m"")",28
3504,MRPL19,"(""MRPL19"" OR ""L15mt"" OR ""L19mt"" OR ""MRP-L15"" OR ""MRP-L19"" OR ""MRPL15"" OR ""RLX1"" OR ""RPML15"" OR ""bL19m"")",51
3505,MRPL2,"(""MRPL2"" OR ""CGI-22"" OR ""MRP-L14"" OR ""RPML14"" OR ""uL2m"")",4
3506,MRPL24,"(""MRPL24"" OR ""L24mt"" OR ""MRP-L18"" OR ""MRP-L24"" OR ""uL24m"")",5
3507,MRPL27,"(""MRPL27"" OR ""L27mt"" OR ""bL27m"")",4
3508,MRPL3,"(""MRPL3"" OR ""COXPD9"" OR ""MRL3"" OR ""RPML3"" OR ""uL3m"")",20
3509,MRPL38,"(""MRPL38"" OR ""HSPC262"" OR ""L38MT"" OR ""MRP-L3"" OR ""MRP-L38"" OR ""RPML3"" OR ""mL38"")",8
3510,MRPL46,"(""MRPL46"" OR ""C15orf4"" OR ""LIECG2"" OR ""P2ECSL"" OR ""mL46"")",4
3511,MRPL47,"(""MRPL47"" OR ""CGI-204"" OR ""L47mt"" OR ""MRP-L47"" OR ""NCM1"" OR ""uL29m"")",11
3512,MRPL48,"(""MRPL48"" OR ""CGI-118"" OR ""HSPC290"" OR ""L48MT"" OR ""MRP-L48"" OR ""mL48"")",17
3513,MRPL51,"(""MRPL51"" OR ""CDA09"" OR ""HSPC241"" OR ""MRP64"" OR ""bMRP64"" OR ""mL51"")",9
3514,MRPL53,"(""MRPL53"" OR ""L53MT"" OR ""mL53"")",7
3515,MRPL58,"(""MRPL58"" OR ""DS-1"" OR ""DS1"" OR ""ICT1"" OR ""MRP-L58"" OR ""mL62"")",741
3516,MRPS12,"(""MRPS12"" OR ""MPR-S12"" OR ""MT-RPS12"" OR ""RPMS12"" OR ""RPS12"" OR ""RPSM12"" OR ""uS12m"")",46
3517,MRPS16,"(""MRPS16"" OR ""CGI-132"" OR ""COXPD2"" OR ""MRP-S16"" OR ""RPMS16"" OR ""S16mt"" OR ""bS16m"")",7
3518,MRPS23,"(""MRPS23"" OR ""CGI-138"" OR ""COXPD46"" OR ""HSPC329"" OR ""MRP-S23"" OR ""mS23"")",60
3519,MRPS24,"(""MRPS24"" OR ""HSPC335"" OR ""MRP-S24"" OR ""S24mt"" OR ""bMRP-47"" OR ""bMRP47"")",0
3520,MRPS25,"(""MRPS25"" OR ""COXPD50"" OR ""MRP-S25"" OR ""RPMS25"" OR ""mS25"")",58
3521,MRPS28,"(""MRPS28"" OR ""COXPD47"" OR ""HSPC007"" OR ""MRP-S28"" OR ""MRP-S35"" OR ""MRPS35"")",9
3522,MRPS30,"(""MRPS30"" OR ""MRP-S30"" OR ""PAP"" OR ""PDCD9"" OR ""S30mt"" OR ""mL65"")",22230
3523,MRPS33,"(""MRPS33"" OR ""CGI-139"" OR ""MRP-S33"" OR ""PTD003"" OR ""S33mt"" OR ""mS33"")",67
3524,MRPS34,"(""MRPS34"" OR ""COXPD32"" OR ""MRP-S12"" OR ""MRP-S34"" OR ""MRPS12"" OR ""mS34"")",52
3525,MRPS35,"(""MRPS35"" OR ""HDCMD11P"" OR ""MDS023"" OR ""MRP-S28"" OR ""MRPS28"" OR ""mS35"")",45
3526,MS4A1,"(""MS4A1"" OR ""B1"" OR ""Bp35"" OR ""CD20"" OR ""CVID5"" OR ""FMC7"" OR ""LEU-16"" OR ""S7"")",58325
3527,MS4A4E,"(""MS4A4E"")",27
3528,MSANTD7,"(""MSANTD7"")",0
3529,MSH2,"(""MSH2"" OR ""COCA1"" OR ""FCC1"" OR ""HNPCC"" OR ""HNPCC1"" OR ""LCFS2"" OR ""LYNCH1"" OR ""MMRCS2"" OR ""MSH-2"" OR ""hMSH2"")",9992
3530,MSH4,"(""MSH4"" OR ""ASG"" OR ""POF20"" OR ""SPGF2"")",681
3531,MSH5,"(""MSH5"" OR ""G7"" OR ""MUTSH5"" OR ""NG23"" OR ""POF13"" OR ""SPGF74"")",1662
3532,MSH6,"(""MSH6"" OR ""GTBP"" OR ""GTMBP"" OR ""HNPCC5"" OR ""HSAP"" OR ""LYNCH5"" OR ""MMRCS3"" OR ""MSH-6"" OR ""p160"")",3555
3533,MSI1,"(""MSI1"")",320
3534,MSI2,"(""MSI2"" OR ""MSI2H"")",190
3535,MSLN,"(""MSLN"" OR ""MPF"" OR ""SMRP"")",1603
3536,MSMB,"(""MSMB"" OR ""HPC13"" OR ""IGBF"" OR ""MSP"" OR ""MSPB"" OR ""PN44"" OR ""PRPS"" OR ""PSP"" OR ""PSP-94"" OR ""PSP57"" OR ""PSP94"")",13092
3537,MSMO1,"(""MSMO1"" OR ""DESP4"" OR ""ERG25"" OR ""MCCPD"" OR ""SC4MOL"")",69
3538,MSR1,"(""MSR1"" OR ""CD204"" OR ""SCARA1"" OR ""SR-A"" OR ""SR-AI"" OR ""SR-AII"" OR ""SR-AIII"" OR ""SRA"" OR ""phSR1"" OR ""phSR2"")",4516
3539,MSRB3,"(""MSRB3"" OR ""DFNB74"")",69
3540,MSS51,"(""MSS51"" OR ""ZMYND17"")",11
3541,MST1,"(""MST1"" OR ""D3F15S2"" OR ""DNF15S2"" OR ""HGFL"" OR ""MSP"" OR ""NF15S2"")",7679
3542,MST1R,"(""MST1R"" OR ""CD136"" OR ""CDw136"" OR ""NPCA3"" OR ""PTK8"" OR ""RON"" OR ""SEA"" OR ""p185-Ron"")",29779
3543,MSTN,"(""MSTN"" OR ""GDF8"" OR ""MSLHP"")",724
3544,MSX1,"(""MSX1"" OR ""ECTD3"" OR ""HOX7"" OR ""HYD1"" OR ""STHAG1"")",4473
3545,MSX2,"(""MSX2"" OR ""CRS2"" OR ""FPP"" OR ""HOX8"" OR ""MSH"" OR ""PFM"" OR ""PFM1"")",7665
3546,MT1A,"(""MT1A"" OR ""MT-1A"" OR ""MT-IA"" OR ""MT1"" OR ""MT1S"" OR ""MTC"")",9132
3547,MT1E,"(""MT1E"" OR ""MT-1E"" OR ""MT-IE"" OR ""MT1"" OR ""MTD"")",9500
3548,MT1G,"(""MT1G"" OR ""MT1"" OR ""MT1K"")",3609
3549,MT1H,"(""MT1H"" OR ""MT-0"" OR ""MT-1H"" OR ""MT-IH"" OR ""MT1"")",3648
3550,MT1X,"(""MT1X"" OR ""MT-1l"" OR ""MT1"")",3584
3551,MT2A,"(""MT2A"" OR ""MT-2"" OR ""MT-II"" OR ""MT2"")",2839
3552,MTA1,"(""MTA1"")",518
3553,MTA2,"(""MTA2"" OR ""MTA1L1"" OR ""PID"")",4647
3554,MTARC1,"(""MTARC1"" OR ""MARC1"" OR ""MOSC1"")",70
3555,MTBP,"(""MTBP"" OR ""MDM2BP"")",58
3556,MTCH2,"(""MTCH2"" OR ""HSPC032"" OR ""MIMP"" OR ""SLC25A50"")",149
3557,MTCL1,"(""MTCL1"" OR ""CCDC165"" OR ""KIAA0802"" OR ""SOGA2"")",17
3558,MTCL2,"(""MTCL2"" OR ""C20orf117"" OR ""KIAA0889"" OR ""SOGA"" OR ""SOGA1"")",1503
3559,MTCL3,"(""MTCL3"" OR ""C6orf174"" OR ""SOGA3"" OR ""dJ403A15.3"")",1
3560,MTCO2P12,"(""MTCO2P12"" OR ""COII"" OR ""COX2"" OR ""COXII"" OR ""MT-CO2"" OR ""MTCO2"")",21785
3561,MTCP1,"(""MTCP1"" OR ""P13MTCP1"" OR ""TCL1C"" OR ""p8MTCP1"")",68
3562,MTDH,"(""MTDH"" OR ""3D3"" OR ""AEG-1"" OR ""AEG1"" OR ""LYRIC"" OR ""LYRIC/3D3"")",959
3563,MTERF3,"(""MTERF3"" OR ""CGI-12"" OR ""MTERFD1"")",16
3564,MTFP1,"(""MTFP1"" OR ""HSPC242"" OR ""MTP18"")",37
3565,MTFR1,"(""MTFR1"" OR ""CHPPR"" OR ""FAM54A2"")",19
3566,MTFR2,"(""MTFR2"" OR ""DUFD1"" OR ""FAM54A"")",12
3567,MTG1,"(""MTG1"" OR ""GTP"" OR ""GTPBP7"")",54622
3568,MTHFS,"(""MTHFS"" OR ""HsT19268"" OR ""NEDMEHM"")",37
3569,MTMR10,"(""MTMR10"")",6
3570,MTNAP1,"(""MTNAP1"" OR ""C17orf80"" OR ""HLC-8"" OR ""MIG3"" OR ""SPEP1"")",8
3571,MTOR,"(""MTOR"" OR ""FRAP"" OR ""FRAP1"" OR ""FRAP2"" OR ""RAFT1"" OR ""RAPT1"" OR ""SKS"")",36888
3572,MTPN,"(""MTPN"" OR ""GCDP"" OR ""V-1"")",7191
3573,MTURN,"(""MTURN"" OR ""C7orf41"" OR ""Ells1"")",5
3574,MTUS2,"(""MTUS2"" OR ""CAZIP"" OR ""ICIS"" OR ""KIAA0774"" OR ""TIP150"")",6229
3575,MTX1,"(""MTX1"" OR ""MTX"" OR ""MTXN"")",11949
3576,MUC1,"(""MUC1"" OR ""ADMCKD"" OR ""ADMCKD1"" OR ""ADTKD2"" OR ""CA 15-3"" OR ""CD227"" OR ""Ca15-3"" OR ""EMA"" OR ""H23AG"" OR ""KL-6"" OR ""MAM6"" OR ""MCD"" OR ""MCKD"" OR ""MCKD1"" OR ""MUC-1"" OR ""MUC-1/SEC"" OR ""MUC-1/X"" OR ""MUC1/ZD"" OR ""PEM"" OR ""PEMT"" OR ""PUM"")",24714
3577,MUC12,"(""MUC12"" OR ""MUC-11"" OR ""MUC-12"" OR ""MUC11"")",71
3578,MUC16,"(""MUC16"" OR ""CA125"")",7727
3579,MUC19,"(""MUC19"" OR ""MUC-19"")",60
3580,MUC2,"(""MUC2"" OR ""MLP"" OR ""MUC-2"" OR ""SMUC"")",4686
3581,MUC3A,"(""MUC3A"" OR ""MUC-3A"" OR ""MUC3"")",279
3582,MUC4,"(""MUC4"" OR ""ASGP"" OR ""HSA276359"" OR ""MUC-4"")",1196
3583,MUC5AC,"(""MUC5AC"" OR ""MUC5"" OR ""TBM"" OR ""leB"" OR ""mucin"")",27770
3584,MUC5B,"(""MUC5B"" OR ""MG1"" OR ""MUC-5B"" OR ""MUC5"" OR ""MUC9"")",3612
3585,MUC6,"(""MUC6"" OR ""MUC-6"")",920
3586,MUC7,"(""MUC7"" OR ""MG2"")",9443
3587,MUCL1,"(""MUCL1"" OR ""SBEM"")",93
3588,MUTYH,"(""MUTYH"" OR ""MYH"")",1143
3589,MVK,"(""MVK"" OR ""LRBP"" OR ""MK"" OR ""MVLK"" OR ""POROK3"")",20293
3590,MX1,"(""MX1"" OR ""IFI-78K"" OR ""IFI78"" OR ""MX"" OR ""MxA"" OR ""lncMX1-215"")",22066
3591,MXI1,"(""MXI1"" OR ""MAD2"" OR ""MXD2"" OR ""MXI"" OR ""bHLHc11"")",1121
3592,MXRA5,"(""MXRA5"")",41
3593,MXRA7,"(""MXRA7"")",9
3594,MYB,"(""MYB"" OR ""Cmyb"" OR ""c-myb"" OR ""c-myb_CDS"" OR ""efg"")",3920
3595,MYBL1,"(""MYBL1"" OR ""A-MYB"" OR ""AMYB"")",314
3596,MYBL2,"(""MYBL2"" OR ""B-MYB"" OR ""BMYB"")",476
3597,MYBPC1,"(""MYBPC1"" OR ""CMYO16"" OR ""CMYP16"" OR ""LCCS4"" OR ""MYBPCC"" OR ""MYBPCS"" OR ""MYOTREM"" OR ""ssMyBP-C"")",50
3598,MYBPC2,"(""MYBPC2"" OR ""MYBPC"" OR ""MYBPCF"" OR ""fsMyBP-C"")",136
3599,MYBPC3,"(""MYBPC3"" OR ""CMD1MM"" OR ""CMH4"" OR ""FHC"" OR ""LVNC10"" OR ""MYBP-C"" OR ""cMyBP-C"")",1450
3600,MYBPH,"(""MYBPH"")",32
3601,MYBPHL,"(""MYBPHL"")",12
3602,MYC,"(""MYC"" OR ""MRTL"" OR ""MYCC"" OR ""bHLHe39"" OR ""c-Myc"")",38090
3603,MYCBP,"(""MYCBP"" OR ""AMY-1"")",211
3604,MYCBP2,"(""MYCBP2"" OR ""Myc-bp2"" OR ""PAM"" OR ""PHR1"" OR ""Phr"")",7600
3605,MYCL,"(""MYCL"" OR ""L-Myc"" OR ""LMYC"" OR ""MYCL1"" OR ""bHLHe38"")",625
3606,MYCN,"(""MYCN"" OR ""FGLDS1"" OR ""MODED"" OR ""MPAPA"" OR ""MYCNsORF"" OR ""MYCNsPEP"" OR ""N-myc"" OR ""NMYC"" OR ""ODED"" OR ""bHLHe37"")",5439
3607,MYCT1,"(""MYCT1"" OR ""MTLC"")",51
3608,MYD88,"(""MYD88"" OR ""IMD68"" OR ""MYD88D"" OR ""WM1"")",5190
3609,MYEOV,"(""MYEOV"" OR ""OCIM"")",86
3610,MYG1,"(""MYG1"" OR ""C12orf10"" OR ""Gamm1"" OR ""MST024"" OR ""MSTP024"" OR ""MYG"")",65
3611,MYH1,"(""MYH1"" OR ""HEL71"" OR ""MYHSA1"" OR ""MYHa"" OR ""MyHC-2X/D"" OR ""MyHC-2x"")",69
3612,MYH11,"(""MYH11"" OR ""AAT4"" OR ""FAA4"" OR ""SMHC"" OR ""SMMHC"" OR ""SMMS-1"" OR ""VSCM2"")",1169
3613,MYH13,"(""MYH13"" OR ""MyHC-IIL"" OR ""MyHC-eo"")",18
3614,MYH14,"(""MYH14"" OR ""DFNA4"" OR ""DFNA4A"" OR ""FP17425"" OR ""MHC16"" OR ""MYH17"" OR ""NMHC II-C"" OR ""NMHC-II-C"" OR ""PNMHH"" OR ""myosin"")",17779
3615,MYH2,"(""MYH2"" OR ""CMYO6"" OR ""CMYP6"" OR ""IBM3"" OR ""MYH2A"" OR ""MYHSA2"" OR ""MYHas8"" OR ""MYPOP"" OR ""MyHC-2A"" OR ""MyHC-IIa"")",142
3616,MYH3,"(""MYH3"" OR ""CPSFS1A"" OR ""CPSFS1B"" OR ""CPSKF1A"" OR ""CPSKF1B"" OR ""DA2A"" OR ""DA2B"" OR ""DA2B3"" OR ""DA8"" OR ""HEMHC"" OR ""MYHC-EMB"" OR ""MYHSE1"" OR ""SMHCE"")",128
3617,MYH6,"(""MYH6"" OR ""ASD3"" OR ""CMD1EE"" OR ""CMH14"" OR ""MYHC"" OR ""MYHCA"" OR ""SSS3"" OR ""alpha-MHC"")",808
3618,MYH7,"(""MYH7"" OR ""CMD1S"" OR ""CMH1"" OR ""CMYO7A"" OR ""CMYO7B"" OR ""CMYP7A"" OR ""CMYP7B"" OR ""MPD1"" OR ""MYHCB"" OR ""SPMD"" OR ""SPMM"")",1808
3619,MYH7B,"(""MYH7B"" OR ""MHC14"" OR ""MYH14"" OR ""lncMYH7b"")",123
3620,MYH8,"(""MYH8"" OR ""DA7"" OR ""MyHC-peri"" OR ""MyHC-pn"" OR ""gtMHC-F"")",74
3621,MYL11,"(""MYL11"" OR ""DA1C"" OR ""HUMMLC2B"" OR ""MLC2B"" OR ""MRLC2"" OR ""MYLPF"")",47
3622,MYL2,"(""MYL2"" OR ""CMH10"" OR ""MFM12"" OR ""MLC-2"" OR ""MLC-2s/v"" OR ""MLC-2v"" OR ""MLC2"")",417
3623,MYL3,"(""MYL3"" OR ""CMH8"" OR ""MLC-lV/sb"" OR ""MLC1SB"" OR ""MLC1V"" OR ""VLC1"" OR ""VLCl"")",32986
3624,MYL4,"(""MYL4"" OR ""ALC1"" OR ""AMLC"" OR ""GT1"" OR ""PRO1957"")",959
3625,MYL5,"(""MYL5"" OR ""MYLC2"")",14
3626,MYL7,"(""MYL7"" OR ""MYL2A"" OR ""MYLC2A"")",34
3627,MYL9,"(""MYL9"" OR ""LC20"" OR ""MLC-2C"" OR ""MLC2"" OR ""MMIHS4"" OR ""MRLC1"" OR ""MYRL2"")",374
3628,MYLK,"(""MYLK"" OR ""AAT7"" OR ""KRP"" OR ""MLCK"" OR ""MLCK1"" OR ""MLCK108"" OR ""MLCK210"" OR ""MMIHS"" OR ""MMIHS1"" OR ""MSTP083"" OR ""MYLK-L"" OR ""MYLK1"" OR ""smMLCK"")",1128
3629,MYO16,"(""MYO16"" OR ""MYAP3"" OR ""MYR8"" OR ""Myo16b"" OR ""NYAP3"" OR ""PPP1R107"")",27
3630,MYO1A,"(""MYO1A"" OR ""BBMI"" OR ""DFNA48"" OR ""MIHC"" OR ""MYHL"")",262
3631,MYO3B,"(""MYO3B"")",11
3632,MYO5B,"(""MYO5B"" OR ""DIAR2"" OR ""MVID1"" OR ""PFIC10"")",144
3633,MYO5C,"(""MYO5C"")",19
3634,MYO6,"(""MYO6"" OR ""DFNA22"" OR ""DFNB37"")",122
3635,MYO7B,"(""MYO7B"")",16
3636,MYOC,"(""MYOC"" OR ""GLC1A"" OR ""GPOA"" OR ""JOAG"" OR ""JOAG1"" OR ""TIGR"")",820
3637,MYOCD,"(""MYOCD"" OR ""MGBL"" OR ""MYCD"")",122
3638,MYOD1,"(""MYOD1"" OR ""CMYO17"" OR ""CMYP17"" OR ""MYF3"" OR ""MYOD"" OR ""MYODRIF"" OR ""PUM"" OR ""bHLHc1"")",2811
3639,MYOM1,"(""MYOM1"" OR ""SKELEMIN"")",37
3640,MYOT,"(""MYOT"" OR ""LGMD1"" OR ""LGMD1A"" OR ""MFM3"" OR ""TTID"" OR ""TTOD"")",158
3641,MYOZ2,"(""MYOZ2"" OR ""C4orf5"" OR ""CMH16"" OR ""CS-1"" OR ""FATZ-2"")",493
3642,MYRIP,"(""MYRIP"" OR ""SLAC2-C"" OR ""SLAC2C"")",26
3643,MYSM1,"(""MYSM1"" OR ""2A-DUB"" OR ""2ADUB"" OR ""BMFS4"")",37
3644,MYT1,"(""MYT1"" OR ""C20orf36"" OR ""MTF1"" OR ""MYTI"" OR ""NZF2"" OR ""PLPB1"" OR ""ZC2H2C1"" OR ""ZC2HC4A"")",449
3645,MYZAP,"(""MYZAP"" OR ""CMD2K"" OR ""GCOM1"" OR ""Gup"" OR ""MYOZAP"")",155
3646,MZB1,"(""MZB1"" OR ""MEDA-7"" OR ""PACAP"" OR ""pERp1"")",1240
3647,MZT1,"(""MZT1"" OR ""C13orf37"" OR ""MOZART1"")",11
3648,MZT2A,"(""MZT2A"" OR ""FAM128A"" OR ""MOZART2A"")",4
3649,N4BP2L1,"(""N4BP2L1"" OR ""CG018"")",3
3650,N4BP3,"(""N4BP3"" OR ""LZTS4"")",4
3651,NAA10,"(""NAA10"" OR ""ARD1"" OR ""ARD1A"" OR ""ARD1P"" OR ""DXS707"" OR ""LZMS"" OR ""MAA"" OR ""MCOPS1"" OR ""NATD"" OR ""OGDNS"" OR ""TE2"" OR ""hARD1"")",3996
3652,NAA20,"(""NAA20"" OR ""MRT73"" OR ""NAT3"" OR ""NAT3P"" OR ""NAT5"" OR ""NAT5P"" OR ""dJ1002M8.1"")",27
3653,NAALAD2,"(""NAALAD2"" OR ""GCP3"" OR ""GCPIII"" OR ""GPCIII"")",43
3654,NAALADL2,"(""NAALADL2"")",18
3655,NABP1,"(""NABP1"" OR ""NABP1-OT1"" OR ""OBFC2A"" OR ""SOSS-B2"" OR ""SSB2"")",37
3656,NABP2,"(""NABP2"" OR ""OBFC2B"" OR ""SOSS-B1"" OR ""SSB1"" OR ""hSSB1"")",87
3657,NACA2,"(""NACA2"" OR ""ANAC"" OR ""NACAL"")",86
3658,NACAD,"(""NACAD"")",9
3659,NACC1,"(""NACC1"" OR ""BEND8"" OR ""BTBD14B"" OR ""BTBD30"" OR ""NAC-1"" OR ""NAC1"" OR ""NECFM"")",303
3660,NADSYN1,"(""NADSYN1"" OR ""VCRL3"")",74
3661,NAGA,"(""NAGA"" OR ""D22S674"" OR ""GALB"")",724
3662,NAIF1,"(""NAIF1"" OR ""C9orf90"" OR ""bA379C10.2"")",12
3663,NALCN,"(""NALCN"" OR ""CLIFAHDD"" OR ""CanIon"" OR ""IHPRF"" OR ""IHPRF1"" OR ""INNFD"" OR ""VGCNL1"" OR ""bA430M15.1"")",101
3664,NALF1,"(""NALF1"" OR ""FAM155A"" OR ""NLF-1"" OR ""NLF1"")",23
3665,NAMPT,"(""NAMPT"" OR ""1110035O14Rik"" OR ""PBEF"" OR ""PBEF1"" OR ""VF"" OR ""VISFATIN"")",13080
3666,NANOG,"(""NANOG"")",4166
3667,NANOS3,"(""NANOS3"" OR ""NANOS1L"" OR ""NOS3"" OR ""ZC2HC12C"")",5205
3668,NAPSA,"(""NAPSA"" OR ""KAP"" OR ""Kdap"" OR ""NAP1"" OR ""NAPA"" OR ""SNAPA"")",4829
3669,NAT1,"(""NAT1"" OR ""AAC1"" OR ""MNAT"" OR ""NAT-1"" OR ""NATI"")",1177
3670,NAT14,"(""NAT14"" OR ""KLP1"")",8
3671,NAT2,"(""NAT2"" OR ""AAC2"" OR ""NAT-2"" OR ""PNAT"")",1901
3672,NAT8L,"(""NAT8L"" OR ""CML3"" OR ""NACED"" OR ""NAT8-LIKE"")",30
