PYCR3	NUDCD1	C8orf76	GDF6	FGFBP3	SHARPIN	POP1	GFUS	SYBU	TRHR
FBXW4	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRMT13	NA	NA	NA	NA	NA	NA	NA	NA	NA
MFSD14A	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLPPR4	NA	NA	NA	NA	NA	NA	NA	NA	NA
BTRC	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPYD	NA	NA	NA	NA	NA	NA	NA	NA	NA
TLCD4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALG14	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNN3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
LZTS2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMED5	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAX2	NA	NA	NA	NA	NA	NA	NA	NA	NA
EVI5	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDX43	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC17A9	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCD	NA	NA	NA	NA	NA	NA	NA	NA	NA
OOEP	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPPA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
BTBD8	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPHX4	NA	NA	NA	NA	NA	NA	NA	NA	NA
KHDC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTMR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHUK	NA	NA	NA	NA	NA	NA	NA	NA	NA
HFM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC8C	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBP6	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A28	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTSR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
HPSE2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PYROXD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADGRB3	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA7B	NA	NA	NA	NA	NA	NA	NA	NA	NA
HOGA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAJB4	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP33	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMP5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC44A5	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXOSC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELOVL5	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTH	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD13C	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSTA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSTA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPP1R3D	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFHC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAJC6	NA	NA	NA	NA	NA	NA	NA	NA	NA
ROR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFCAB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGB3BP	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
STX16	NA	NA	NA	NA	NA	NA	NA	NA	NA
TM9SF3	NA	NA	NA	NA	NA	NA	NA	NA	NA
PATJ	NA	NA	NA	NA	NA	NA	NA	NA	NA
RHAG	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFIA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP2J2	NA	NA	NA	NA	NA	NA	NA	NA	NA
HOOK1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPN5	NA	NA	NA	NA	NA	NA	NA	NA	NA
FGGY	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALDH18A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OMA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DAB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
C8B	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKAA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADGRF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DHCR24	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP2C8	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC22	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP2C19	NA	NA	NA	NA	NA	NA	NA	NA	NA
LDLRAD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOC3L	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC42	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLCE1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRA10AC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRPL41	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDE6C	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
FFAR4	NA	NA	NA	NA	NA	NA	NA	NA	NA
CPT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECHDC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ORC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNG1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CC2D1B	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PARD6B	NA	NA	NA	NA	NA	NA	NA	NA	NA
KTI12	NA	NA	NA	NA	NA	NA	NA	NA	NA
PEDS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF20B	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCNB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A12	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFIT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFIT1B	NA	NA	NA	NA	NA	NA	NA	NA	NA
BEND5	NA	NA	NA	NA	NA	NA	NA	NA	NA
CH25H	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAU1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CMPK1	NA	NA	NA	NA	NA	NA	NA	NA	NA
STIL	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP4A22	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP4X1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARFGEF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP4B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAMBPL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFCAB14	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIPJ	NA	NA	NA	NA	NA	NA	NA	NA	NA
PREX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAD54L	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNCG	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM69	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPN4	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRIT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GHITM	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRG3	NA	NA	NA	NA	NA	NA	NA	NA	NA
HECTD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTCH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLK3	NA	NA	NA	NA	NA	NA	NA	NA	NA
BEST4	NA	NA	NA	NA	NA	NA	NA	NA	NA
MMP9	NA	NA	NA	NA	NA	NA	NA	NA	NA
POLR3A	NA	NA	NA	NA	NA	NA	NA	NA	NA
DLG5	NA	NA	NA	NA	NA	NA	NA	NA	NA
KDM4A	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTSA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERMAP	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZSWIM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1orf50	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCC10	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPCS	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFP69	NA	NA	NA	NA	NA	NA	NA	NA	NA
TP53TG5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDC4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZMPSTE24	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLAU	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMCO2	NA	NA	NA	NA	NA	NA	NA	NA	NA
RLF	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNMT	NA	NA	NA	NA	NA	NA	NA	NA	NA
MFSD2A	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNPY3	NA	NA	NA	NA	NA	NA	NA	NA	NA
YWHAB	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANXA7	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAF8	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFT52	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLA2G12B	NA	NA	NA	NA	NA	NA	NA	NA	NA
YRDC	NA	NA	NA	NA	NA	NA	NA	NA	NA
MCU	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPOCK2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TREM2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHST3	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPO2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTPRT	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGPL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAR1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLP1R	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM241B	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN15	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP40	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPS26A	NA	NA	NA	NA	NA	NA	NA	NA	NA
UGT1A4	NA	NA	NA	NA	NA	NA	NA	NA	NA
UGT1A5	NA	NA	NA	NA	NA	NA	NA	NA	NA
UGT1A7	NA	NA	NA	NA	NA	NA	NA	NA	NA
UGT1A8	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF8	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D22B	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR5A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRB2	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR1N2	NA	NA	NA	NA	NA	NA	NA	NA	NA
KCTD20	NA	NA	NA	NA	NA	NA	NA	NA	NA
REEP3	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTKN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHYHIPL	NA	NA	NA	NA	NA	NA	NA	NA	NA
AAR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPMK	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDH15	NA	NA	NA	NA	NA	NA	NA	NA	NA
MBL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPDEF	NA	NA	NA	NA	NA	NA	NA	NA	NA
ROMO1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBM12	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC18A3	NA	NA	NA	NA	NA	NA	NA	NA	NA
FRMPD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC46A2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNX30	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPAG4	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPY4R	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITPR3	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPRIN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYT15	NA	NA	NA	NA	NA	NA	NA	NA	NA
UQCC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
LPAR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
BAK1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR46	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC39A7	NA	NA	NA	NA	NA	NA	NA	NA	NA
RXRB	NA	NA	NA	NA	NA	NA	NA	NA	NA
FZD8	NA	NA	NA	NA	NA	NA	NA	NA	NA
AOX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCNY	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A10	NA	NA	NA	NA	NA	NA	NA	NA	NA
HLA-DMA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZXDB	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAAH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
APEX2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PFKFB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGED2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLA2G2D	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLA2G5	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF186	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP3K20	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF367	NA	NA	NA	NA	NA	NA	NA	NA	NA
SP5	NA	NA	NA	NA	NA	NA	NA	NA	NA
RIBC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM255B	NA	NA	NA	NA	NA	NA	NA	NA	NA
G6PC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
KDM5C	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCN2A	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBM7	NA	NA	NA	NA	NA	NA	NA	NA	NA
BAMBI	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDHD	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAYN	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGED1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF3B	NA	NA	NA	NA	NA	NA	NA	NA	NA
RND3	NA	NA	NA	NA	NA	NA	NA	NA	NA
POFUT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM82	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLEKHM2	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT11	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT10	NA	NA	NA	NA	NA	NA	NA	NA	NA
COX4I2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD26	NA	NA	NA	NA	NA	NA	NA	NA	NA
ID1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDSS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
APBB1IP	NA	NA	NA	NA	NA	NA	NA	NA	NA
TCF19	NA	NA	NA	NA	NA	NA	NA	NA	NA
GAD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1F	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR4D1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC93	NA	NA	NA	NA	NA	NA	NA	NA	NA
STXBP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRIPAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DHX16	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTUD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTF1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTYH1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD12	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPRX	NA	NA	NA	NA	NA	NA	NA	NA	NA
GATA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM15	NA	NA	NA	NA	NA	NA	NA	NA	NA
VSX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
COMMD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOG	NA	NA	NA	NA	NA	NA	NA	NA	NA
YIF1A	NA	NA	NA	NA	NA	NA	NA	NA	NA
SSX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF81	NA	NA	NA	NA	NA	NA	NA	NA	NA
CST9L	NA	NA	NA	NA	NA	NA	NA	NA	NA
GABBR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF41	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAS1L	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2H1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR11A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5V1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR14J1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2J2	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2J3	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2B3	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR2W1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPDYC	NA	NA	NA	NA	NA	NA	NA	NA	NA
SYVN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRIM27	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATG2A	NA	NA	NA	NA	NA	NA	NA	NA	NA
HRH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZKSCAN4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF165	NA	NA	NA	NA	NA	NA	NA	NA	NA
ST3GAL5	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC39A12	NA	NA	NA	NA	NA	NA	NA	NA	NA
H2BC13	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM236	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAM	NA	NA	NA	NA	NA	NA	NA	NA	NA
AUP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC22A12	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALDH1B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHB	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A51	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCAF10	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR20	NA	NA	NA	NA	NA	NA	NA	NA	NA
POLR1E	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLCXD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC22A6	NA	NA	NA	NA	NA	NA	NA	NA	NA
RSU1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RECK	NA	NA	NA	NA	NA	NA	NA	NA	NA
KDM6A	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR13J1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTR2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM8B	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAOB	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR34	NA	NA	NA	NA	NA	NA	NA	NA	NA
PGA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
NMT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASK	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OLAH	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCLRE1C	NA	NA	NA	NA	NA	NA	NA	NA	NA
TPM2	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5D16	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR5L2	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATP6AP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPAN7	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAMKMT	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLCB4	NA	NA	NA	NA	NA	NA	NA	NA	NA
PODXL	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYBB	NA	NA	NA	NA	NA	NA	NA	NA	NA
XK	NA	NA	NA	NA	NA	NA	NA	NA	NA
PIGO	NA	NA	NA	NA	NA	NA	NA	NA	NA
OXER1	NA	NA	NA	NA	NA	NA	NA	NA	NA
UCMA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZFC3H1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CRLS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDHAF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NPHS1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NR0B1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNTFR	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGEB2	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL1RAPL1	NA	NA	NA	NA	NA	NA	NA	NA	NA
POLA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKD3	NA	NA	NA	NA	NA	NA	NA	NA	NA
FABP9	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCNA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MCUR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECHDC3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GFOD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACOT9	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC23A2	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRDX4	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC30A6	NA	NA	NA	NA	NA	NA	NA	NA	NA
RASSF2	NA	NA	NA	NA	NA	NA	NA	NA	NA
XDH	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRNP	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEDD9	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASPH	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPEL5	NA	NA	NA	NA	NA	NA	NA	NA	NA
NFX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
HGSNAT	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35B3	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6C65	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6C74	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR6C1	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
B4GALT1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TXNDC5	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNAJA1	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFB6	NA	NA	NA	NA	NA	NA	NA	NA	NA
LY86	NA	NA	NA	NA	NA	NA	NA	NA	NA
IL2RA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KRT6A	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBH1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPV17	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXOC3L4	NA	NA	NA	NA	NA	NA	NA	NA	NA
STEAP4	NA	NA	NA	NA	NA	NA	NA	NA	NA
ECI2	NA	NA	NA	NA	NA	NA	NA	NA	NA
GDI2	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCDC85C	NA	NA	NA	NA	NA	NA	NA	NA	NA
FASTKD5	NA	NA	NA	NA	NA	NA	NA	NA	NA
EMILIN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALML5	NA	NA	NA	NA	NA	NA	NA	NA	NA
OR51A2	NA	NA	NA	NA	NA	NA	NA	NA	NA
BPHL	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUBAL3	NA	NA	NA	NA	NA	NA	NA	NA	NA
UCN3	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPS16	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1C4	NA	NA	NA	NA	NA	NA	NA	NA	NA
TLCD3B	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1C3	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERPINB9	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDE4A	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1C2	NA	NA	NA	NA	NA	NA	NA	NA	NA
WRNIP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GMDS	NA	NA	NA	NA	NA	NA	NA	NA	NA
CENPO	NA	NA	NA	NA	NA	NA	NA	NA	NA
IDH3B	NA	NA	NA	NA	NA	NA	NA	NA	NA
AKR1C1	NA	NA	NA	NA	NA	NA	NA	NA	NA
PITRM1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RUFY3	NA	NA	NA	NA	NA	NA	NA	NA	NA
PFKP	NA	NA	NA	NA	NA	NA	NA	NA	NA
RCAN1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TECRL	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC8A3	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLHL42	NA	NA	NA	NA	NA	NA	NA	NA	NA
EXOC1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM165	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
IDI1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETFRF1	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITPRIPL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGM3	NA	NA	NA	NA	NA	NA	NA	NA	NA
GREB1	NA	NA	NA	NA	NA	NA	NA	NA	NA
TEC	NA	NA	NA	NA	NA	NA	NA	NA	NA
GART	NA	NA	NA	NA	NA	NA	NA	NA	NA
SNPH	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM74B	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLRC2	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM52B	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAD1	NA	NA	NA	NA	NA	NA	NA	NA	NA
RSAD2	NA	NA	NA	NA	NA	NA	NA	NA	NA
AMACR	NA	NA	NA	NA	NA	NA	NA	NA	NA
EIPR1	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTMR12	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGF2BP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
OLIG1	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR78	NA	NA	NA	NA	NA	NA	NA	NA	NA
