"","GAMuT_20095","GAMuT_20104","GAMuT_20800","GAMuT_OV0711","GAMuT_1000"
"ENSG00000141456",111,1627,210,529,768
"ENSG00000141458",430,2937,462,1472,2766
"ENSG00000141469",4,12,3,906,4
"ENSG00000141480",91,833,166,348,427
"ENSG00000141497",16,189,14,107,44
"ENSG00000141499",50,342,75,144,170
"ENSG00000141503",461,4430,767,2395,1867
"ENSG00000141504",222,641,150,415,292
"ENSG00000141506",19,121,57,64,50
"ENSG00000141510",640,2733,653,1649,189
"ENSG00000141519",17,21,38,36,52
"ENSG00000141522",322,2369,602,1774,5933
"ENSG00000141524",88,1265,192,736,2886
"ENSG00000141526",156,1280,336,1390,2578
"ENSG00000141540",14,45,21,70,87
"ENSG00000141542",176,246,271,499,779
"ENSG00000141543",667,2083,1028,1353,3173
"ENSG00000141551",400,1433,502,1467,3287
"ENSG00000141552",177,794,178,633,1706
"ENSG00000141556",388,1288,808,1220,3109
"ENSG00000141560",283,553,442,830,1057
"ENSG00000141562",238,556,408,849,1917
"ENSG00000141564",164,987,256,881,2870
"ENSG00000141568",273,1643,374,976,2974
"ENSG00000141569",156,605,215,446,949
"ENSG00000141570",85,225,101,170,285
"ENSG00000141574",27,72,175,52,69
"ENSG00000141576",273,195,339,393,48
"ENSG00000141577",34,229,31,117,439
"ENSG00000141580",777,2364,1337,2182,5492
"ENSG00000141582",95,397,97,348,800
"ENSG00000141627",957,1915,530,1696,1173
"ENSG00000141642",72,224,44,217,118
"ENSG00000141644",252,1580,201,1021,1207
"ENSG00000141646",1075,3629,944,5038,2241
"ENSG00000141655",589,4213,191,4481,1039
"ENSG00000141664",390,2507,294,1180,785
"ENSG00000141682",129,563,307,230,35
"ENSG00000141696",101,110,153,219,804
"ENSG00000141698",60,347,303,280,791
"ENSG00000141699",598,1711,1001,2532,5744
"ENSG00000141736",842,379620,1651,6068,17045
"ENSG00000141738",104,72546,335,752,1076
"ENSG00000141741",211,53215,256,442,1173
"ENSG00000141753",458,631,928,4107,1753
"ENSG00000141756",299,202,843,370,1444
"ENSG00000141759",386,1902,269,764,632
"ENSG00000141837",4,7,6,327,7
"ENSG00000141854",42,294,97,122,124
"ENSG00000141858",69,1422,111,341,505
"ENSG00000141867",273,2444,368,964,1449
"ENSG00000141873",11,357,35,120,195
"ENSG00000141905",131,1457,185,796,939
"ENSG00000141933",8,168,14,35,109
"ENSG00000141934",454,1108,1029,1925,2472
"ENSG00000141956",101,717,201,322,422
"ENSG00000141959",568,9150,1041,3750,5406
"ENSG00000141965",203,1030,321,627,690
"ENSG00000141968",16,131,272,119,114
"ENSG00000141971",28,709,71,309,505
"ENSG00000141985",125,1155,172,516,814
"ENSG00000141994",52,589,109,326,295
"ENSG00000142002",169,1704,301,774,954
"ENSG00000142039",58,959,126,404,1213
"ENSG00000142046",11,22,18,28,74
"ENSG00000142065",359,1040,391,886,810
"ENSG00000142082",63,665,105,298,391
"ENSG00000142089",258,17561,801,566,1743
"ENSG00000142102",82,6928,61,996,140
"ENSG00000142149",10,496,41,118,30
"ENSG00000142156",369,1341,385,1520,1820
"ENSG00000142166",1376,2687,2211,3470,2326
"ENSG00000142168",1709,11479,1951,5061,2808
"ENSG00000142173",290,1710,486,1590,2518
"ENSG00000142185",114,239,47,57,80
"ENSG00000142186",201,2133,371,1048,1926
"ENSG00000142188",589,2120,646,2853,2065
"ENSG00000142192",6773,23520,12722,18394,17302
"ENSG00000142197",1218,3796,1288,3315,3108
"ENSG00000142207",482,3389,758,2029,2207
"ENSG00000142208",538,5878,881,2343,3993
"ENSG00000142227",16,78,64,78,134
"ENSG00000142230",627,3242,1015,1522,3600
"ENSG00000142235",9,177,31,92,399
"ENSG00000142252",48,504,69,212,794
"ENSG00000142273",203,2464,139,1077,2382
"ENSG00000142279",11,68,11,76,572
"ENSG00000142303",15,35,19,75,123
"ENSG00000142327",208,2514,436,1287,2567
"ENSG00000142330",98,869,158,340,541
"ENSG00000142347",23,278,70,101,92
"ENSG00000142396",134,742,206,470,676
"ENSG00000142409",75,914,59,205,1390
"ENSG00000142444",54,408,74,204,232
"ENSG00000142453",171,1523,223,759,489
"ENSG00000142459",33,319,50,156,259
"ENSG00000142484",228,350,74,716,736
"ENSG00000142507",322,2986,513,1016,1135
"ENSG00000142512",14,112,37,33,10
"ENSG00000142528",236,1169,371,568,932
"ENSG00000142534",13555,41946,13730,21920,45780
"ENSG00000142541",7974,23408,7045,16111,25272
"ENSG00000142544",9,174,13,44,229
"ENSG00000142546",138,1280,185,587,1806
"ENSG00000142552",35,281,40,233,363
"ENSG00000142556",313,1158,28,503,677
"ENSG00000142583",18,545,43,174,8
"ENSG00000142599",736,3849,922,2910,3004
"ENSG00000142606",18,106,25,86,434
"ENSG00000142611",17,480,3,163,1226
"ENSG00000142621",18,69,58,120,254
"ENSG00000142627",159,1656,554,1668,2983
"ENSG00000142632",42,297,95,93,280
"ENSG00000142634",516,3229,435,2492,2382
"ENSG00000142655",50,508,76,206,490
"ENSG00000142657",506,5867,792,1716,3156
"ENSG00000142661",166,269,330,330,1
"ENSG00000142669",665,2459,736,2408,1206
"ENSG00000142675",81,658,88,480,887
"ENSG00000142676",14707,29679,13069,19954,17608
"ENSG00000142677",323,672,688,928,213
"ENSG00000142684",47,432,96,267,385
"ENSG00000142686",29,306,100,127,272
"ENSG00000142687",1142,3344,1444,3619,5363
"ENSG00000142694",11,67,16,54,107
"ENSG00000142731",413,656,574,373,459
"ENSG00000142733",67,895,216,302,345
"ENSG00000142751",207,1030,253,628,1154
"ENSG00000142765",111,117,236,628,489
"ENSG00000142784",319,1929,386,1082,1391
"ENSG00000142794",155,617,150,485,515
"ENSG00000142798",697,10858,1787,7792,20728
"ENSG00000142856",411,475,407,480,301
"ENSG00000142864",4129,13522,4129,8284,6462
"ENSG00000142867",760,2287,792,2255,1251
"ENSG00000142871",207,211,114,155,177
"ENSG00000142875",2085,1820,1806,8887,5478
"ENSG00000142892",544,1307,551,1711,1235
"ENSG00000142910",516,3525,756,2765,4137
"ENSG00000142920",22,83,8,70,29
"ENSG00000142937",9703,24563,9683,14731,15210
"ENSG00000142945",434,2646,479,355,711
"ENSG00000142949",2211,22635,2397,10911,19809
"ENSG00000142961",166,760,199,521,733
"ENSG00000143013",1002,5796,1027,4871,6474
"ENSG00000143033",589,2078,867,1742,1117
"ENSG00000143036",810,2689,642,1656,1413
"ENSG00000143061",380,2041,346,1240,1408
"ENSG00000143067",243,322,424,438,381
"ENSG00000143079",1029,2894,1606,2742,1253
"ENSG00000143093",265,1750,418,1171,1481
"ENSG00000143106",2071,5565,1909,4031,2287
"ENSG00000143110",32,73,56,53,38
"ENSG00000143119",75,374,214,186,85
"ENSG00000143126",13,1837,111,183,647
"ENSG00000143127",12,35,14,28,42
"ENSG00000143147",57,334,58,132,170
"ENSG00000143149",986,3201,1313,2814,2236
"ENSG00000143153",6628,18116,7261,29260,8374
"ENSG00000143155",981,1985,804,1603,1175
"ENSG00000143156",109,414,270,411,522
"ENSG00000143157",737,4339,1196,2128,3877
"ENSG00000143158",1088,3978,687,1251,1471
"ENSG00000143162",1187,2766,1275,2782,1712
"ENSG00000143164",984,4078,787,2538,2939
"ENSG00000143167",1635,2077,109,6401,257
"ENSG00000143178",18,137,12,66,155
"ENSG00000143179",688,2991,983,1091,1282
"ENSG00000143183",1434,2630,1624,3204,3807
"ENSG00000143190",1079,4557,1228,2488,2326
"ENSG00000143198",1550,3650,680,3692,3413
"ENSG00000143207",885,3673,952,2559,2369
"ENSG00000143217",134,636,335,718,1799
"ENSG00000143222",828,2093,936,1995,1955
"ENSG00000143224",40,289,53,210,251
"ENSG00000143226",97,297,242,244,73
"ENSG00000143228",306,977,312,213,251
"ENSG00000143248",593,1126,339,2366,3294
"ENSG00000143252",700,1825,673,1582,1282
"ENSG00000143256",105,545,174,302,393
"ENSG00000143258",98,500,101,327,453
"ENSG00000143294",113,1181,211,503,932
"ENSG00000143303",117,421,134,468,766
"ENSG00000143314",273,1426,475,793,907
"ENSG00000143315",181,692,365,645,840
"ENSG00000143319",212,1138,325,570,877
"ENSG00000143320",1,5,13,4,20
"ENSG00000143321",1248,11733,2389,3627,6807
"ENSG00000143322",549,2273,582,1539,1865
"ENSG00000143324",831,3224,1285,1839,1787
"ENSG00000143333",107,1104,41,565,130
"ENSG00000143337",650,1743,1039,1660,2177
"ENSG00000143341",1740,498,160,2141,457
"ENSG00000143344",136,307,220,599,490
"ENSG00000143353",297,910,305,950,495
"ENSG00000143363",174,831,252,599,617
"ENSG00000143365",306,99,470,1830,1457
"ENSG00000143367",323,1207,417,1515,1231
"ENSG00000143368",109,1017,232,510,865
"ENSG00000143369",53,83,130,1291,53
"ENSG00000143373",129,2075,211,720,1315
"ENSG00000143374",137,711,230,720,874
"ENSG00000143375",758,2803,954,3258,6915
"ENSG00000143376",499,2550,778,2026,2996
"ENSG00000143379",507,2347,641,1347,1980
"ENSG00000143384",3355,10506,5726,8332,8631
"ENSG00000143387",116,192,74,482,228
"ENSG00000143390",459,2591,562,1114,1240
"ENSG00000143393",332,2157,551,1273,2465
"ENSG00000143398",320,1327,499,1112,1554
"ENSG00000143401",614,3183,842,1816,1306
"ENSG00000143409",218,523,235,864,1174
"ENSG00000143412",4,766,49,64,149
"ENSG00000143416",528,2449,234,1935,1420
"ENSG00000143418",950,5151,1946,3376,3969
"ENSG00000143420",866,3582,1301,2551,2934
"ENSG00000143434",11,28,22,81,70
"ENSG00000143436",262,997,305,555,727
"ENSG00000143437",428,1995,624,1419,2415
"ENSG00000143442",428,3552,637,2538,3124
"ENSG00000143443",14,41,17,43,103
"ENSG00000143457",1256,3458,1256,3025,2572
"ENSG00000143458",424,896,367,913,815
"ENSG00000143469",10,0,0,199,2
"ENSG00000143476",319,1165,773,532,564
"ENSG00000143479",46,382,60,127,103
"ENSG00000143486",534,1256,624,1349,2081
"ENSG00000143493",710,1783,853,1584,1017
"ENSG00000143494",25,22,3,84,40
"ENSG00000143498",220,364,392,407,410
"ENSG00000143499",515,2071,561,1284,943
"ENSG00000143502",26,160,1,141,394
"ENSG00000143507",104,272,393,342,316
"ENSG00000143514",507,2220,659,1534,2148
"ENSG00000143515",49,112,82,240,511
"ENSG00000143537",694,5162,1708,2536,3140
"ENSG00000143543",1005,3436,920,1922,3337
"ENSG00000143545",104,412,292,356,525
"ENSG00000143549",2022,9900,2970,5963,5517
"ENSG00000143553",137,630,231,347,573
"ENSG00000143554",68,486,162,259,815
"ENSG00000143569",690,4849,1195,2135,2851
"ENSG00000143570",514,2856,1126,1432,3867
"ENSG00000143575",508,1188,543,958,1206
"ENSG00000143578",202,175,415,322,465
"ENSG00000143603",23,61,83,126,91
"ENSG00000143612",2002,4733,2493,3665,4079
"ENSG00000143614",312,2116,343,1046,1723
"ENSG00000143621",1504,6121,2351,2757,4283
"ENSG00000143622",330,1415,580,820,1482
"ENSG00000143624",557,2991,998,2662,3754
"ENSG00000143630",26,106,27,69,162
"ENSG00000143633",388,878,354,848,612
"ENSG00000143641",411,2722,717,1759,2464
"ENSG00000143643",673,1308,374,1435,1026
"ENSG00000143653",1073,2970,659,2613,1076
"ENSG00000143669",1842,1379,1264,4194,5238
"ENSG00000143674",538,3191,610,1608,854
"ENSG00000143702",200,511,450,625,505
"ENSG00000143727",1485,3333,2484,2954,2121
"ENSG00000143740",110,1237,161,499,757
"ENSG00000143742",1485,2815,1773,3277,2267
"ENSG00000143748",442,1869,404,823,604
"ENSG00000143751",424,1239,485,1285,1099
"ENSG00000143753",274,2913,378,643,228
"ENSG00000143756",1382,3709,1655,3085,1963
"ENSG00000143761",2129,11104,2682,6698,10038
"ENSG00000143771",828,1912,682,1364,1000
"ENSG00000143772",155,964,206,362,615
"ENSG00000143774",812,4960,887,2624,2878
"ENSG00000143776",2859,8688,4343,11601,15704
"ENSG00000143786",7,41,13,44,29
"ENSG00000143793",38,316,51,120,293
"ENSG00000143797",3727,430,4083,2824,1810
"ENSG00000143799",762,7791,2333,2927,3844
"ENSG00000143801",83,708,154,401,429
"ENSG00000143811",95,722,254,387,679
"ENSG00000143815",2308,8609,1685,3807,2958
"ENSG00000143819",78,272,157,455,343
"ENSG00000143842",141,538,317,604,316
"ENSG00000143845",7,68,2,32,280
"ENSG00000143847",20,213,11,72,28
"ENSG00000143850",740,5375,1094,2757,7601
"ENSG00000143851",191,105,11,26,61
"ENSG00000143862",80,1023,164,408,398
"ENSG00000143867",18,83,11,182,168
"ENSG00000143870",2202,16229,5810,6694,22049
"ENSG00000143878",180,2154,515,2284,2018
"ENSG00000143889",960,2618,1059,1876,1282
"ENSG00000143891",498,3826,295,1568,2117
"ENSG00000143919",131,450,174,398,404
"ENSG00000143924",4968,12518,7134,10056,3774
"ENSG00000143933",9725,17367,13987,21807,11347
"ENSG00000143942",55,411,62,166,55
"ENSG00000143947",3773,7490,5351,3832,3579
"ENSG00000143951",123,415,215,385,323
"ENSG00000143952",1086,2114,1434,2594,1721
"ENSG00000143970",1268,5567,2394,3461,2900
"ENSG00000143971",526,552,731,1308,720
"ENSG00000143977",138,417,259,251,196
"ENSG00000143995",58,104,38,591,4107
"ENSG00000144021",805,2684,1244,1961,2190
"ENSG00000144026",379,1125,602,1008,901
"ENSG00000144028",2786,14573,5193,8153,13268
"ENSG00000144029",565,2438,878,1282,1708
"ENSG00000144034",226,1064,318,517,226
"ENSG00000144036",677,3063,842,3039,2646
"ENSG00000144040",42,913,40,409,377
"ENSG00000144043",371,1560,676,1285,1482
"ENSG00000144045",238,288,108,992,507
"ENSG00000144048",262,783,561,898,572
"ENSG00000144057",44,10,1,34,77
"ENSG00000144061",21,139,24,127,97
"ENSG00000144063",25,243,89,179,57
"ENSG00000144115",313,379,283,627,676
"ENSG00000144118",816,2566,1457,1867,1376
"ENSG00000144120",98,686,119,297,251
"ENSG00000144134",20,93,43,37,71
"ENSG00000144136",574,3292,1346,2713,1374
"ENSG00000144161",386,452,649,640,228
"ENSG00000144182",83,213,213,237,158
"ENSG00000144199",9,60,48,37,174
"ENSG00000144218",53,10,3,222,238
"ENSG00000144224",2735,6546,4557,6132,3858
"ENSG00000144228",934,2386,1161,2250,1894
"ENSG00000144229",187,2,0,717,209
"ENSG00000144231",387,1568,1021,899,937
"ENSG00000144233",321,1547,609,1102,852
"ENSG00000144283",1348,5606,2378,3842,3598
"ENSG00000144306",365,337,439,667,313
"ENSG00000144320",1865,3244,1790,3389,2096
"ENSG00000144354",2076,2803,3524,729,1135
"ENSG00000144357",2054,3393,2327,4190,4190
"ENSG00000144362",79,205,109,194,98
"ENSG00000144366",26,1766,373,1616,784
"ENSG00000144369",57,162,48,167,203
"ENSG00000144381",6067,21755,9958,8775,5138
"ENSG00000144395",376,547,262,91,151
"ENSG00000144401",126,657,227,284,342
"ENSG00000144406",29,1,2,111,55
"ENSG00000144426",2256,8503,2989,8909,5580
"ENSG00000144445",673,1535,757,1424,939
"ENSG00000144451",207,251,553,826,1134
"ENSG00000144452",3,90,596,19,23
"ENSG00000144455",358,1965,694,2138,2702
"ENSG00000144468",293,1394,497,1263,784
"ENSG00000144476",20,585,79,99,138
"ENSG00000144485",41,729,331,91,110
"ENSG00000144504",143,696,268,521,521
"ENSG00000144524",137,656,317,488,587
"ENSG00000144535",291,1491,529,868,946
"ENSG00000144554",538,2343,1101,760,864
"ENSG00000144559",169,532,192,638,326
"ENSG00000144560",612,2474,659,1733,1956
"ENSG00000144566",986,2287,1097,2199,1796
"ENSG00000144567",549,2201,1034,1718,1649
"ENSG00000144579",495,3496,803,2071,3270
"ENSG00000144580",565,2683,1294,1498,1522
"ENSG00000144589",80,718,144,410,417
"ENSG00000144591",218,1021,416,585,1087
"ENSG00000144596",18,17,12,9,13
"ENSG00000144597",578,2313,666,1471,1554
"ENSG00000144635",475,1673,640,835,626
"ENSG00000144642",253,132,123,1031,1008
"ENSG00000144645",237,1261,775,872,1256
"ENSG00000144647",9,544,41,97,249
"ENSG00000144648",5,5,21,59,32
"ENSG00000144649",7,95,5,29,134
"ENSG00000144655",76,711,110,459,572
"ENSG00000144659",361,1353,332,776,683
"ENSG00000144668",628,907,171,1882,1702
"ENSG00000144674",6833,11703,5662,14694,9084
"ENSG00000144677",1508,3073,2660,3749,1585
"ENSG00000144711",226,892,254,800,858
"ENSG00000144712",7,13,5,18,139
"ENSG00000144713",10597,18925,8736,11534,10480
"ENSG00000144724",1307,5339,1292,3610,2089
"ENSG00000144730",274,511,673,424,245
"ENSG00000144736",414,997,420,902,706
"ENSG00000144741",185,594,221,561,535
"ENSG00000144744",796,3177,927,1889,876
"ENSG00000144746",1376,3525,1610,3624,3608
"ENSG00000144747",2726,4607,2655,5231,2648
"ENSG00000144749",543,3091,724,1840,2642
"ENSG00000144791",803,4047,1479,2026,2067
"ENSG00000144792",23,46,24,120,160
"ENSG00000144802",552,5197,1419,2973,5822
"ENSG00000144810",168,204,84,213,245
"ENSG00000144815",60,144,94,224,417
"ENSG00000144820",1002,5243,0,4115,112
"ENSG00000144824",74,371,217,527,1715
"ENSG00000144827",761,858,627,1119,518
"ENSG00000144837",15,31,30,22,74
"ENSG00000144840",715,954,628,1374,706
"ENSG00000144843",16,159,112,59,180
"ENSG00000144847",4,24,0,30,18
"ENSG00000144848",735,1334,746,1587,905
"ENSG00000144852",250,1974,5,2413,553
"ENSG00000144857",35,48,15,446,318
"ENSG00000144867",880,1974,1071,1993,2232
"ENSG00000144893",6,8,1,13,86
"ENSG00000144895",3000,3573,2610,5013,2703
"ENSG00000144908",886,56,568,32,257
"ENSG00000144909",295,677,340,835,592
"ENSG00000144935",40,79,68,150,130
"ENSG00000144959",466,1942,1163,1125,834
"ENSG00000145012",9861,13581,16246,23514,14979
"ENSG00000145014",95,436,211,355,530
"ENSG00000145016",133,957,198,552,798
"ENSG00000145020",20,254,126,494,521
"ENSG00000145022",150,741,223,488,483
"ENSG00000145029",70,238,91,321,450
"ENSG00000145041",651,2856,1075,1874,1581
"ENSG00000145050",364,1180,695,596,1793
"ENSG00000145087",2,4,0,78,16
"ENSG00000145088",78,108,81,127,127
"ENSG00000145103",124,564,197,561,284
"ENSG00000145113",24,1380,1089,159,414
"ENSG00000145147",81,251,62,385,264
"ENSG00000145191",551,2252,613,1458,1837
"ENSG00000145194",58,535,77,105,191
"ENSG00000145214",190,1066,162,453,813
"ENSG00000145216",390,1187,437,957,944
"ENSG00000145220",252,1168,323,341,300
"ENSG00000145241",1225,1456,980,2527,1540
"ENSG00000145246",346,655,522,1173,1490
"ENSG00000145247",868,1952,921,1925,1004
"ENSG00000145284",63,290,181,292,261
"ENSG00000145287",470,723,487,2969,4614
"ENSG00000145293",534,1588,706,1174,1419
"ENSG00000145331",248,357,213,642,230
"ENSG00000145332",455,2284,446,1221,725
"ENSG00000145335",17,7,12,37,78
"ENSG00000145337",633,2325,437,1188,796
"ENSG00000145348",873,1100,1221,2399,2439
"ENSG00000145349",3424,3276,3564,6127,5464
"ENSG00000145354",222,526,343,558,518
"ENSG00000145362",232,86,28,1439,882
"ENSG00000145365",187,370,361,311,221
"ENSG00000145375",663,996,956,1424,917
"ENSG00000145386",898,1863,615,649,778
"ENSG00000145388",577,621,586,1393,1087
"ENSG00000145390",2812,1762,2701,6758,2135
"ENSG00000145391",2032,1246,3137,4974,3980
"ENSG00000145414",189,335,186,444,338
"ENSG00000145416",69,241,222,226,67
"ENSG00000145425",283,306,217,419,433
"ENSG00000145431",326,306,59,1006,1963
"ENSG00000145439",546,711,685,2103,760
"ENSG00000145476",824,864,755,1843,1053
"ENSG00000145494",217,1825,235,384,848
"ENSG00000145495",6034,9392,3704,11156,6814
"ENSG00000145536",24,39,2,112,95
"ENSG00000145545",341,1326,213,788,347
"ENSG00000145555",2271,6638,2010,5456,3625
"ENSG00000145569",3745,1586,1203,4412,169
"ENSG00000145592",12707,20828,7486,12422,13539
"ENSG00000145604",944,2435,574,854,1109
"ENSG00000145623",173,362,188,694,2039
"ENSG00000145632",373,687,3404,1348,459
"ENSG00000145649",14,19,9,83,10
"ENSG00000145675",3594,6641,1065,5472,2907
"ENSG00000145685",2105,3400,1319,2979,914
"ENSG00000145687",972,285,484,1031,212
"ENSG00000145700",23,40,52,67,47
"ENSG00000145703",5566,5401,1834,14314,4591
"ENSG00000145715",1791,2815,1809,3393,1441
"ENSG00000145723",236,361,189,366,258
"ENSG00000145725",2328,2606,1283,4428,2729
"ENSG00000145730",1710,4836,3090,3763,3231
"ENSG00000145734",4049,6835,2843,5554,4365
"ENSG00000145736",21,113,51,172,52
"ENSG00000145740",1667,2717,1063,2434,2414
"ENSG00000145741",7833,9704,6099,8565,5045
"ENSG00000145743",696,1490,384,1259,877
"ENSG00000145779",314,677,419,874,378
"ENSG00000145780",2911,3068,1420,3658,1017
"ENSG00000145781",791,997,313,1089,625
"ENSG00000145782",1805,2238,1013,2103,1382
"ENSG00000145794",41,2,11,1571,17
"ENSG00000145817",1286,2004,978,2075,1474
"ENSG00000145819",2997,3929,2218,6024,3378
"ENSG00000145833",1525,3302,1347,2979,2123
"ENSG00000145860",1100,4398,1021,2844,2281
"ENSG00000145868",1483,2769,1127,2708,1882
"ENSG00000145882",122,180,191,289,291
"ENSG00000145901",798,4932,651,2581,3008
"ENSG00000145907",6958,19248,5702,12597,7292
"ENSG00000145908",40,679,15,554,759
"ENSG00000145911",15,138,23,33,225
"ENSG00000145912",323,1923,342,766,756
"ENSG00000145916",187,1208,183,579,715
"ENSG00000145919",561,1210,400,720,1195
"ENSG00000145945",1,482,0,158,454
"ENSG00000145949",12,36,15,34,84
"ENSG00000145979",194,754,194,368,620
"ENSG00000145982",219,841,243,620,878
"ENSG00000145990",213,304,170,345,2213
"ENSG00000145996",3347,1290,6918,1416,1271
"ENSG00000146001",8,14,74,31,82
"ENSG00000146007",681,1548,798,1292,1340
"ENSG00000146021",9,231,216,806,580
"ENSG00000146038",225,377,2,200,672
"ENSG00000146054",171,15,87,181,160
"ENSG00000146063",116,844,140,383,608
"ENSG00000146066",889,2077,540,1076,1231
"ENSG00000146067",131,708,102,433,654
"ENSG00000146070",56,108,61,36,16
"ENSG00000146072",548,4251,1638,3079,10436
"ENSG00000146083",177,941,218,572,644
"ENSG00000146085",887,1623,656,2188,1534
"ENSG00000146094",13,107,31,37,64
"ENSG00000146109",230,1065,302,665,932
"ENSG00000146112",72,376,171,241,187
"ENSG00000146122",20,114,60,113,365
