"","GAMuT_23091","GAMuT_32035","GAMuT_32810","GAMuT_41361","GAMuT_41828","GAMuT_49009","GAMuT_51027","GAMuT_51052","GAMuT_51056","GAMuT_70066","GAMuT_IC294"
"ENSG00000164659",944,40,94,992,192,28,572,1248,93,171,103
"ENSG00000164663",137,202,307,282,171,267,179,292,213,368,294
"ENSG00000164674",59,62,400,76,88,89,82,53,75,252,60
"ENSG00000164675",10,18,42,33,28,8,16,5,14,52,19
"ENSG00000164683",90,49,103,65,48,22,62,10,39,102,77
"ENSG00000164684",3485,4116,4268,4174,3975,3062,4188,3765,4375,10675,4571
"ENSG00000164690",2367,2514,1602,2233,3330,1447,2195,2967,1312,1668,1789
"ENSG00000164691",110,215,210,260,206,79,224,61,110,287,356
"ENSG00000164692",20529,24064,45037,30530,13666,26046,73164,1556,11845,75329,21371
"ENSG00000164694",8,54,144,115,64,154,419,19,46,102,19
"ENSG00000164695",465,898,1058,983,1356,638,628,961,406,410,806
"ENSG00000164713",948,637,688,670,893,652,751,763,377,703,522
"ENSG00000164715",2233,1484,3044,1575,2638,1877,1794,1983,1472,1514,2090
"ENSG00000164733",6068,13008,12412,6084,12055,5622,8892,6148,3285,8222,2763
"ENSG00000164741",452,770,841,718,409,459,868,280,757,2138,887
"ENSG00000164742",89,132,74,203,42,58,165,27,200,81,137
"ENSG00000164749",1155,1207,2979,927,2061,1462,666,1295,847,1556,1662
"ENSG00000164751",1829,1342,1860,1132,2093,1260,1120,1382,950,1286,1336
"ENSG00000164754",4057,3602,5986,4226,6333,2698,2927,3455,2324,5093,4123
"ENSG00000164758",154,134,204,136,202,104,113,123,86,152,163
"ENSG00000164761",335,26,2953,510,698,30,108,5,105,63,17
"ENSG00000164764",103,135,273,161,36,59,158,39,238,335,95
"ENSG00000164808",1554,1623,1969,1976,2214,1817,1539,2381,1959,1983,2023
"ENSG00000164815",796,564,789,639,1070,464,541,773,521,767,739
"ENSG00000164818",402,346,423,330,422,288,420,387,349,401,398
"ENSG00000164823",584,550,825,449,671,291,438,354,572,1565,602
"ENSG00000164825",1482,298,177,1694,2432,142,244,565,25,151,84
"ENSG00000164828",3872,4043,4826,5618,4572,4865,3745,4493,2649,4594,4353
"ENSG00000164830",4360,3831,4911,3913,6822,2707,2475,4605,3174,3194,4678
"ENSG00000164855",637,686,631,696,452,906,581,1180,955,625,380
"ENSG00000164867",28,48,22,12,18,19,39,2,47,86,27
"ENSG00000164877",729,873,626,876,659,1336,1122,886,544,375,1107
"ENSG00000164879",27,140,135,32,21,51,79,110,247,103,114
"ENSG00000164880",869,740,728,606,648,848,1053,858,623,721,602
"ENSG00000164885",198,132,209,97,230,121,162,134,92,143,69
"ENSG00000164889",968,572,851,624,658,831,1358,536,584,631,636
"ENSG00000164896",692,468,537,405,519,527,555,459,362,436,398
"ENSG00000164897",273,86,123,96,148,151,169,105,67,92,69
"ENSG00000164898",82,59,47,54,61,42,53,33,18,64,24
"ENSG00000164902",1015,829,1111,893,1323,648,780,816,658,1165,754
"ENSG00000164904",1373,1154,1042,852,1087,610,796,1002,761,1756,948
"ENSG00000164916",1512,1572,1780,1410,936,1270,1686,2266,1409,1238,1679
"ENSG00000164919",2169,1473,1862,1246,2056,1261,1450,1096,922,1686,1453
"ENSG00000164920",24,34,104,22,54,3,20,3,89,208,40
"ENSG00000164924",6693,8015,14647,8469,15829,7913,6720,9312,5802,7318,7547
"ENSG00000164930",635,707,946,937,887,532,612,1062,851,773,1079
"ENSG00000164932",42,91,87,142,39,38,274,1,74,67,25
"ENSG00000164933",733,517,810,506,913,359,441,551,545,698,676
"ENSG00000164934",1210,978,1299,824,1403,879,1008,1075,962,1161,1153
"ENSG00000164938",1620,2638,6508,3132,3113,1737,1747,3550,1740,4187,2819
"ENSG00000164941",1198,1339,2280,1386,1467,1033,1051,1552,1340,1864,1601
"ENSG00000164944",2844,2439,2984,2549,3487,1685,2282,2402,1895,3106,2395
"ENSG00000164946",18,31,36,341,6,20,27,8,12,96,42
"ENSG00000164949",97,115,155,108,263,154,160,11,42,139,63
"ENSG00000164951",1199,1725,1422,1786,2737,1082,1144,2428,941,1148,882
"ENSG00000164953",336,463,483,404,510,232,328,477,453,680,489
"ENSG00000164961",1902,1721,2330,1671,2728,1224,1484,1826,1264,1932,1601
"ENSG00000164967",383,193,216,167,231,165,197,145,96,167,70
"ENSG00000164970",79,143,198,164,181,115,151,163,132,163,104
"ENSG00000164975",904,1165,1145,1516,1464,1088,905,1503,1395,2181,1093
"ENSG00000164976",820,624,1400,769,893,945,1023,857,601,871,431
"ENSG00000164978",308,199,334,212,321,257,327,198,176,185,115
"ENSG00000164983",201,478,708,993,685,272,391,740,508,994,614
"ENSG00000164985",663,937,992,822,957,305,535,516,715,1900,754
"ENSG00000164989",504,832,585,828,915,468,473,906,857,1068,468
"ENSG00000165006",1183,1158,1617,1359,2058,864,1086,1398,1093,1425,561
"ENSG00000165023",5,64,68,63,0,54,19,74,48,34,187
"ENSG00000165025",2664,2787,3071,2423,2572,2242,2491,2912,1924,1632,4553
"ENSG00000165028",34,50,52,92,46,27,40,39,72,114,79
"ENSG00000165029",1755,2798,2646,5279,6219,1490,4463,1597,643,1250,1727
"ENSG00000165030",361,214,227,403,285,207,212,191,105,195,384
"ENSG00000165046",133,114,220,214,247,172,128,262,136,74,249
"ENSG00000165055",521,375,415,329,595,322,263,383,317,382,455
"ENSG00000165060",148,168,198,130,192,79,112,159,149,262,372
"ENSG00000165072",48,75,48,128,219,75,93,22,213,514,96
"ENSG00000165092",22591,18770,18877,14147,26947,9579,9264,18405,8088,13348,8467
"ENSG00000165097",578,594,739,747,900,467,519,879,580,597,819
"ENSG00000165102",3528,1774,2478,2195,4885,1168,1568,2433,1441,2232,2048
"ENSG00000165105",3831,4738,10751,4630,11190,4522,3135,5753,2784,2903,7097
"ENSG00000165113",117,207,162,251,175,137,69,266,124,311,342
"ENSG00000165115",256,369,348,405,346,226,292,448,284,420,584
"ENSG00000165118",543,343,367,400,504,314,294,397,204,392,509
"ENSG00000165119",9769,8823,12060,7608,14106,5678,7562,8357,6119,10301,9461
"ENSG00000165121",103,184,211,240,152,152,113,214,164,284,355
"ENSG00000165124",407,456,309,169,220,148,348,25,92,554,386
"ENSG00000165125",24,209,247,202,39,1,123,251,228,240,81
"ENSG00000165138",994,1255,1206,1147,878,1294,1309,1593,1195,1133,1769
"ENSG00000165140",1833,2075,1539,1387,1865,1287,1161,1564,769,1483,2802
"ENSG00000165152",2428,1625,2098,2083,2988,1701,1243,2107,881,1151,1808
"ENSG00000165156",1565,1408,2305,1689,2383,1121,1270,1375,1333,3045,1930
"ENSG00000165168",688,866,1445,607,1189,645,1279,369,778,1693,1090
"ENSG00000165169",1149,940,1359,1458,3792,597,825,1282,645,943,732
"ENSG00000165175",1318,691,1465,1191,1103,684,988,656,514,470,644
"ENSG00000165185",552,665,700,583,772,455,446,622,728,1807,1147
"ENSG00000165188",134,198,116,74,59,185,186,206,215,62,442
"ENSG00000165194",19,64,60,47,28,19,66,15,28,189,65
"ENSG00000165195",348,338,448,393,852,438,307,503,363,371,406
"ENSG00000165209",1319,1219,1548,1302,1725,930,901,1568,963,1309,1913
"ENSG00000165215",2,11,40,15,1,112,0,18,7,9,1
"ENSG00000165219",1778,2115,3049,2353,2803,2177,1955,2008,1853,3390,3187
"ENSG00000165233",276,228,150,183,243,186,248,112,115,165,204
"ENSG00000165238",156,29,814,314,7,95,24,82,169,647,104
"ENSG00000165240",2185,1759,2503,1964,3469,1708,1474,2640,1293,2049,2204
"ENSG00000165244",108,78,59,93,99,109,150,84,52,195,261
"ENSG00000165259",94,204,224,203,94,71,153,96,252,370,310
"ENSG00000165264",783,474,624,354,755,390,480,349,155,510,278
"ENSG00000165271",1512,866,1222,587,1104,680,953,983,793,972,536
"ENSG00000165272",658,140,3846,274,508,237,119,236,280,358,147
"ENSG00000165275",164,229,268,314,210,190,152,311,260,340,211
"ENSG00000165280",9190,5701,8419,4527,9926,4143,6855,5443,3570,6133,2696
"ENSG00000165282",974,691,1121,650,1130,568,751,951,630,748,429
"ENSG00000165283",1586,882,1009,715,1230,738,1069,700,508,1033,457
"ENSG00000165288",1707,2443,3473,2795,2536,2284,1936,2560,2600,3230,3547
"ENSG00000165304",164,105,120,101,142,128,168,53,63,252,132
"ENSG00000165312",364,695,829,957,821,591,412,831,321,653,654
"ENSG00000165322",6632,6470,9725,7629,13178,7246,3950,7538,4777,5768,6075
"ENSG00000165323",203,176,122,389,137,45,96,23,27,614,105
"ENSG00000165338",364,607,792,863,709,463,396,701,722,1215,712
"ENSG00000165355",929,614,918,648,1567,557,431,716,344,602,516
"ENSG00000165359",454,735,1209,893,760,586,549,806,800,1752,876
"ENSG00000165376",1369,7,35,102,926,4,204,8,150,3,71
"ENSG00000165389",533,577,917,509,784,245,304,958,535,869,621
"ENSG00000165392",1276,1366,1634,1309,1589,1087,1070,1490,1122,1780,1147
"ENSG00000165406",1180,947,1239,1358,1295,906,933,1015,771,1678,1034
"ENSG00000165410",216,413,364,343,318,140,240,257,356,1133,439
"ENSG00000165416",1998,2562,3541,3148,3479,1919,1840,3354,2117,3457,3710
"ENSG00000165417",1492,1950,3292,2033,3051,1156,1196,2105,1473,2725,2276
"ENSG00000165424",243,385,446,374,253,221,507,119,315,831,301
"ENSG00000165434",1005,1904,2729,788,2082,1667,2040,1366,1617,968,829
"ENSG00000165449",1463,895,3450,1993,3910,350,693,1330,1261,4527,2482
"ENSG00000165457",70,231,100,58,77,80,116,1,93,175,72
"ENSG00000165458",934,887,1053,977,829,1000,1061,958,846,1259,618
"ENSG00000165474",595,276,299,228,153,98,170,115,147,99,690
"ENSG00000165475",1547,1321,1203,1307,1144,494,721,1820,1182,842,915
"ENSG00000165476",1730,1722,4111,2242,4638,1168,1561,1962,1397,2556,1733
"ENSG00000165480",83,47,58,58,66,47,58,28,33,117,107
"ENSG00000165487",1112,1059,1337,985,1563,699,707,957,699,1087,1020
"ENSG00000165490",48,32,29,24,39,27,57,18,21,80,31
"ENSG00000165494",3182,3409,5070,3962,3971,3356,2579,4153,3610,4225,3101
"ENSG00000165495",53,87,164,70,60,54,165,7,102,419,169
"ENSG00000165501",192,139,171,112,185,130,159,152,120,224,169
"ENSG00000165502",3880,1867,2406,2713,4269,1362,2245,2497,2089,2140,1377
"ENSG00000165506",378,321,365,347,521,224,215,334,191,372,315
"ENSG00000165507",790,1049,4562,1728,1547,854,1149,877,650,734,1074
"ENSG00000165511",82,53,76,42,83,29,27,47,34,110,39
"ENSG00000165512",709,800,761,664,743,475,663,681,462,1157,683
"ENSG00000165516",2520,2590,2435,2465,3103,1749,1427,2859,1221,2251,1693
"ENSG00000165521",209,370,385,486,314,41,156,208,403,2561,501
"ENSG00000165525",1931,2616,4155,2949,3284,2229,2051,3197,3040,3300,3322
"ENSG00000165526",543,489,530,427,502,338,464,499,340,583,295
"ENSG00000165527",2120,2374,2719,2554,3732,1720,1940,3208,1547,2650,2185
"ENSG00000165533",547,698,718,554,672,253,471,532,642,1891,726
"ENSG00000165556",1,23,313,33,0,22,2,2,11,171,1
"ENSG00000165568",14,43,57,59,37,124,109,8,56,120,148
"ENSG00000165572",312,347,577,280,351,128,265,274,267,681,366
"ENSG00000165591",678,505,659,634,800,449,337,526,343,315,636
"ENSG00000165609",1022,780,1197,939,1377,717,746,885,718,965,1057
"ENSG00000165617",586,483,766,462,375,260,658,58,211,1693,596
"ENSG00000165626",815,1283,1553,1392,1431,1103,1098,1497,1243,1277,1421
"ENSG00000165629",3572,2186,2883,2115,3814,1537,1942,1981,1852,3254,2514
"ENSG00000165630",299,302,449,376,498,320,256,365,345,342,358
"ENSG00000165632",184,224,317,341,299,210,232,270,262,386,285
"ENSG00000165633",907,1637,2183,1665,1014,396,1647,241,1371,6653,1904
"ENSG00000165637",396,329,494,377,546,324,378,270,201,518,385
"ENSG00000165644",222,45,49,51,107,80,84,67,22,25,27
"ENSG00000165646",74,299,409,207,222,23,181,20,299,2410,576
"ENSG00000165650",4745,5240,7246,4193,6552,2858,3667,6533,4142,5081,4807
"ENSG00000165655",66,74,74,113,63,15,112,124,101,45,96
"ENSG00000165660",697,588,1044,672,1153,504,470,713,531,784,755
"ENSG00000165661",268,300,400,293,290,214,361,298,349,390,540
"ENSG00000165669",1033,1275,1445,1241,1515,909,990,1538,1000,1614,1508
"ENSG00000165671",4641,4627,7660,5614,5358,3675,4753,5959,4904,7081,6030
"ENSG00000165672",2744,2101,2764,1661,2868,1344,1858,1820,1283,3394,2099
"ENSG00000165675",509,413,497,412,613,299,333,416,398,484,431
"ENSG00000165678",4494,2791,3687,2597,5615,2005,2497,2430,1759,3275,2767
"ENSG00000165684",155,188,182,182,137,191,232,199,195,205,333
"ENSG00000165688",826,461,571,416,555,359,606,445,459,581,582
"ENSG00000165689",391,287,422,324,348,287,359,364,340,352,483
"ENSG00000165698",44,47,76,46,47,24,56,39,41,71,33
"ENSG00000165699",1682,2233,2911,2704,2412,1702,1696,2396,2389,2977,3600
"ENSG00000165704",472,576,451,778,1526,272,361,873,266,478,686
"ENSG00000165714",469,522,459,659,571,340,289,696,375,458,549
"ENSG00000165716",16,22,31,13,5,22,47,0,30,78,19
"ENSG00000165724",242,201,225,146,197,203,215,161,153,205,218
"ENSG00000165730",103,39,9,28,65,9,20,26,50,133,11
"ENSG00000165732",4862,3040,4274,2345,5479,2105,3210,2477,3090,3454,4127
"ENSG00000165733",1746,1598,1992,1532,1909,1361,1690,1517,1670,1735,1759
"ENSG00000165752",57,43,36,32,25,28,41,25,36,56,28
"ENSG00000165757",379,819,808,1452,463,403,749,202,878,1292,593
"ENSG00000165775",806,532,640,563,980,385,477,557,510,873,496
"ENSG00000165782",560,533,727,703,741,473,458,695,446,642,443
"ENSG00000165792",622,839,1019,852,871,762,719,1083,724,918,844
"ENSG00000165795",2172,1425,1708,714,1276,507,1127,702,929,1677,2003
"ENSG00000165801",1229,1284,2027,516,1001,640,970,763,953,1054,2162
"ENSG00000165802",1027,343,584,461,828,527,879,388,320,337,453
"ENSG00000165804",165,85,157,106,89,91,142,120,88,127,90
"ENSG00000165806",1756,2256,2776,1644,2298,1732,1589,4267,1382,1928,1880
"ENSG00000165807",505,184,173,256,424,151,180,384,95,115,178
"ENSG00000165810",253,418,572,203,338,32,270,230,901,588,319
"ENSG00000165813",4427,4279,6456,3499,7681,2893,2755,4769,3264,3338,3598
"ENSG00000165816",845,801,723,230,588,598,907,1178,661,453,669
"ENSG00000165819",676,767,1070,902,904,667,736,941,865,1286,1163
"ENSG00000165821",72,138,190,137,75,25,131,14,114,408,88
"ENSG00000165828",3,1,158,110,3,26,7,2,51,16,20
"ENSG00000165832",700,854,1242,691,1043,408,554,675,804,1811,997
"ENSG00000165841",178,327,260,426,278,200,192,637,213,353,446
"ENSG00000165861",520,564,923,855,936,508,503,673,441,732,467
"ENSG00000165868",321,698,993,655,433,336,651,95,503,2445,732
"ENSG00000165879",223,162,148,154,166,113,86,239,73,153,150
"ENSG00000165886",60,37,31,25,29,21,64,6,26,23,14
"ENSG00000165891",52,33,62,61,67,75,109,53,66,118,146
"ENSG00000165895",2119,2466,2928,3857,6155,2585,1331,3460,1180,3246,1379
"ENSG00000165898",430,288,369,241,463,223,254,286,179,342,257
"ENSG00000165905",78,41,22,17,60,9,63,57,83,12,12
"ENSG00000165912",330,59,34,113,82,25,252,102,137,88,106
"ENSG00000165914",64,104,152,94,87,92,162,23,246,359,140
"ENSG00000165915",514,287,342,266,417,269,422,294,257,295,165
"ENSG00000165916",1805,1024,1351,995,2003,982,1394,795,674,1234,953
"ENSG00000165923",62,104,46,85,79,98,59,72,45,104,77
"ENSG00000165929",11912,7283,6877,5198,15942,4920,4983,8262,8756,5211,8411
"ENSG00000165934",2616,2103,3746,1966,3766,1526,1833,2341,1960,2708,2613
"ENSG00000165943",951,599,863,480,1043,511,467,581,370,661,606
"ENSG00000165948",293,197,160,214,362,177,171,258,158,515,270
"ENSG00000165949",14097,6290,13627,3906,16930,7034,10134,4820,4378,6315,7311
"ENSG00000165959",2807,4677,10396,2104,3645,6539,4147,5958,4297,4953,4679
"ENSG00000165966",57,24,124,62,74,78,95,14,93,431,125
"ENSG00000165983",1402,1757,1534,1313,3477,1422,751,1751,1128,911,1159
"ENSG00000165995",10,19,19,77,18,14,31,6,48,97,46
"ENSG00000165997",1575,1789,3843,2412,3549,1560,1175,2237,1395,2640,2405
"ENSG00000166002",692,330,495,314,580,310,306,297,97,259,143
"ENSG00000166004",1282,1366,2002,1695,1838,1225,1178,1452,1794,2184,1114
"ENSG00000166012",3996,3861,4542,4439,4170,2322,2509,4243,3429,3715,2687
"ENSG00000166016",47,49,64,194,151,86,132,88,28,55,48
"ENSG00000166024",862,920,1464,1027,1200,1020,851,1098,855,1025,1064
"ENSG00000166025",970,1066,1937,1231,1240,1236,1430,471,781,1697,745
"ENSG00000166033",1846,1998,3067,1920,1272,1173,4546,199,1505,5176,1736
"ENSG00000166037",1364,1454,2011,1759,1733,1140,974,1380,1259,2274,1226
"ENSG00000166046",753,912,1211,1065,1211,620,502,983,538,977,894
"ENSG00000166068",2401,3840,6110,4628,5077,2293,2434,3854,2554,3956,4746
"ENSG00000166073",55,63,89,108,83,27,107,26,70,199,73
"ENSG00000166086",317,469,674,699,912,207,749,74,546,1678,454
"ENSG00000166106",480,195,236,436,573,452,427,400,154,130,108
"ENSG00000166123",1068,321,1083,116,1251,353,625,336,423,291,680
"ENSG00000166126",1449,686,1009,580,823,1197,720,894,933,445,886
"ENSG00000166128",1331,1832,2134,1580,3460,1056,1368,1595,1361,3000,1770
"ENSG00000166130",315,193,270,129,375,118,249,66,146,407,167
"ENSG00000166133",201,155,185,86,150,108,170,112,103,146,119
"ENSG00000166135",1676,1969,2339,2036,2147,1464,1626,2214,1764,2065,1748
"ENSG00000166136",363,285,298,300,338,201,277,262,156,322,305
"ENSG00000166140",459,393,512,626,510,519,375,587,360,469,344
"ENSG00000166143",72,74,95,82,17,54,91,47,67,38,82
"ENSG00000166145",3066,2315,4208,2890,3742,2761,2950,2849,1413,2176,1576
"ENSG00000166147",2851,3746,5758,3119,3105,2438,5408,286,2855,13836,3453
"ENSG00000166148",78,118,307,258,94,38,72,51,132,320,113
"ENSG00000166153",33,35,25,29,25,22,17,47,24,54,59
"ENSG00000166164",845,916,1272,992,1100,851,917,1105,813,1318,1069
"ENSG00000166165",249,43,64,119,106,65,236,21,69,115,74
"ENSG00000166166",222,103,178,106,93,160,208,124,114,100,123
"ENSG00000166167",857,1175,1345,1168,1431,722,767,1221,825,1290,1022
"ENSG00000166169",329,534,541,478,382,416,387,624,427,583,558
"ENSG00000166170",1970,1652,2025,1647,2395,1187,1545,1662,1288,1633,1733
"ENSG00000166171",276,213,197,137,281,124,299,186,181,229,180
"ENSG00000166173",69,60,72,82,84,15,84,12,61,181,54
"ENSG00000166181",2574,2116,3111,2159,4005,1541,1634,2523,1596,2415,2223
"ENSG00000166188",132,141,185,122,109,110,148,126,98,204,128
"ENSG00000166189",588,297,411,292,469,294,387,299,192,262,252
"ENSG00000166192",246,170,180,157,276,82,129,202,121,164,173
"ENSG00000166197",2294,1708,2404,1380,2359,1065,1924,1772,1600,1860,2140
"ENSG00000166199",255,346,344,375,378,254,343,374,332,397,377
"ENSG00000166200",1849,1864,2562,1918,2875,1110,1270,1828,1669,2947,2228
"ENSG00000166206",1442,1135,33,972,31,15,635,6,19,1215,17
"ENSG00000166224",3121,3069,5017,3253,4343,2389,3154,3581,2164,2472,2244
"ENSG00000166225",1240,1229,1917,1422,2202,988,981,1366,1198,2355,1690
"ENSG00000166226",3169,2090,2647,1749,3605,1453,2034,1649,1656,2795,2337
"ENSG00000166228",1076,519,753,409,971,397,490,728,587,570,567
"ENSG00000166233",2331,2706,3958,3205,3760,2133,2203,3428,3216,4233,3384
"ENSG00000166250",261,744,503,267,455,46,637,38,251,1618,315
"ENSG00000166260",593,792,790,779,731,424,488,718,510,1103,820
"ENSG00000166261",373,554,452,400,389,402,464,636,394,552,312
"ENSG00000166262",98,72,176,78,130,37,52,68,66,124,70
"ENSG00000166263",524,748,1015,1061,1030,399,602,830,685,1197,918
"ENSG00000166265",71,78,105,83,90,14,44,27,88,314,147
"ENSG00000166266",2046,2029,2883,2159,3246,1326,1317,2282,1710,2818,1525
"ENSG00000166268",15,5,484,15,12,109,1,7,14,77,23
"ENSG00000166272",1932,1403,1893,1404,2370,1196,1579,1410,988,1502,1224
"ENSG00000166275",439,511,783,550,852,312,362,546,283,965,527
"ENSG00000166278",59,44,50,35,17,33,143,17,41,42,27
"ENSG00000166289",27,28,24,27,16,16,54,11,29,13,24
"ENSG00000166295",2675,1932,2230,2143,3321,1893,1706,2470,1221,2164,1514
"ENSG00000166311",213,180,344,182,281,120,232,167,126,328,133
"ENSG00000166313",106,153,207,173,142,53,198,62,123,362,114
"ENSG00000166321",75,126,167,137,140,78,76,202,79,131,124
"ENSG00000166323",35,53,47,40,53,29,18,60,63,44,29
"ENSG00000166326",2815,3418,4006,3278,3660,2802,3259,2815,3300,5287,3488
"ENSG00000166333",2118,1443,2188,1624,2426,1243,1821,1618,1124,1870,1167
"ENSG00000166337",781,344,607,471,746,330,414,469,437,408,441
"ENSG00000166340",1217,1128,2349,1427,1951,1002,1423,1037,1079,1595,1057
"ENSG00000166341",412,614,798,536,360,413,1223,76,386,1536,502
"ENSG00000166343",58,111,112,163,86,107,86,150,128,164,192
"ENSG00000166347",3219,3323,1941,3031,4322,2074,2031,4633,1770,3796,3349
"ENSG00000166348",3724,6616,6220,7614,6556,7290,4009,8831,4703,3992,4112
"ENSG00000166349",142,204,232,137,175,103,157,228,134,149,216
"ENSG00000166352",222,200,216,161,250,108,175,181,176,328,222
"ENSG00000166377",1039,1690,1719,1509,1337,1566,1138,1883,1601,1923,1841
"ENSG00000166387",3614,3535,3722,4427,4512,3542,2115,4893,3745,2847,3235
"ENSG00000166391",21,12,17,0,0,216,113,64,193,203,161
"ENSG00000166394",162,44,88,83,155,101,112,121,90,72,32
"ENSG00000166398",630,858,1281,850,790,795,812,775,636,1253,803
"ENSG00000166401",440,380,682,405,784,249,348,392,316,243,404
"ENSG00000166402",122,134,223,125,87,60,185,21,153,566,178
"ENSG00000166405",169,21,17,618,89,3,30,384,17,116,218
"ENSG00000166411",915,824,1218,726,1210,600,717,732,871,1145,944
"ENSG00000166415",6551,43,5517,88,359,1966,6,995,115,2579,1166
"ENSG00000166432",249,990,353,701,934,102,291,1294,179,951,846
"ENSG00000166435",580,267,1494,858,694,618,967,897,277,989,1036
"ENSG00000166436",577,870,1005,692,555,1031,549,1384,968,679,1407
