"","GAMuT_23836","GAMuT_51163"
"ENSG00000162032",328,375
"ENSG00000162063",422,778
"ENSG00000162065",427,440
"ENSG00000162066",334,314
"ENSG00000162069",590,268
"ENSG00000162073",1056,725
"ENSG00000162076",290,180
"ENSG00000162078",98,24
"ENSG00000162086",1207,1187
"ENSG00000162104",860,1302
"ENSG00000162105",1243,2355
"ENSG00000162129",911,644
"ENSG00000162139",950,900
"ENSG00000162144",954,1277
"ENSG00000162174",10321,1330
"ENSG00000162191",1056,558
"ENSG00000162194",104,185
"ENSG00000162222",439,434
"ENSG00000162227",326,262
"ENSG00000162231",2400,1993
"ENSG00000162236",837,913
"ENSG00000162241",91,962
"ENSG00000162244",2815,1782
"ENSG00000162267",9,35
"ENSG00000162298",823,1005
"ENSG00000162300",416,501
"ENSG00000162302",404,701
"ENSG00000162337",3177,3317
"ENSG00000162341",368,1052
"ENSG00000162366",0,465
"ENSG00000162368",5457,16892
"ENSG00000162377",1197,2135
"ENSG00000162378",3346,3476
"ENSG00000162384",701,1186
"ENSG00000162385",472,666
"ENSG00000162390",588,2783
"ENSG00000162396",231,502
"ENSG00000162402",10105,14779
"ENSG00000162407",1240,1134
"ENSG00000162408",1922,3607
"ENSG00000162409",7331,35
"ENSG00000162413",601,726
"ENSG00000162415",378,3073
"ENSG00000162419",810,1107
"ENSG00000162430",1704,2427
"ENSG00000162433",1367,5170
"ENSG00000162434",7957,8214
"ENSG00000162437",1660,6135
"ENSG00000162441",1100,2156
"ENSG00000162444",66,117
"ENSG00000162458",1525,3639
"ENSG00000162461",34,580
"ENSG00000162482",20,351
"ENSG00000162493",93,84
"ENSG00000162496",1871,2658
"ENSG00000162511",941,962
"ENSG00000162512",987,1679
"ENSG00000162517",946,1828
"ENSG00000162520",44,26
"ENSG00000162521",6066,10929
"ENSG00000162522",2899,11337
"ENSG00000162542",550,1165
"ENSG00000162543",1724,19
"ENSG00000162545",1886,1368
"ENSG00000162551",674,145
"ENSG00000162552",7,5
"ENSG00000162576",87,34
"ENSG00000162585",344,359
"ENSG00000162591",705,310
"ENSG00000162595",422,630
"ENSG00000162599",4380,5180
"ENSG00000162600",1413,2440
"ENSG00000162601",5607,6147
"ENSG00000162604",1733,1302
"ENSG00000162607",2761,7984
"ENSG00000162613",8415,12280
"ENSG00000162614",55,131
"ENSG00000162616",294,696
"ENSG00000162618",1826,212
"ENSG00000162620",50,89
"ENSG00000162623",1807,1315
"ENSG00000162627",1086,2767
"ENSG00000162636",846,4519
"ENSG00000162639",262,1866
"ENSG00000162642",528,785
"ENSG00000162645",2087,1353
"ENSG00000162650",69,163
"ENSG00000162654",340,1907
"ENSG00000162664",2494,3996
"ENSG00000162669",20,45
"ENSG00000162676",3,15
"ENSG00000162687",65,113
"ENSG00000162688",3880,4125
"ENSG00000162692",182,1013
"ENSG00000162694",1299,826
"ENSG00000162695",3838,3779
"ENSG00000162702",2738,2244
"ENSG00000162704",3988,3653
"ENSG00000162711",30,49
"ENSG00000162714",2108,992
"ENSG00000162729",741,919
"ENSG00000162733",683,962
"ENSG00000162734",1677,2094
"ENSG00000162735",1130,1204
"ENSG00000162736",4213,3347
"ENSG00000162738",446,2159
"ENSG00000162739",9,54
"ENSG00000162745",140,181
"ENSG00000162753",5,13
"ENSG00000162755",156,11
"ENSG00000162757",380,524
"ENSG00000162769",1167,1062
"ENSG00000162772",286,583
"ENSG00000162775",2009,4554
"ENSG00000162777",789,2439
"ENSG00000162779",22,1373
"ENSG00000162782",2,636
"ENSG00000162783",379,467
"ENSG00000162804",1282,509
"ENSG00000162813",1234,3115
"ENSG00000162814",280,13
"ENSG00000162817",989,2459
"ENSG00000162819",3466,6207
"ENSG00000162825",91,156
"ENSG00000162836",2582,1036
"ENSG00000162849",516,40
"ENSG00000162851",477,779
"ENSG00000162852",2043,2688
"ENSG00000162869",1750,1338
"ENSG00000162873",242,604
"ENSG00000162878",501,5208
"ENSG00000162882",13,618
"ENSG00000162885",1685,1088
"ENSG00000162889",1860,6245
"ENSG00000162896",177,213334
"ENSG00000162909",9431,9288
"ENSG00000162910",314,478
"ENSG00000162923",7899,6420
"ENSG00000162924",1071,1960
"ENSG00000162927",569,867
"ENSG00000162928",2260,1811
"ENSG00000162929",1077,1242
"ENSG00000162944",109,153
"ENSG00000162946",343,226
"ENSG00000162949",933,2149
"ENSG00000162959",404,266
"ENSG00000162961",1119,937
"ENSG00000162971",1664,887
"ENSG00000162972",294,487
"ENSG00000162976",829,914
"ENSG00000162980",3252,2062
"ENSG00000162981",1426,9660
"ENSG00000162989",0,2363
"ENSG00000162994",653,272
"ENSG00000162997",101,70
"ENSG00000162998",175,229
"ENSG00000162999",116,459
"ENSG00000163001",1598,392
"ENSG00000163002",751,1017
"ENSG00000163006",761,605
"ENSG00000163013",92,230
"ENSG00000163017",58,173
"ENSG00000163026",413,447
"ENSG00000163029",3768,3445
"ENSG00000163041",536,634
"ENSG00000163050",343,2780
"ENSG00000163053",190,384
"ENSG00000163069",3050,680
"ENSG00000163071",1884,482
"ENSG00000163072",539,545
"ENSG00000163075",131,792
"ENSG00000163082",1475,2174
"ENSG00000163083",2209,1
"ENSG00000163093",101,34
"ENSG00000163104",4399,2650
"ENSG00000163106",37,42
"ENSG00000163110",7820,5299
"ENSG00000163116",29,28
"ENSG00000163125",2582,6289
"ENSG00000163131",676,3667
"ENSG00000163138",1061,463
"ENSG00000163145",77,42
"ENSG00000163155",231,407
"ENSG00000163156",324,507
"ENSG00000163159",855,777
"ENSG00000163161",1837,1076
"ENSG00000163162",3413,1566
"ENSG00000163166",2869,4079
"ENSG00000163170",320,382
"ENSG00000163171",1736,310
"ENSG00000163191",4868,1397
"ENSG00000163214",1740,1386
"ENSG00000163219",120,193
"ENSG00000163220",94,38
"ENSG00000163235",4504,1266
"ENSG00000163249",677,572
"ENSG00000163251",4803,9567
"ENSG00000163257",2632,1771
"ENSG00000163281",733,348
"ENSG00000163291",1125,570
"ENSG00000163293",166,1422
"ENSG00000163297",1083,1164
"ENSG00000163312",803,511
"ENSG00000163319",541,350
"ENSG00000163320",4261,5694
"ENSG00000163322",812,414
"ENSG00000163328",974,275
"ENSG00000163344",310,874
"ENSG00000163346",2381,2326
"ENSG00000163347",7152,2206
"ENSG00000163348",1044,2072
"ENSG00000163349",8398,7938
"ENSG00000163359",7471,5602
"ENSG00000163362",425,3673
"ENSG00000163364",82,53
"ENSG00000163374",1154,2496
"ENSG00000163376",33,77
"ENSG00000163378",798,687
"ENSG00000163382",1177,1137
"ENSG00000163389",1386,584
"ENSG00000163393",446,53
"ENSG00000163399",38979,106654
"ENSG00000163406",282,520
"ENSG00000163412",1732,2751
"ENSG00000163428",5139,5598
"ENSG00000163430",7462,2984
"ENSG00000163431",28,126
"ENSG00000163435",3443,14260
"ENSG00000163444",688,693
"ENSG00000163453",10609,3194
"ENSG00000163463",74,136
"ENSG00000163466",6266,5425
"ENSG00000163468",8080,7416
"ENSG00000163472",125,218
"ENSG00000163479",3031,3253
"ENSG00000163481",317,329
"ENSG00000163482",1797,712
"ENSG00000163491",497,86
"ENSG00000163492",30,43
"ENSG00000163501",811,1886
"ENSG00000163507",858,1038
"ENSG00000163510",1502,1925
"ENSG00000163512",1857,1318
"ENSG00000163513",9163,1860
"ENSG00000163516",1554,1474
"ENSG00000163517",572,1243
"ENSG00000163520",182,92
"ENSG00000163521",314,444
"ENSG00000163527",12160,9544
"ENSG00000163528",419,405
"ENSG00000163531",51,324
"ENSG00000163535",1023,1394
"ENSG00000163536",23,30
"ENSG00000163539",5169,3240
"ENSG00000163541",1711,3525
"ENSG00000163545",293,1873
"ENSG00000163558",3159,6510
"ENSG00000163563",57,59
"ENSG00000163565",674,762
"ENSG00000163577",31,102
"ENSG00000163584",724,357
"ENSG00000163586",7,3603
"ENSG00000163590",2532,166
"ENSG00000163596",226,68
"ENSG00000163597",4158,1361
"ENSG00000163602",2741,3848
"ENSG00000163605",5410,4032
"ENSG00000163606",29,30
"ENSG00000163607",397,529
"ENSG00000163608",2027,1624
"ENSG00000163611",3185,1481
"ENSG00000163617",1057,455
"ENSG00000163618",520,911
"ENSG00000163624",3634,2889
"ENSG00000163625",10403,3938
"ENSG00000163626",751,379
"ENSG00000163629",693,200
"ENSG00000163633",248,91
"ENSG00000163634",1264,1801
"ENSG00000163635",1966,3222
"ENSG00000163636",2391,1515
"ENSG00000163637",402,379
"ENSG00000163638",3554,358
"ENSG00000163644",760,906
"ENSG00000163655",4171,3713
"ENSG00000163659",2563,1163
"ENSG00000163660",8034,7314
"ENSG00000163681",6195,4293
"ENSG00000163682",1967,889
"ENSG00000163683",5240,1306
"ENSG00000163684",616,1219
"ENSG00000163686",261,544
"ENSG00000163689",11,75
"ENSG00000163694",4289,6618
"ENSG00000163697",1994,973
"ENSG00000163701",22,1563
"ENSG00000163702",272,540
"ENSG00000163703",611,399
"ENSG00000163704",77,47
"ENSG00000163710",176,15
"ENSG00000163714",8216,11421
"ENSG00000163719",1046,1239
"ENSG00000163728",3308,2785
"ENSG00000163734",63,84
"ENSG00000163735",15,0
"ENSG00000163738",867,255
"ENSG00000163739",92,14
"ENSG00000163743",941,928
"ENSG00000163754",1417,383
"ENSG00000163755",2669,2342
"ENSG00000163762",224,151
"ENSG00000163781",3834,5626
"ENSG00000163785",4198,3088
"ENSG00000163788",2332,2738
"ENSG00000163792",4,67
"ENSG00000163795",292,259
"ENSG00000163798",797,733
"ENSG00000163803",64,657
"ENSG00000163806",224,93
"ENSG00000163807",1043,683
"ENSG00000163808",1075,2386
"ENSG00000163811",3725,2666
"ENSG00000163812",2225,2674
"ENSG00000163814",5276,4461
"ENSG00000163817",2428,1844
"ENSG00000163818",1619,1023
"ENSG00000163820",2570,3045
"ENSG00000163823",100,108
"ENSG00000163827",35,31
"ENSG00000163832",491,572
"ENSG00000163840",3484,6403
"ENSG00000163848",5924,5364
"ENSG00000163864",122,182
"ENSG00000163866",867,1113
"ENSG00000163867",922,810
"ENSG00000163870",661,594
"ENSG00000163872",3585,3377
"ENSG00000163874",311,354
"ENSG00000163875",1749,1659
"ENSG00000163877",966,970
"ENSG00000163879",1353,52
"ENSG00000163882",1229,1507
"ENSG00000163884",142,22
"ENSG00000163898",506,3618
"ENSG00000163900",1529,3205
"ENSG00000163902",9320,11070
"ENSG00000163904",1752,2024
"ENSG00000163909",203,722
"ENSG00000163913",1295,688
"ENSG00000163918",547,1318
"ENSG00000163923",328,297
"ENSG00000163930",1133,1982
"ENSG00000163931",9944,3473
"ENSG00000163932",689,1338
"ENSG00000163933",645,820
"ENSG00000163935",948,3900
"ENSG00000163938",3516,3640
"ENSG00000163939",6619,7674
"ENSG00000163945",1314,688
"ENSG00000163946",6895,6019
"ENSG00000163947",4333,214
"ENSG00000163950",1637,1855
"ENSG00000163956",3359,1232
"ENSG00000163960",4889,2879
"ENSG00000163961",1558,2997
"ENSG00000163964",893,955
"ENSG00000163975",60,951
"ENSG00000163993",470,2
"ENSG00000163995",80,26
"ENSG00000164002",478,493
"ENSG00000164008",265,229
"ENSG00000164010",374,909
"ENSG00000164011",218,415
"ENSG00000164022",1312,2098
"ENSG00000164023",1662,1380
"ENSG00000164024",2510,2514
"ENSG00000164031",3942,1930
"ENSG00000164032",3996,1879
"ENSG00000164035",101,130
"ENSG00000164038",304,61
"ENSG00000164039",1109,597
"ENSG00000164040",3472,2313
"ENSG00000164045",383,552
"ENSG00000164048",995,515
"ENSG00000164050",4524,3450
"ENSG00000164051",328,933
"ENSG00000164054",2058,2657
"ENSG00000164056",6538,346
"ENSG00000164061",52,55
"ENSG00000164062",2739,1601
"ENSG00000164066",2326,190
"ENSG00000164068",1119,1073
"ENSG00000164070",165,63
"ENSG00000164073",1432,732
"ENSG00000164074",1201,816
"ENSG00000164077",139,379
"ENSG00000164078",1032,1701
"ENSG00000164080",2123,2657
"ENSG00000164081",853,1737
"ENSG00000164086",212,203
"ENSG00000164087",222,348
"ENSG00000164088",193,506
"ENSG00000164091",5407,5659
"ENSG00000164096",3110,1324
"ENSG00000164099",37,58
"ENSG00000164104",1483,4480
"ENSG00000164105",226,532
"ENSG00000164109",624,505
"ENSG00000164111",9231,1027
"ENSG00000164114",2193,148
"ENSG00000164116",4760,118
"ENSG00000164117",591,510
"ENSG00000164118",1033,867
"ENSG00000164120",28,2291
"ENSG00000164124",2613,1552
"ENSG00000164125",7807,1002
"ENSG00000164134",5241,3296
"ENSG00000164136",158,293
"ENSG00000164142",999,1221
"ENSG00000164144",3460,1342
"ENSG00000164151",4615,6680
"ENSG00000164161",872,950
"ENSG00000164162",505,250
"ENSG00000164163",3423,2700
"ENSG00000164164",3413,3948
"ENSG00000164167",301,311
"ENSG00000164168",2547,1081
"ENSG00000164169",902,545
"ENSG00000164171",4668,270
"ENSG00000164172",583,661
"ENSG00000164176",438,462
"ENSG00000164180",2576,2513
"ENSG00000164181",221,2039
"ENSG00000164182",283,118
"ENSG00000164187",2306,4333
"ENSG00000164190",11085,21691
"ENSG00000164197",295,106
"ENSG00000164209",2832,1041
"ENSG00000164211",1183,1521
"ENSG00000164219",2331,1501
"ENSG00000164221",476,300
"ENSG00000164237",281,4529
"ENSG00000164241",290,506
"ENSG00000164244",4015,2880
"ENSG00000164251",4605,2989
"ENSG00000164252",2989,2230
"ENSG00000164253",1519,985
"ENSG00000164258",980,1015
"ENSG00000164266",12,777
"ENSG00000164283",339,107
"ENSG00000164284",1208,1221
"ENSG00000164291",308,174
"ENSG00000164292",1913,2708
"ENSG00000164294",300,259
"ENSG00000164296",341,216
"ENSG00000164300",23552,5790
"ENSG00000164303",75,325
"ENSG00000164305",1766,2435
"ENSG00000164306",610,681
"ENSG00000164307",4313,7392
"ENSG00000164308",923,5257
"ENSG00000164309",518,92
"ENSG00000164318",131,70
"ENSG00000164323",4007,1395
"ENSG00000164327",5317,8032
"ENSG00000164329",3296,1984
"ENSG00000164330",720,232
"ENSG00000164331",1167,430
"ENSG00000164332",1446,655
"ENSG00000164338",1539,574
"ENSG00000164342",85,1029
"ENSG00000164346",2367,621
"ENSG00000164347",2105,1375
"ENSG00000164366",503,613
"ENSG00000164379",628,0
"ENSG00000164402",1541,1900
"ENSG00000164403",142,377
"ENSG00000164405",2252,1869
"ENSG00000164406",84,208
"ENSG00000164414",474,304
"ENSG00000164418",321,242
"ENSG00000164430",765,260
"ENSG00000164440",36,35
"ENSG00000164442",1493,1304
"ENSG00000164463",2228,2635
"ENSG00000164465",1303,652
"ENSG00000164466",2321,1750
"ENSG00000164484",91,1474
"ENSG00000164488",438,82
"ENSG00000164494",1095,551
"ENSG00000164506",4226,5424
"ENSG00000164535",622,885
"ENSG00000164542",838,359
"ENSG00000164543",3638,406
"ENSG00000164548",3882,2861
"ENSG00000164574",6435,605
"ENSG00000164576",1142,809
"ENSG00000164587",10320,6576
"ENSG00000164591",1,32
"ENSG00000164597",4337,3958
"ENSG00000164603",696,715
"ENSG00000164609",2050,1351
"ENSG00000164610",165,226
"ENSG00000164611",709,796
"ENSG00000164615",1246,664
"ENSG00000164626",393,3022
"ENSG00000164631",3119,4646
"ENSG00000164638",14,33
"ENSG00000164647",646,486
"ENSG00000164649",544,362
"ENSG00000164654",2266,1241
"ENSG00000164659",8,51
"ENSG00000164663",356,253
"ENSG00000164674",99,65
"ENSG00000164675",111,264
"ENSG00000164683",277,18
"ENSG00000164684",8175,5202
"ENSG00000164690",2944,1
"ENSG00000164691",36,141
"ENSG00000164692",45345,21432
"ENSG00000164694",289,55
"ENSG00000164695",881,1666
"ENSG00000164713",746,1155
"ENSG00000164715",2355,13809
"ENSG00000164733",32776,6344
"ENSG00000164741",1512,699
"ENSG00000164742",52,148
"ENSG00000164749",597,6966
"ENSG00000164751",1767,730
"ENSG00000164754",8839,19886
"ENSG00000164758",222,389
"ENSG00000164761",49,437
"ENSG00000164764",50,89
"ENSG00000164808",2594,813
"ENSG00000164815",1148,1247
"ENSG00000164818",1027,1700
"ENSG00000164823",1662,1184
"ENSG00000164825",378,88
"ENSG00000164828",8864,5359
"ENSG00000164830",6715,4858
"ENSG00000164855",774,2342
"ENSG00000164867",56,196
"ENSG00000164877",267,2012
"ENSG00000164879",2,588
"ENSG00000164880",2017,3295
"ENSG00000164885",282,311
"ENSG00000164889",1697,3800
"ENSG00000164896",832,2089
"ENSG00000164897",248,864
"ENSG00000164898",66,101
"ENSG00000164902",1451,922
"ENSG00000164904",2230,1584
"ENSG00000164916",1482,6761
"ENSG00000164919",2019,4637
"ENSG00000164920",34,294
"ENSG00000164924",10897,9652
"ENSG00000164930",3995,42
"ENSG00000164932",595,5
"ENSG00000164933",1024,637
"ENSG00000164934",2358,1715
"ENSG00000164938",6838,1062
"ENSG00000164941",3216,3110
"ENSG00000164944",3806,4155
"ENSG00000164946",142,64
"ENSG00000164949",87,190
"ENSG00000164951",2369,1678
"ENSG00000164953",969,448
"ENSG00000164961",3047,3886
"ENSG00000164967",249,386
"ENSG00000164970",146,208
"ENSG00000164975",3645,861
"ENSG00000164976",608,5122
"ENSG00000164978",264,266
"ENSG00000164983",1007,3093
"ENSG00000164985",1495,1786
"ENSG00000164989",424,909
"ENSG00000165006",1591,1919
"ENSG00000165023",45,4
"ENSG00000165025",884,2021
"ENSG00000165028",123,35
"ENSG00000165029",6901,874
"ENSG00000165030",727,1344
"ENSG00000165046",53,23
"ENSG00000165055",834,723
"ENSG00000165060",292,314
"ENSG00000165072",39,70
"ENSG00000165092",1393,63292
"ENSG00000165097",2009,1586
"ENSG00000165102",2999,1016
"ENSG00000165105",2893,3696
"ENSG00000165113",293,495
"ENSG00000165115",1993,468
"ENSG00000165118",599,1758
"ENSG00000165119",15191,14497
"ENSG00000165121",253,221
"ENSG00000165124",1033,974
"ENSG00000165125",0,1180
"ENSG00000165138",1045,4144
"ENSG00000165140",60,4112
"ENSG00000165152",1474,46
"ENSG00000165156",1885,4826
"ENSG00000165168",1012,953
"ENSG00000165169",2561,485
"ENSG00000165175",628,431
"ENSG00000165185",2222,3329
"ENSG00000165188",91,13
"ENSG00000165194",1953,41
"ENSG00000165195",692,593
"ENSG00000165209",4522,2351
"ENSG00000165215",2419,3563
"ENSG00000165219",4566,4035
"ENSG00000165233",332,218
"ENSG00000165238",2233,5512
"ENSG00000165240",1490,747
"ENSG00000165244",469,2074
"ENSG00000165259",54,68
"ENSG00000165264",810,1173
"ENSG00000165271",1033,2082
"ENSG00000165272",566,734
"ENSG00000165275",328,182
"ENSG00000165280",9968,11342
"ENSG00000165282",1298,2292
"ENSG00000165283",1723,2711
"ENSG00000165288",4949,2117
"ENSG00000165304",1178,555
"ENSG00000165312",512,601
"ENSG00000165322",5886,5130
"ENSG00000165323",272,220
"ENSG00000165338",1177,635
"ENSG00000165355",1125,502
"ENSG00000165359",979,355
"ENSG00000165376",5,562
"ENSG00000165389",949,366
"ENSG00000165392",1973,874
"ENSG00000165406",1222,810
"ENSG00000165410",560,425
"ENSG00000165416",3915,2782
"ENSG00000165417",3264,2542
"ENSG00000165424",136,164
"ENSG00000165434",4368,1092
"ENSG00000165449",80,2771
"ENSG00000165457",108,94
"ENSG00000165458",4315,2739
"ENSG00000165474",57,345
"ENSG00000165475",810,1799
"ENSG00000165476",3640,1778
"ENSG00000165480",376,486
"ENSG00000165487",2160,1661
"ENSG00000165490",247,202
"ENSG00000165494",4164,5228
"ENSG00000165495",25,105
"ENSG00000165501",260,625
"ENSG00000165502",1953,1661
"ENSG00000165506",848,563
"ENSG00000165507",419,169
"ENSG00000165511",10,27
"ENSG00000165512",1036,1208
"ENSG00000165516",1427,2606
"ENSG00000165521",76,182
"ENSG00000165525",4848,4617
"ENSG00000165526",848,1036
"ENSG00000165527",3875,5336
"ENSG00000165533",1144,521
"ENSG00000165556",0,1314
"ENSG00000165568",28,34
"ENSG00000165572",635,483
"ENSG00000165591",596,409
"ENSG00000165609",1707,1226
"ENSG00000165617",91,348
"ENSG00000165626",547,757
"ENSG00000165629",5656,3947
"ENSG00000165630",652,215
"ENSG00000165632",582,394
"ENSG00000165633",311,1342
"ENSG00000165637",867,496
"ENSG00000165644",91,57
"ENSG00000165646",98,128
"ENSG00000165650",19988,5485
"ENSG00000165655",550,17
"ENSG00000165660",1110,981
"ENSG00000165661",930,1009
"ENSG00000165669",2680,860
"ENSG00000165671",9426,8744
"ENSG00000165672",4067,3226
"ENSG00000165675",442,447
"ENSG00000165678",2821,3348
"ENSG00000165684",428,429
"ENSG00000165688",1173,1179
"ENSG00000165689",772,844
"ENSG00000165698",112,104
"ENSG00000165699",3350,3344
"ENSG00000165704",495,783
"ENSG00000165714",641,462
"ENSG00000165716",932,57
"ENSG00000165724",422,417
"ENSG00000165730",505,310
"ENSG00000165732",9155,3352
"ENSG00000165733",2720,2075
"ENSG00000165752",184,54
"ENSG00000165757",201,278
"ENSG00000165775",766,484
"ENSG00000165782",677,770
"ENSG00000165792",969,1416
"ENSG00000165795",174,2029
"ENSG00000165801",450,2364
"ENSG00000165802",740,1010
"ENSG00000165804",301,907
"ENSG00000165806",2170,1137
"ENSG00000165807",45,217
"ENSG00000165810",871,451
"ENSG00000165813",7093,2140
"ENSG00000165816",1741,146
"ENSG00000165819",2414,1829
"ENSG00000165821",198,102
"ENSG00000165828",0,215
"ENSG00000165832",1838,901
"ENSG00000165841",4,472
"ENSG00000165861",875,740
"ENSG00000165868",256,445
"ENSG00000165879",150,37
"ENSG00000165886",183,20
"ENSG00000165891",859,1347
"ENSG00000165895",2466,3639
"ENSG00000165898",337,346
"ENSG00000165905",436,1
"ENSG00000165912",903,248
"ENSG00000165914",567,404
"ENSG00000165915",400,420
"ENSG00000165916",1909,2574
"ENSG00000165923",58,320
"ENSG00000165929",6189,2849
"ENSG00000165934",5810,3996
"ENSG00000165943",2280,876
"ENSG00000165948",265,242
"ENSG00000165949",1771,769
"ENSG00000165959",4991,11461
"ENSG00000165966",4,472
"ENSG00000165983",971,560
"ENSG00000165995",23,17
"ENSG00000165997",4866,2037
"ENSG00000166002",24,828
"ENSG00000166004",3442,4390
"ENSG00000166012",8217,4802
"ENSG00000166016",900,308
"ENSG00000166024",1176,1157
"ENSG00000166025",4281,7161
"ENSG00000166033",1990,4118
"ENSG00000166037",3206,4909
