file_id,uniprot_id,ID,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets,struct_score
AF-Q99698-F7-model_v4,Q99698,Q99698-F7,67.4,5.4,8.765,0.124,0.63,2,70.8163832106841
AF-Q9BQQ3-F1-model_v4,Q9BQQ3,Q9BQQ3-F1,35.667,4.222,9.513,0.137,0.63,2,64.1538758029979
AF-Q9BZE3-F1-model_v4,Q9BZE3,Q9BZE3-F1,44.636,5.455,9.839,0.258,0.63,1,65.2850243111832
AF-Q9H5F2-F1-model_v4,Q9H5F2,Q9H5F2-F1,41.467,4.467,19.314,0.275,0.63,1,67.0943085531575
AF-Q9UH77-F1-model_v4,Q9UH77,Q9UH77-F1,19.5,3.875,11.071,0.359,0.63,2,91.526620522962
AF-Q9UHB6-F1-model_v4,Q9UHB6,Q9UHB6-F1,4.667,4.444,12.413,0.388,0.63,1,51.9545738636364
AF-Q9Y5Y0-F1-model_v4,Q9Y5Y0,Q9Y5Y0-F1,65.364,4.091,7.636,0.308,0.63,2,78.9497157745144
AF-A0A075B6U6-F1-model_v4,A0A075B6U6,A0A075B6U6-F1,27.25,3.75,18.347,0.288,0.629,1,89.9850334075724
AF-A0A0A6YYG2-F1-model_v4,A0A0A6YYG2,A0A0A6YYG2-F1,45.417,4.708,19.837,0.072,0.629,1,91.2575367231638
AF-O43929-F1-model_v4,O43929,O43929-F1,14.667,3.667,12.856,0.257,0.629,3,86.3101780163888
AF-O95995-F1-model_v4,O95995,O95995-F1,34.091,4.455,15.682,0.244,0.629,1,84.9935542625854
AF-P00734-F1-model_v4,P00734,P00734-F1,49.455,5,7.081,0.283,0.629,3,84.7516497152156
AF-P10321-F1-model_v4,P10321,P10321-F1,24.529,5.059,14.139,0.3,0.629,1,87.8202312543798
AF-P49366-F1-model_v4,P49366,P49366-F1,7.778,4.333,13.956,0.327,0.629,1,94.0051111111111
AF-P52597-F1-model_v4,P52597,P52597-F1,23.25,4.5,15.211,0.1,0.629,1,65.4952382435378
AF-P78426-F1-model_v4,P78426,P78426-F1,11.8,4.4,11.984,0.336,0.629,1,61.0163274502441
AF-Q05BQ5-F1-model_v4,Q05BQ5,Q05BQ5-F1,23.946,4.25,36.217,0.07,0.629,1,79.6912384025817
AF-Q14573-F1-model_v4,Q14573,Q14573-F1,66.556,5.778,11.541,0.314,0.629,1,74.5639474423834
AF-Q5VXH4-F1-model_v4,Q5VXH4,Q5VXH4-F1,27.909,4.182,12.147,0.072,0.629,1,85.0002558746736
AF-Q6NTF7-F1-model_v4,Q6NTF7,Q6NTF7-F1,14.059,5.824,18.646,0.184,0.629,1,89.806856450636
AF-Q7Z6Z7-F11-model_v4,Q7Z6Z7,Q7Z6Z7-F11,57.727,4.182,13.391,0.129,0.629,1,54.0189566780174
AF-Q8NBT3-F1-model_v4,Q8NBT3,Q8NBT3-F1,41.208,5.042,18.777,0.059,0.629,1,78.9080981439105
AF-Q8NI99-F1-model_v4,Q8NI99,Q8NI99-F1,30.5,4.727,25.938,0.044,0.629,1,74.4351273623665
AF-Q8TD06-F1-model_v4,Q8TD06,Q8TD06-F1,-2.182,4.364,16.818,0.209,0.629,1,88.940193452381
AF-Q92930-F1-model_v4,Q92930,Q92930-F1,17.92,3.52,18.593,0.162,0.629,1,87.021087613293
AF-Q99816-F1-model_v4,Q99816,Q99816-F1,52,4.727,10.168,0.279,0.629,1,83.6162827563895
AF-Q9GZN4-F1-model_v4,Q9GZN4,Q9GZN4-F1,12.727,3.409,13.018,0.258,0.629,1,86.7719055649241
AF-Q9H0R8-F1-model_v4,Q9H0R8,Q9H0R8-F1,55.444,4.667,12.307,0.416,0.629,2,95.1952208835341
AF-Q9H900-F1-model_v4,Q9H900,Q9H900-F1,29.812,4.688,13.256,0.299,0.629,3,82.9809499683344
AF-Q9NUQ3-F1-model_v4,Q9NUQ3,Q9NUQ3-F1,52.727,4.727,11.935,0.285,0.629,1,74.3486624203822
AF-Q9NVD7-F1-model_v4,Q9NVD7,Q9NVD7-F1,13.083,4.667,13.678,0.122,0.629,1,80.3826218487395
AF-Q9UPN9-F1-model_v4,Q9UPN9,Q9UPN9-F1,34.882,4.235,11.702,0.426,0.629,2,62.0918347126705
AF-Q9Y6N7-F1-model_v4,Q9Y6N7,Q9Y6N7-F1,60.5,5.5,11.302,0.106,0.629,1,59.7320080163471
AF-A8MQ11-F1-model_v4,A8MQ11,A8MQ11-F1,55.364,4.455,14.594,0.109,0.628,3,61.9248968105066
AF-A8MYJ7-F1-model_v4,A8MYJ7,A8MYJ7-F1,35.833,4.25,12.091,0.206,0.628,2,87.7993119588111
AF-O15016-F1-model_v4,O15016,O15016-F1,11.357,4.714,15.3,0.311,0.628,1,56.1480577065875
AF-P19835-F1-model_v4,P19835,P19835-F1,47.769,4.462,7.728,0.222,0.628,1,82.0946820292962
AF-P23258-F1-model_v4,P23258,P23258-F1,33.75,4.25,16.591,0.266,0.628,1,91.8263361111111
AF-P35612-F1-model_v4,P35612,P35612-F1,54.1,4.8,7.291,0.218,0.628,1,66.2712014820042
AF-P41134-F1-model_v4,P41134,P41134-F1,71.286,4.857,7.066,0.282,0.628,1,67.4987377777778
AF-Q08AE8-F1-model_v4,Q08AE8,Q08AE8-F1,30.545,4.455,9.499,0.166,0.628,1,64.4854248038725
AF-Q14515-F1-model_v4,Q14515,Q14515-F1,8,3.882,30.693,0.102,0.628,1,59.7018607738998
AF-Q6NZI2-F1-model_v4,Q6NZI2,Q6NZI2-F1,39.333,4.833,9.741,0.248,0.628,1,67.6957030481809
AF-Q86UP3-F5-model_v4,Q86UP3,Q86UP3-F5,33.278,4.111,18.102,0.129,0.628,1,56.3639627949183
AF-Q86X55-F1-model_v4,Q86X55,Q86X55-F1,27.067,3.933,19.908,0.218,0.628,2,79.9784723422645
AF-Q8N3X1-F1-model_v4,Q8N3X1,Q8N3X1-F1,55.625,5.125,7.951,0.181,0.628,2,57.000241633286
AF-Q96LA5-F1-model_v4,Q96LA5,Q96LA5-F1,57.167,4.833,8.516,0.434,0.628,1,79.6382225063939
AF-Q96NJ6-F1-model_v4,Q96NJ6,Q96NJ6-F1,34.211,4.684,22.343,0.168,0.628,1,74.121739345887
AF-Q99424-F1-model_v4,Q99424,Q99424-F1,23.754,4.263,31.847,0.131,0.628,2,94.5705603846865
AF-Q99767-F1-model_v4,Q99767,Q99767-F1,29.091,4.455,13.267,0.066,0.628,1,59.8239563862928
AF-Q9BU19-F1-model_v4,Q9BU19,Q9BU19-F1,55.545,5.182,24.828,0.075,0.628,2,54.2863722792094
AF-Q9BV87-F1-model_v4,Q9BV87,Q9BV87-F1,30.062,4.688,15.245,0.289,0.628,2,70.0125673137132
AF-Q9BXA5-F1-model_v4,Q9BXA5,Q9BXA5-F1,59,4.5,13.718,0.166,0.628,1,87.1108260233918
AF-Q9H251-F1-model_v4,Q9H251,Q9H251-F1,46.692,4.769,12.59,0.098,0.628,2,82.8676031994116
AF-Q9H9E1-F1-model_v4,Q9H9E1,Q9H9E1-F1,51.5,4,17.314,0.039,0.628,1,68.1651166666667
AF-Q9NR48-F9-model_v4,Q9NR48,Q9NR48-F9,27.5,4.214,15.454,0.13,0.628,1,61.8817702004172
AF-Q9NV35-F1-model_v4,Q9NV35,Q9NV35-F1,30.765,3.765,11.497,0.302,0.628,1,92.9283105022831
AF-A2PYH4-F1-model_v4,A2PYH4,A2PYH4-F1,37.706,4.529,16.357,0.156,0.627,1,65.479327326802
AF-O00212-F1-model_v4,O00212,O00212-F1,23.943,3.714,25.618,0.14,0.627,1,89.3291135397693
AF-O60583-F1-model_v4,O60583,O60583-F1,37.545,4.818,9.17,0.204,0.627,2,59.9520358334797
AF-O95900-F1-model_v4,O95900,O95900-F1,5.25,3.438,15.864,0.163,0.627,1,86.394133385033
AF-P20393-F1-model_v4,P20393,P20393-F1,84.357,5.071,7.065,0.134,0.627,2,64.3135284066638
AF-P22736-F1-model_v4,P22736,P22736-F1,49.083,4,7.941,0.24,0.627,1,66.8528445424476
AF-P49761-F1-model_v4,P49761,P49761-F1,12.619,4.429,28.066,0.071,0.627,1,69.5971028758927
AF-Q12933-F1-model_v4,Q12933,Q12933-F1,62.6,4.6,9.042,0.254,0.627,1,90.7967957927142
AF-Q13277-F1-model_v4,Q13277,Q13277-F1,24.214,4.429,10.361,0.3,0.627,1,83.3902497846684
AF-Q5H9M0-F1-model_v4,Q5H9M0,Q5H9M0-F1,40.143,5.429,8.808,0.162,0.627,3,62.6242000722282
AF-Q68D86-F1-model_v4,Q68D86,Q68D86-F1,61.75,6.5,8.845,0.4,0.627,2,77.1232837933475
AF-Q6PKC3-F1-model_v4,Q6PKC3,Q6PKC3-F1,29.429,5,14.354,0.123,0.627,2,71.4790976768066
AF-Q6UVK1-F1-model_v4,Q6UVK1,Q6UVK1-F1,18.071,3,13.798,0.167,0.627,1,76.0164472716992
AF-Q86WA8-F1-model_v4,Q86WA8,Q86WA8-F1,27.818,4.182,15.273,0.326,0.627,2,77.2910358325805
AF-Q8IY81-F1-model_v4,Q8IY81,Q8IY81-F1,21.722,4.722,18.262,0.152,0.627,1,71.6398881036514
AF-Q8NGP2-F1-model_v4,Q8NGP2,Q8NGP2-F1,73.875,4.375,7.286,0.206,0.627,2,89.2268465565848
AF-Q8TE73-F8-model_v4,Q8TE73,Q8TE73-F8,38.941,4.118,15.942,0.404,0.627,2,87.625687427604
AF-Q8TF40-F1-model_v4,Q8TF40,Q8TF40-F1,22.429,4.667,20.079,0.076,0.627,2,55.8403590192644
AF-Q96AY3-F1-model_v4,Q96AY3,Q96AY3-F1,45.045,4.909,14.17,0.217,0.627,1,89.2927721238938
AF-Q96BQ1-F1-model_v4,Q96BQ1,Q96BQ1-F1,67.667,5.667,10.631,0.317,0.627,1,90.7892057142857
AF-Q96QU1-F1-model_v4,Q96QU1,Q96QU1-F1,54,4.833,9.619,0.205,0.627,3,66.8003622854889
AF-Q9H222-F1-model_v4,Q9H222,Q9H222-F1,54.857,5,7.735,0.308,0.627,1,85.9358791208791
AF-Q9NYQ8-F10-model_v4,Q9NYQ8,Q9NYQ8-F10,21.267,4.267,14.559,0.096,0.627,1,84.4605692251194
AF-Q9Y2G5-F1-model_v4,Q9Y2G5,Q9Y2G5-F1,34.833,3.833,9.316,0.293,0.627,1,90.9429120723777
AF-A6NGY3-F1-model_v4,A6NGY3,A6NGY3-F1,4.8,4.9,11.496,0.348,0.626,1,74.9102707006369
AF-O95071-F4-model_v4,O95071,O95071-F4,7.474,4.105,14.785,0.159,0.626,2,65.6070916037648
AF-P00749-F1-model_v4,P00749,P00749-F1,25.938,4.562,17.021,0.414,0.626,1,82.3034746760895
AF-P05937-F1-model_v4,P05937,P05937-F1,13.5,4.167,13.312,0.39,0.626,1,81.5745398481973
AF-P06737-F1-model_v4,P06737,P06737-F1,10.5,4.273,9.926,0.333,0.626,1,92.8947233172726
AF-P0DPK4-F1-model_v4,P0DPK4,P0DPK4-F1,31.111,4.778,14.578,0.305,0.626,1,88.5276107683679
AF-P13236-F1-model_v4,P13236,P13236-F1,32.286,5.286,9.507,0.27,0.626,1,88.9764185393258
AF-P36406-F1-model_v4,P36406,P36406-F1,16.111,4.222,16.343,0.206,0.626,1,82.6360562123578
AF-P48444-F1-model_v4,P48444,P48444-F1,15,4.909,15.871,0.247,0.626,1,84.2577337322363
AF-P48668-F1-model_v4,P48668,P48668-F1,37.25,4.125,14.594,0.434,0.626,2,69.7527775142315
AF-P67812-F1-model_v4,P67812,P67812-F1,41.6,4,16.107,0.193,0.626,1,90.2904536082474
AF-Q04695-F1-model_v4,Q04695,Q04695-F1,20.091,4,18.613,0.276,0.626,1,79.6090828138914
AF-Q0GE19-F1-model_v4,Q0GE19,Q0GE19-F1,85.889,5.222,7.044,0.168,0.626,1,85.6371396140749
AF-Q29RF7-F1-model_v4,Q29RF7,Q29RF7-F1,23.042,4.458,23.454,0.05,0.626,2,82.679760846961
AF-Q5TF58-F1-model_v4,Q5TF58,Q5TF58-F1,42.7,4.9,14.41,0.162,0.626,1,69.2019571179257
AF-Q5VT66-F1-model_v4,Q5VT66,Q5VT66-F1,23.158,4.263,13.708,0.224,0.626,1,91.5527741935484
AF-Q6B0I6-F1-model_v4,Q6B0I6,Q6B0I6-F1,22.778,4.148,12.24,0.3,0.626,1,74.4227307971892
AF-Q86V71-F1-model_v4,Q86V71,Q86V71-F1,21.75,4.875,10.166,0.155,0.626,1,72.7093094629156
AF-Q8N8Q8-F1-model_v4,Q8N8Q8,Q8N8Q8-F1,49.333,5.083,11.235,0.076,0.626,1,83.902132212457
AF-Q8WXH0-F12-model_v4,Q8WXH0,Q8WXH0-F12,11.909,4.879,25.184,0.105,0.626,2,79.3538660698613
AF-Q8WXX0-F6-model_v4,Q8WXX0,Q8WXX0-F6,10.087,4.13,28.931,0.352,0.626,2,89.3561267418124
AF-Q8WZ42-F46-model_v4,Q8WZ42,Q8WZ42-F46,63.5,5.2,9.554,0.129,0.626,1,65.8091626987692
AF-Q92805-F1-model_v4,Q92805,Q92805-F1,32,5,8.365,0.379,0.626,4,78.9251724137931
AF-Q969J3-F1-model_v4,Q969J3,Q969J3-F1,69.75,4.25,8.147,0.284,0.626,2,80.354658944659
AF-Q9BWQ6-F1-model_v4,Q9BWQ6,Q9BWQ6-F1,45.5,4.3,7.265,0.077,0.626,1,76.1666666666667
AF-Q9GZN7-F1-model_v4,Q9GZN7,Q9GZN7-F1,47.182,5.091,12.361,0.252,0.626,1,89.5926816380449
AF-Q9Y3B1-F1-model_v4,Q9Y3B1,Q9Y3B1-F1,37.273,3.955,16.581,0.355,0.626,2,83.0931875414182
AF-Q9Y6U3-F1-model_v4,Q9Y6U3,Q9Y6U3-F1,13.417,4.042,19.236,0.209,0.626,1,82.0766502202643
AF-A0A087X0M5-F1-model_v4,A0A087X0M5,A0A087X0M5-F1,30.278,4.333,17.382,0.356,0.625,1,91.9094175824176
AF-A6NLP5-F1-model_v4,A6NLP5,A6NLP5-F1,73.5,4.5,7.694,0.21,0.625,1,84.0988054607509
AF-P14653-F1-model_v4,P14653,P14653-F1,37.571,4.857,9.891,0.29,0.625,1,63.1374185022026
AF-P18859-F1-model_v4,P18859,P18859-F1,44.75,4.125,10.809,0.215,0.625,1,83.3135810810811
AF-P22914-F1-model_v4,P22914,P22914-F1,36.273,5.182,9.246,0.397,0.625,1,95.5894312796209
AF-P67775-F1-model_v4,P67775,P67775-F1,0.75,4.812,12.997,0.575,0.625,2,94.7752774451098
AF-Q5BKY9-F1-model_v4,Q5BKY9,Q5BKY9-F1,42.75,5.25,7.26,0.433,0.625,2,62.0629859013092
AF-Q7Z422-F1-model_v4,Q7Z422,Q7Z422-F1,2.286,3.286,11.693,0.278,0.625,2,67.4191213389121
AF-Q8N9T2-F1-model_v4,Q8N9T2,Q8N9T2-F1,97.6,6.4,8.152,0.121,0.625,2,58.7187963891675
AF-Q8NG66-F1-model_v4,Q8NG66,Q8NG66-F1,8.5,4.5,15.979,0.105,0.625,2,67.3303583124639
AF-Q8WZ42-F148-model_v4,Q8WZ42,Q8WZ42-F148,31.286,3.857,12.335,0.286,0.625,2,88.2413484486873
AF-Q96A57-F1-model_v4,Q96A57,Q96A57-F1,68.167,6.333,8.58,0.358,0.625,1,80.4770663811563
AF-Q96M86-F15-model_v4,Q96M86,Q96M86-F15,36.426,4.234,33.295,0.065,0.625,3,76.4653424159855
AF-Q9BQ70-F1-model_v4,Q9BQ70,Q9BQ70-F1,37.917,4.417,9.074,0.135,0.625,2,72.7327628407194
AF-Q9H4K1-F1-model_v4,Q9H4K1,Q9H4K1-F1,17.333,5.444,16.392,0.365,0.625,1,86.7487370730179
AF-Q9UJA9-F1-model_v4,Q9UJA9,Q9UJA9-F1,18.25,4.107,30.852,0.091,0.625,1,88.9586497672012
AF-Q9UJS0-F1-model_v4,Q9UJS0,Q9UJS0-F1,37.714,3.81,14.504,0.159,0.625,2,81.3233791523482
AF-Q9Y2L9-F1-model_v4,Q9Y2L9,Q9Y2L9-F1,38.455,4.636,8.827,0.379,0.625,1,63.9553007585112
AF-A6NIE9-F1-model_v4,A6NIE9,A6NIE9-F1,12.062,3.812,11.53,0.326,0.624,2,82.488182952183
AF-A6NNB3-F1-model_v4,A6NNB3,A6NNB3-F1,46.875,5,11.206,0.291,0.624,1,65.2887869822485
AF-O60894-F1-model_v4,O60894,O60894-F1,26.727,4.909,10.361,0.355,0.624,1,89.9139782244556
AF-O75694-F1-model_v4,O75694,O75694-F1,24.786,4.429,31.731,0.169,0.624,2,83.8223181359508
AF-P05388-F1-model_v4,P05388,P05388-F1,46.5,4,8.723,0.351,0.624,2,80.630415282392
AF-P12270-F1-model_v4,P12270,P12270-F1,14.786,4.714,10.996,0.223,0.624,1,61.4391914120914
AF-P26641-F1-model_v4,P26641,P26641-F1,54.538,5,10.458,0.33,0.624,1,86.4416295460953
AF-P35914-F1-model_v4,P35914,P35914-F1,23.727,4.091,10.13,0.355,0.624,1,92.2067346938776
AF-Q14344-F1-model_v4,Q14344,Q14344-F1,33.583,4.083,10.545,-0.012,0.624,1,91.5068409164247
AF-Q16384-F1-model_v4,Q16384,Q16384-F1,21.217,4.391,23.155,0.026,0.624,1,69.3626718547341
AF-Q8N6L7-F1-model_v4,Q8N6L7,Q8N6L7-F1,58.5,4.5,8.563,0.278,0.624,1,73.2527224334601
AF-Q8N9H8-F1-model_v4,Q8N9H8,Q8N9H8-F1,36.958,4.833,17.487,0.257,0.624,1,79.6269096812279
AF-Q8NF91-F8-model_v4,Q8NF91,Q8NF91-F8,14.615,4.615,16.556,0.334,0.624,3,82.8961776509409
AF-Q96E14-F1-model_v4,Q96E14,Q96E14-F1,26.5,4.25,10.13,0.286,0.624,1,89.8118485121731
AF-Q96S82-F1-model_v4,Q96S82,Q96S82-F1,27,3.8,14.521,0.208,0.624,1,68.6929835029835
AF-Q99962-F1-model_v4,Q99962,Q99962-F1,65.444,4.222,8.637,0.255,0.624,2,86.358298251873
AF-Q99996-F14-model_v4,Q99996,Q99996-F14,16.778,4.889,11.214,0.142,0.624,1,70.3296131234591
AF-Q9GZZ6-F1-model_v4,Q9GZZ6,Q9GZZ6-F1,54.143,5.286,8.786,0.176,0.624,1,83.1397939324556
AF-Q9P242-F1-model_v4,Q9P242,Q9P242-F1,13.5,4.5,10.57,0.299,0.624,1,54.8157113985449
AF-Q9UGQ2-F1-model_v4,Q9UGQ2,Q9UGQ2-F1,30.559,4.029,24.714,0.043,0.624,2,62.8000231839258
AF-Q9Y493-F9-model_v4,Q9Y493,Q9Y493-F9,36.25,4.083,7.244,0.106,0.624,1,75.1193675287981
AF-Q9Y5G3-F1-model_v4,Q9Y5G3,Q9Y5G3-F1,59.8,4.6,7.917,0.109,0.624,2,75.2197294234311
AF-Q9Y5G6-F1-model_v4,Q9Y5G6,Q9Y5G6-F1,33,4.071,13.858,0.155,0.624,1,75.2538299357721
AF-A2A3L6-F1-model_v4,A2A3L6,A2A3L6-F1,22.083,3.792,17.282,0.071,0.623,1,73.4796170212766
AF-D6RF30-F1-model_v4,D6RF30,D6RF30-F1,37.75,5.5,17.81,0.334,0.623,1,69.9247290028962
AF-H0YKK7-F1-model_v4,H0YKK7,H0YKK7-F1,70.8,5.2,8.117,0.255,0.623,1,75.5059898139947
AF-O15061-F1-model_v4,O15061,O15061-F1,56.167,4.167,12.326,0.091,0.623,2,50.0033659861706
AF-O75333-F1-model_v4,O75333,O75333-F1,57.4,4.333,8.999,0.036,0.623,1,69.3995117056856
AF-O75494-F1-model_v4,O75494,O75494-F1,21.923,4.692,14.286,0.187,0.623,1,60.4189759855007
AF-P22105-F1-model_v4,P22105,P22105-F1,36.333,3.444,8.331,0.158,0.623,1,75.2812237425323
AF-P28039-F1-model_v4,P28039,P28039-F1,33.667,4,10.285,0.066,0.623,1,90.4636932809773
AF-P48539-F1-model_v4,P48539,P48539-F1,31,3.25,9.877,0.348,0.623,1,77.7962315789474
AF-P68431-F1-model_v4,P68431,P68431-F1,82.375,4.5,7.011,0.351,0.623,1,87.2869195189639
AF-Q08334-F1-model_v4,Q08334,Q08334-F1,18.6,4.4,9.876,0.365,0.623,1,82.6319854070661
AF-Q14185-F1-model_v4,Q14185,Q14185-F1,29.385,4.846,10.765,0.131,0.623,1,80.1795717584955
AF-Q5TYX0-F1-model_v4,Q5TYX0,Q5TYX0-F1,27.333,4.333,7.233,0.288,0.623,2,84.9714923036786
AF-Q6N022-F3-model_v4,Q6N022,Q6N022-F3,44.562,4.812,13.118,0.354,0.623,2,83.6854583802025
AF-Q7Z6Z7-F7-model_v4,Q7Z6Z7,Q7Z6Z7-F7,38.067,4.333,11.078,0.133,0.623,2,65.3840712303423
AF-Q8IV36-F1-model_v4,Q8IV36,Q8IV36-F1,5.345,4.138,24.238,0.392,0.623,2,85.2727310454908
AF-Q8IY45-F1-model_v4,Q8IY45,Q8IY45-F1,35.6,4.6,9.233,0.364,0.623,1,90.9556111111111
AF-Q8WU79-F1-model_v4,Q8WU79,Q8WU79-F1,3.818,3.909,12.753,0.342,0.623,1,63.8336372007366
AF-Q96MZ0-F1-model_v4,Q96MZ0,Q96MZ0-F1,32.423,4.385,14.989,0.13,0.623,1,78.7649746364559
AF-Q9BSH5-F1-model_v4,Q9BSH5,Q9BSH5-F1,36.696,5.087,18.97,0.21,0.623,1,95.8409201213347
AF-Q9H1M3-F1-model_v4,Q9H1M3,Q9H1M3-F1,74.375,4.875,7.237,0.242,0.623,1,61.6564290755116
AF-Q9H7T0-F1-model_v4,Q9H7T0,Q9H7T0-F1,71.444,4.778,7.895,0.158,0.623,2,85.1011217662801
AF-Q9UBN6-F1-model_v4,Q9UBN6,Q9UBN6-F1,83.125,4.5,8.107,0.285,0.623,3,60.8555190133607
AF-Q9UHX1-F1-model_v4,Q9UHX1,Q9UHX1-F1,39.81,3.857,19.352,0.146,0.623,1,68.4020523809524
AF-Q9UKI9-F1-model_v4,Q9UKI9,Q9UKI9-F1,55,5.286,11.011,0.009,0.623,1,60.4454837740385
AF-A6NHL2-F1-model_v4,A6NHL2,A6NHL2-F1,20.444,4.778,14.256,0.166,0.622,1,91.2046776953793
AF-P02461-F1-model_v4,P02461,P02461-F1,36.375,3.625,8.863,0.041,0.622,1,54.3746488260023
AF-P0CW20-F1-model_v4,P0CW20,P0CW20-F1,61.25,5,7.437,0.134,0.622,1,73.498588362069
AF-P49590-F1-model_v4,P49590,P49590-F1,87.667,5,7.006,0.13,0.622,2,88.4432163449486
AF-P51965-F1-model_v4,P51965,P51965-F1,3.625,3.75,12.298,0.295,0.622,1,86.98352
AF-Q13115-F1-model_v4,Q13115,Q13115-F1,28.846,4.538,12.999,0.258,0.622,1,78.3016328566678
AF-Q2NL98-F1-model_v4,Q2NL98,Q2NL98-F1,31.143,4,10.323,0.397,0.622,1,86.5661937984496
AF-Q5JST6-F1-model_v4,Q5JST6,Q5JST6-F1,17.357,5,17.539,0.236,0.622,2,81.6771284879948
AF-Q6IEE8-F1-model_v4,Q6IEE8,Q6IEE8-F1,11.2,4.4,24.887,0.144,0.622,1,82.527171331637
AF-Q6YHU6-F1-model_v4,Q6YHU6,Q6YHU6-F1,28.312,4.625,13.04,0.124,0.622,2,80.2123426641554
AF-Q6ZNJ1-F8-model_v4,Q6ZNJ1,Q6ZNJ1-F8,16.567,4.167,18.938,0.272,0.622,4,82.7037411498159
AF-Q6ZUX7-F1-model_v4,Q6ZUX7,Q6ZUX7-F1,75,4,6.997,0.12,0.622,2,82.4090623179965
AF-Q7Z3U7-F1-model_v4,Q7Z3U7,Q7Z3U7-F1,14.385,4.231,19.994,0.166,0.622,1,78.0026925953627
AF-Q7Z408-F1-model_v4,Q7Z408,Q7Z408-F1,31.519,4.111,17.597,0.107,0.622,1,81.2065933253213
AF-Q86SX3-F1-model_v4,Q86SX3,Q86SX3-F1,41.333,4.867,13.231,0.128,0.622,1,64.7792311729205
AF-Q86XH1-F1-model_v4,Q86XH1,Q86XH1-F1,31.48,4.28,20.267,0.16,0.622,2,78.167862891207207
AF-Q86YV9-F1-model_v4,Q86YV9,Q86YV9-F1,49,4.182,12.523,0.147,0.622,2,78.2969451563301
AF-Q8IYW2-F6-model_v4,Q8IYW2,Q8IYW2-F6,41.087,4.348,20.227,0.084,0.622,1,72.2104047140508
AF-Q8N3D4-F1-model_v4,Q8N3D4,Q8N3D4-F1,10.333,4.333,20.699,0.123,0.622,1,50.1757788148279
AF-Q96KJ9-F1-model_v4,Q96KJ9,Q96KJ9-F1,44.1,5.6,11.19,0.266,0.622,1,81.4844744318182
AF-Q99698-F3-model_v4,Q99698,Q99698-F3,29.818,3.409,18.54,0.044,0.622,1,70.4124007595623
AF-Q9BZD4-F1-model_v4,Q9BZD4,Q9BZD4-F1,42.667,4.75,14.571,0.317,0.622,2,89.4283280839895
AF-Q9H1Z9-F1-model_v4,Q9H1Z9,Q9H1Z9-F1,44.923,4.231,8.1,0.262,0.622,1,77.67391015625
AF-Q9H2J4-F1-model_v4,Q9H2J4,Q9H2J4-F1,38.75,5.75,14.994,0.253,0.622,1,80.5044925296239
AF-Q9UHK6-F1-model_v4,Q9UHK6,Q9UHK6-F1,72.364,4.273,7,0.207,0.622,1,95.7388322147651
AF-Q9UQ13-F1-model_v4,Q9UQ13,Q9UQ13-F1,3.579,4.263,14.34,0.275,0.622,1,88.0783278400352
AF-A0A075B6I9-F1-model_v4,A0A075B6I9,A0A075B6I9-F1,64.333,4.833,9.002,0.195,0.621,1,88.5404214123007
AF-A0A1W2PPD8-F1-model_v4,A0A1W2PPD8,A0A1W2PPD8-F1,23.862,4.207,14.265,0.06,0.621,1,67.448042042042
AF-A0A2R8YFM6-F1-model_v4,A0A2R8YFM6,A0A2R8YFM6-F1,35.231,4.615,16.492,-0.016,0.621,1,66.6916935483871
AF-O00257-F1-model_v4,O00257,O00257-F1,45.75,5.625,10.079,0.098,0.621,1,54.7085965317919
AF-O00590-F1-model_v4,O00590,O00590-F1,78,4.667,6.99,0.22,0.621,2,80.0169468882372
AF-O15455-F1-model_v4,O15455,O15455-F1,23.5,5,10.749,0.308,0.621,2,91.2193543543544
AF-P10253-F1-model_v4,P10253,P10253-F1,15,3.909,16.221,0.126,0.621,1,92.3992642905178
AF-P22105-F10-model_v4,P22105,P22105-F10,60.385,4.385,10.076,0.142,0.621,2,79.4200262098661
AF-P28336-F1-model_v4,P28336,P28336-F1,62.333,4.667,8.877,0.352,0.621,2,79.8051459494916
AF-P80404-F1-model_v4,P80404,P80404-F1,35.417,4.75,10.732,0.258,0.621,2,94.0412953629032
AF-Q03164-F5-model_v4,Q03164,Q03164-F5,44,4.182,11.407,0.261,0.621,4,60.2675149178371
AF-Q14249-F1-model_v4,Q14249,Q14249-F1,57.182,4.545,12.503,0.397,0.621,1,85.8432378472222
AF-Q15398-F1-model_v4,Q15398,Q15398-F1,23.765,4,16.729,0.071,0.621,1,56.3710199490026
AF-Q5BJF2-F1-model_v4,Q5BJF2,Q5BJF2-F1,44.857,5,8.987,0.154,0.621,2,90.8198985801217
AF-Q8TDG2-F1-model_v4,Q8TDG2,Q8TDG2-F1,13.432,3.545,24.93,0.06,0.621,1,92.9617725409836
AF-Q8TE73-F13-model_v4,Q8TE73,Q8TE73-F13,30.214,3.714,14.701,0.238,0.621,1,83.6195726801359
AF-Q92736-F6-model_v4,Q92736,Q92736-F6,63.455,4.182,9.639,0.132,0.621,2,81.8007558401732
AF-Q9BYX2-F1-model_v4,Q9BYX2,Q9BYX2-F1,21.125,4.625,17.821,0.225,0.621,1,75.3743519267044
AF-Q9H239-F1-model_v4,Q9H239,Q9H239-F1,33.88,4.24,20.5,0.275,0.621,1,80.0363238459699
