"","gene_id","gene_name","unstranded_1"
"36414","ENSG00000242547.3","RN7SL169P",0
"36415","ENSG00000242550.6","SERPINB10",0
"36416","ENSG00000242551.2","POU5F1P6",3
"36417","ENSG00000242552.1","MRPL42P4",0
"36418","ENSG00000242553.1","AP001432.1",49
"36419","ENSG00000242559.3","RN7SL144P",2
"36420","ENSG00000242560.3","RN7SL797P",0
"36421","ENSG00000242561.1","ATP5MGP5",0
"36422","ENSG00000242562.1","DCAF13P1",12
"36423","ENSG00000242565.3","RN7SL372P",0
"36424","ENSG00000242568.1","AC121764.2",0
"36425","ENSG00000242571.1","RPL21P11",10
"36426","ENSG00000242573.1","ACTR3P3",0
"36427","ENSG00000242574.9","HLA-DMB",4761
"36428","ENSG00000242575.1","TUBAP13",8
"36429","ENSG00000242578.1","AC073288.2",21
"36430","ENSG00000242580.1","IGKV1D-43",17
"36431","ENSG00000242583.1","KMT5AP3",3
"36432","ENSG00000242586.1","AC108740.1",0
"36433","ENSG00000242588.6","AC108010.1",109
"36434","ENSG00000242590.1","AL645608.5",0
"36435","ENSG00000242593.7","AC006148.1",2
"36436","ENSG00000242595.1","RPL26P26",0
"36437","ENSG00000242598.1","MED28P8",0
"36438","ENSG00000242599.7","CSAG4",208
"36439","ENSG00000242600.8","MBL1P",2
"36440","ENSG00000242602.1","RPL35AP13",5
"36441","ENSG00000242607.1","RPS3AP34",6
"36442","ENSG00000242608.1","RPS23P5",0
"36443","ENSG00000242609.1","CCDC137P",0
"36444","ENSG00000242610.2","OR5BH1P",17
"36445","ENSG00000242611.2","AC093627.6",2
"36446","ENSG00000242612.7","DECR2",1106
"36447","ENSG00000242613.1","AC063952.3",0
"36448","ENSG00000242614.3","RN7SL164P",0
"36449","ENSG00000242615.1","AC022415.1",108
"36450","ENSG00000242616.4","GNG10",7
"36451","ENSG00000242618.2","AC112219.1",0
"36452","ENSG00000242622.2","AC092910.3",358
"36453","ENSG00000242628.6","AC009228.1",24
"36454","ENSG00000242634.1","RPS24P16",6
"36455","ENSG00000242635.2","RPS14P7",0
"36456","ENSG00000242636.1","RPL21P129",2
"36457","ENSG00000242638.3","RN7SL294P",0
"36458","ENSG00000242640.1","RPS29P11",10
"36459","ENSG00000242641.6","LINC00971",1
"36460","ENSG00000242650.3","RN7SL292P",0
"36461","ENSG00000242651.3","RN7SL862P",0
"36462","ENSG00000242653.3","RN7SL132P",0
"36463","ENSG00000242654.1","RPL32P14",0
"36464","ENSG00000242657.3","RN7SL581P",0
"36465","ENSG00000242659.1","AC108693.2",4
"36466","ENSG00000242660.1","AC015911.1",4
"36467","ENSG00000242661.1","RPS3AP43",13
"36468","ENSG00000242667.1","AC087385.2",9
"36469","ENSG00000242668.3","RN7SL317P",0
"36470","ENSG00000242670.1","RPL22P13",1
"36471","ENSG00000242671.2","LINC02010",0
"36472","ENSG00000242673.3","RN7SL167P",0
"36473","ENSG00000242675.1","RPS16P9",41
"36474","ENSG00000242683.1","RPL12P21",4
"36475","ENSG00000242686.4","PDE6B-AS1",2
"36476","ENSG00000242688.3","RN7SL304P",2
"36477","ENSG00000242689.3","CNTF",81
"36478","ENSG00000242692.1","RPS27AP1",13
"36479","ENSG00000242696.3","RN7SL40P",0
"36480","ENSG00000242697.2","RPL5P12",7
"36481","ENSG00000242699.3","RN7SL516P",0
"36482","ENSG00000242703.1","CCT4P1",1
"36483","ENSG00000242705.1","ICE2P2",0
"36484","ENSG00000242706.2","RPS27AP9",5
"36485","ENSG00000242707.3","RN7SL362P",0
"36486","ENSG00000242709.1","RPL30P9",0
"36487","ENSG00000242715.8","CCDC169",1
"36488","ENSG00000242719.3","RN7SL806P",6
"36489","ENSG00000242727.2","AC104687.1",1
"36490","ENSG00000242728.1","UQCRHP4",2
"36491","ENSG00000242729.1","AC021006.1",0
"36492","ENSG00000242731.3","FAM86LP",2
"36493","ENSG00000242732.4","RTL5",435
"36494","ENSG00000242735.1","RPSAP26",0
"36495","ENSG00000242736.1","TRBV1",0
"36496","ENSG00000242737.1","AC012170.1",14
"36497","ENSG00000242741.2","LINC02005",4
"36498","ENSG00000242747.1","AC090515.1",8
"36499","ENSG00000242748.1","RPL23AP81",6
"36500","ENSG00000242752.3","NMTRQ-TTG12-1",1
"36501","ENSG00000242753.2","AL445430.2",2
"36502","ENSG00000242756.2","RHOT1P3",2
"36503","ENSG00000242757.1","AL606462.1",0
"36504","ENSG00000242759.8","LINC00882",77
"36505","ENSG00000242764.3","RN7SL824P",0
"36506","ENSG00000242766.1","IGKV1D-17",223
"36507","ENSG00000242767.1","ZBTB20-AS4",6
"36508","ENSG00000242768.2","AC096576.1",1
"36509","ENSG00000242769.3","RN7SL432P",0
"36510","ENSG00000242770.2","CD200R1L-AS1",10
"36511","ENSG00000242771.1","TRBV5-2",0
"36512","ENSG00000242775.1","AC121764.3",0
"36513","ENSG00000242779.7","ZNF702P",757
"36514","ENSG00000242781.2","LINC02050",1
"36515","ENSG00000242790.1","AC104831.1",0
"36516","ENSG00000242791.2","AC117395.1",7
"36517","ENSG00000242793.1","AC135999.1",0
"36518","ENSG00000242794.2","RN7SL299P",0
"36519","ENSG00000242795.2","AC007849.1",627
"36520","ENSG00000242797.3","GLYCTK-AS1",86
"36521","ENSG00000242798.1","AC073842.2",23
"36522","ENSG00000242802.9","AP5Z1",2017
"36523","ENSG00000242807.1","RPL26P31",0
"36524","ENSG00000242808.10","SOX2-OT",28
"36525","ENSG00000242810.1","MRPL42P6",0
"36526","ENSG00000242811.3","RN7SL229P",0
"36527","ENSG00000242814.2","AC113398.1",0
"36528","ENSG00000242816.2","AC092691.3",0
"36529","ENSG00000242818.3","RN7SL846P",1
"36530","ENSG00000242828.1","AC068756.1",0
"36531","ENSG00000242829.1","RPS26P21",0
"36532","ENSG00000242834.1","RPL7AP56",0
"36533","ENSG00000242836.1","MTCO3P35",0
"36534","ENSG00000242837.1","RPL21P13",2
"36535","ENSG00000242841.1","KRT8P35",3
"36536","ENSG00000242849.2","ALDOAP1",9
"36537","ENSG00000242850.3","RPL23AP68",0
"36538","ENSG00000242852.7","ZNF709",96
"36539","ENSG00000242853.3","RN7SL749P",0
"36540","ENSG00000242854.1","DNM1P24",0
"36541","ENSG00000242855.3","RN7SL496P",0
"36542","ENSG00000242856.3","VN1R105P",0
"36543","ENSG00000242858.1","AC020899.1",22
"36544","ENSG00000242860.3","RN7SL180P",18
"36545","ENSG00000242861.1","AL591895.1",240
"36546","ENSG00000242863.3","RN7SL677P",0
"36547","ENSG00000242865.3","RN7SL244P",0
"36548","ENSG00000242866.10","STRC",1
"36549","ENSG00000242875.6","RBMY1B",0
"36550","ENSG00000242876.3","RN7SL812P",8
"36551","ENSG00000242880.2","AC026341.1",7
"36552","ENSG00000242882.1","RPL5P11",12
"36553","ENSG00000242887.1","IGHJ3",27
"36554","ENSG00000242888.1","AL133368.1",7
"36555","ENSG00000242889.3","RN7SL449P",1
"36556","ENSG00000242893.3","RN7SL413P",0
"36557","ENSG00000242894.3","RN7SL634P",0
"36558","ENSG00000242899.1","RPL7P16",6
"36559","ENSG00000242902.1","FLNC-AS1",2
"36560","ENSG00000242908.6","AADACL2-AS1",2
"36561","ENSG00000242911.1","AC140059.1",1
"36562","ENSG00000242912.3","RN7SL384P",2
"36563","ENSG00000242915.1","SNRPGP7",0
"36564","ENSG00000242922.2","RPL21P104",0
"36565","ENSG00000242925.1","PLCH1-AS2",1
"36566","ENSG00000242928.3","RN7SL868P",0
"36567","ENSG00000242931.1","RPL7P49",8
"36568","ENSG00000242936.1","RPL30P6",0
"36569","ENSG00000242941.1","RPL12P7",0
"36570","ENSG00000242943.1","NKAIN1P1",0
"36571","ENSG00000242945.2","RPL29P32",0
"36572","ENSG00000242948.1","EPS15P1",1
"36573","ENSG00000242950.7","ERVW-1",36
"36574","ENSG00000242951.1","AC007182.2",56
"36575","ENSG00000242952.1","RPSAP3",17
"36576","ENSG00000242953.1","AC139453.1",0
"36577","ENSG00000242958.1","AC040975.1",0
"36578","ENSG00000242960.1","FTH1P23",117
"36579","ENSG00000242963.1","AC026336.1",1
"36580","ENSG00000242968.1","AC096992.1",0
"36581","ENSG00000242970.2","AC068522.1",26
"36582","ENSG00000242971.3","RN7SL233P",3
"36583","ENSG00000242973.6","AL591242.1",1
"36584","ENSG00000242976.3","RN7SL177P",0
"36585","ENSG00000242978.1","PPIAP83",1
"36586","ENSG00000242979.1","RPS15AP18",0
"36587","ENSG00000242983.1","CABYRP1",0
"36588","ENSG00000242985.3","RN7SL50P",0
"36589","ENSG00000242986.2","RPL21P99",8
"36590","ENSG00000242989.3","RN7SL332P",0
"36591","ENSG00000242990.2","RPL13AP23",5
"36592","ENSG00000242991.2","RPL7P40",0
"36593","ENSG00000242992.3","FTH1P4",79
"36594","ENSG00000242993.1","AP000870.1",2
"36595","ENSG00000242995.1","AL161757.1",1
"36596","ENSG00000242998.3","RN7SL379P",0
"36597","ENSG00000242999.3","RN7SL239P",1
"36598","ENSG00000243004.6","AC005062.1",32
"36599","ENSG00000243005.3","RN7SL16P",2
"36600","ENSG00000243007.1","RPL12P35",15
"36601","ENSG00000243008.2","AL359538.1",1
"36602","ENSG00000243011.3","RN7SL266P",0
"36603","ENSG00000243014.1","PTMAP8",25
"36604","ENSG00000243015.2","RN7SL737P",0
"36605","ENSG00000243016.1","AC112482.1",0
"36606","ENSG00000243018.1","AC005486.1",2
"36607","ENSG00000243020.1","RPL7P39",1
"36608","ENSG00000243022.1","MARK3P3",2
"36609","ENSG00000243023.2","UBA52P3",2
"36610","ENSG00000243024.6","AC012158.1",20
"36611","ENSG00000243025.1","MTAPP1",6
"36612","ENSG00000243027.3","RN7SL354P",0
"36613","ENSG00000243029.3","RN7SL635P",0
"36614","ENSG00000243033.2","GAPDHP47",0
"36615","ENSG00000243035.3","RN7SL810P",0
"36616","ENSG00000243038.1","AL117692.1",5
"36617","ENSG00000243040.6","RBMY2FP",0
"36618","ENSG00000243044.1","AC128716.1",1
"36619","ENSG00000243048.3","FTHL18",1
"36620","ENSG00000243049.3","RN7SL33P",0
"36621","ENSG00000243050.1","RPL30P10",0
"36622","ENSG00000243051.3","RN7SL269P",2
"36623","ENSG00000243053.2","RPL31P58",7
"36624","ENSG00000243055.1","GK-AS1",5
"36625","ENSG00000243056.2","EIF4EBP3",17
"36626","ENSG00000243058.1","RPL39P33",0
"36627","ENSG00000243059.3","RN7SL400P",0
"36628","ENSG00000243062.6","AL359853.2",0
"36629","ENSG00000243063.1","IGKV3-7",2
"36630","ENSG00000243064.8","ABCC13",5
"36631","ENSG00000243066.3","RN7SL842P",0
"36632","ENSG00000243069.8","ARHGEF26-AS1",7
"36633","ENSG00000243071.1","AC107032.1",13
"36634","ENSG00000243072.1","AF186996.3",1
"36635","ENSG00000243073.4","PRAMEF4",0
"36636","ENSG00000243075.3","RN7SL519P",0
"36637","ENSG00000243081.2","AC092894.1",40
"36638","ENSG00000243083.7","LINC00870",4
"36639","ENSG00000243085.1","AL390726.1",0
"36640","ENSG00000243089.2","AC107029.1",1
"36641","ENSG00000243094.1","AC079203.1",23
"36642","ENSG00000243095.1","RPL3P10",7
"36643","ENSG00000243099.1","AC020983.1",3
"36644","ENSG00000243101.1","RPS3P7",4
"36645","ENSG00000243103.3","RN7SL452P",13
"36646","ENSG00000243104.1","MTND4LP14",1
"36647","ENSG00000243107.1","AC000120.1",49
"36648","ENSG00000243115.3","RN7SL849P",0
"36649","ENSG00000243116.1","AC092943.1",8
"36650","ENSG00000243122.1","AC016304.1",1
"36651","ENSG00000243124.3","RN7SL643P",0
"36652","ENSG00000243125.3","RN7SL807P",0
"36653","ENSG00000243129.2","AC023790.1",1
"36654","ENSG00000243130.8","PSG11",0
"36655","ENSG00000243135.6","UGT1A3",0
"36656","ENSG00000243136.3","RN7SL22P",1
"36657","ENSG00000243137.8","PSG4",1
"36658","ENSG00000243141.2","RPL23AP66",6
"36659","ENSG00000243144.7","AC079760.2",101
"36660","ENSG00000243147.8","MRPL33",5018
"36661","ENSG00000243149.2","LINC02040",0
"36662","ENSG00000243150.6","AC106707.1",1
"36663","ENSG00000243154.1","SYPL1P1",0
"36664","ENSG00000243155.1","AL162431.1",44
"36665","ENSG00000243156.9","MICAL3",1667
"36666","ENSG00000243160.1","AC093270.2",4
"36667","ENSG00000243164.1","AC087879.1",1
"36668","ENSG00000243165.1","AC025033.1",0
"36669","ENSG00000243167.1","RPS10P28",6
"36670","ENSG00000243171.1","AC041039.1",0
"36671","ENSG00000243173.3","RN7SL861P",0
"36672","ENSG00000243175.1","RPSAP36",8
"36673","ENSG00000243176.6","AC092944.1",347
"36674","ENSG00000243179.1","AC110769.1",3
"36675","ENSG00000243181.2","AC087343.1",24
"36676","ENSG00000243187.1","CCDC39-AS1",10
"36677","ENSG00000243188.1","HNRNPA1P17",0
"36678","ENSG00000243193.4","PRKAR2B-AS1",0
"36679","ENSG00000243195.1","TUBBP11",0
"36680","ENSG00000243197.8","TUSC7",0
"36681","ENSG00000243199.1","AC115223.1",403
"36682","ENSG00000243207.6","PPAN-P2RY11",0
"36683","ENSG00000243220.1","AC006159.2",0
"36684","ENSG00000243224.1","AC006252.1",78
"36685","ENSG00000243225.2","AC007686.1",262
"36686","ENSG00000243227.3","RN7SL55P",1
"36687","ENSG00000243230.1","AC011005.4",26
"36688","ENSG00000243232.6","PCDHAC2",6
"36689","ENSG00000243234.1","AC010326.1",0
"36690","ENSG00000243236.6","GSTA9P",5
"36691","ENSG00000243238.1","IGKV2-30",241
"36692","ENSG00000243243.5","AC073130.2",11
"36693","ENSG00000243244.7","STON1",728
"36694","ENSG00000243250.1","RPS6P16",5
"36695","ENSG00000243254.3","RN7SL350P",6
"36696","ENSG00000243256.1","RPL30P14",9
"36697","ENSG00000243257.1","MTCO2P29",3
"36698","ENSG00000243260.3","RN7SL558P",8
"36699","ENSG00000243264.2","IGKV2D-29",943
"36700","ENSG00000243265.1","RPL23AP55",6
"36701","ENSG00000243267.3","RN7SL614P",11
"36702","ENSG00000243273.1","AC020636.1",1
"36703","ENSG00000243274.3","RN7SL571P",2
"36704","ENSG00000243276.6","AC068633.1",7
"36705","ENSG00000243279.4","PRAF2",1210
"36706","ENSG00000243280.2","AC093663.2",6
"36707","ENSG00000243284.1","VSIG8",4
"36708","ENSG00000243287.2","RPS17P14",2
"36709","ENSG00000243289.1","AGAP13P",4
"36710","ENSG00000243290.3","IGKV1-12",437
"36711","ENSG00000243295.2","AC126121.3",5
"36712","ENSG00000243296.1","AC078828.1",0
"36713","ENSG00000243297.2","RPL31P61",20
"36714","ENSG00000243302.3","AC018638.4",965
"36715","ENSG00000243303.1","AC103987.1",0
"36716","ENSG00000243304.3","AC008494.1",4
"36717","ENSG00000243305.1","AC026347.1",0
"36718","ENSG00000243307.2","POM121L6P",6
"36719","ENSG00000243312.3","AC093827.1",20
"36720","ENSG00000243313.2","RN7SL285P",8
"36721","ENSG00000243314.1","AC106707.2",4
"36722","ENSG00000243316.7","GUCY2GP",2
"36723","ENSG00000243317.8","STMP1",4610
"36724","ENSG00000243319.7","FGF14-IT1",20
"36725","ENSG00000243321.3","LINC01998",0
"36726","ENSG00000243323.7","PTPRVP",26
"36727","ENSG00000243328.1","AC083982.1",0
"36728","ENSG00000243333.3","RN7SL174P",1
"36729","ENSG00000243335.10","KCTD7",1769
"36730","ENSG00000243338.3","RN7SL307P",0
"36731","ENSG00000243339.3","RN7SL738P",18
"36732","ENSG00000243345.1","AC093714.2",0
"36733","ENSG00000243346.3","RN7SL601P",0
"36734","ENSG00000243347.2","LINC02045",0
"36735","ENSG00000243349.2","AL358394.2",2
"36736","ENSG00000243352.3","RN7SL8P",0
"36737","ENSG00000243353.1","RPS29P19",2
"36738","ENSG00000243355.1","AC012123.2",5
"36739","ENSG00000243359.3","RN7SL815P",0
"36740","ENSG00000243364.8","EFNA4",1383
"36741","ENSG00000243365.3","RN7SL278P",0
"36742","ENSG00000243366.3","RN7SL60P",0
"36743","ENSG00000243368.2","MCCC1-AS1",34
"36744","ENSG00000243370.3","RN7SL775P",1
"36745","ENSG00000243373.3","RN7SL173P",2
"36746","ENSG00000243374.3","RN7SL72P",0
"36747","ENSG00000243378.1","AC083801.1",0
"36748","ENSG00000243383.3","RN7SL89P",0
"36749","ENSG00000243384.1","AC119424.1",2
"36750","ENSG00000243385.2","AC094085.1",0
"36751","ENSG00000243388.1","RPL3P3",14
"36752","ENSG00000243389.1","AC012442.2",29
"36753","ENSG00000243396.1","AC084198.1",4
"36754","ENSG00000243398.3","RN7SL141P",2
"36755","ENSG00000243402.1","AC022973.2",5
"36756","ENSG00000243403.1","AC090543.2",45
"36757","ENSG00000243404.2","RPL35AP32",13
"36758","ENSG00000243406.6","MRPS31P5",17
"36759","ENSG00000243410.1","PSMD6-AS1",0
"36760","ENSG00000243414.6","TICAM2",3
"36761","ENSG00000243415.2","AC107021.1",1
"36762","ENSG00000243417.1","RPS3AP18",12
"36763","ENSG00000243420.3","RN7SL734P",0
"36764","ENSG00000243422.2","RPL23AP49",11
"36765","ENSG00000243423.1","AC004223.1",2
"36766","ENSG00000243424.2","RN7SL107P",0
"36767","ENSG00000243426.3","RN7SL454P",0
"36768","ENSG00000243429.1","OR7E29P",3
"36769","ENSG00000243431.1","RPL5P30",106
"36770","ENSG00000243433.1","AC010973.1",9
"36771","ENSG00000243437.3","RN7SL370P",2
"36772","ENSG00000243438.1","LARP1BP2",1
"36773","ENSG00000243439.3","RN7SL352P",0
"36774","ENSG00000243445.1","AC106820.1",28
"36775","ENSG00000243446.3","RN7SL284P",1
"36776","ENSG00000243449.6","C4orf48",1053
"36777","ENSG00000243455.3","RPS18P13",7
"36778","ENSG00000243466.1","IGKV1-5",4693
"36779","ENSG00000243468.5","INGX",3
"36780","ENSG00000243469.1","RPL7P51",1
"36781","ENSG00000243477.6","NAA80",1100
"36782","ENSG00000243478.9","AOX2P",1
"36783","ENSG00000243479.3","MNX1-AS1",0
"36784","ENSG00000243480.7","AMY2A",2
"36785","ENSG00000243483.1","AC078785.3",3
"36786","ENSG00000243485.5","MIR1302-2HG",0
"36787","ENSG00000243486.1","AC068985.1",6
"36788","ENSG00000243488.3","RN7SL337P",0
"36789","ENSG00000243489.4","KRTAP10-11",0
"36790","ENSG00000243491.1","AC082651.3",9
"36791","ENSG00000243494.1","AC011476.1",1
"36792","ENSG00000243495.1","GMFBP1",1
"36793","ENSG00000243498.2","UBA52P5",17
"36794","ENSG00000243499.1","RPS6P21",0
"36795","ENSG00000243501.5","AL365232.1",0
"36796","ENSG00000243503.2","AC090453.1",0
"36797","ENSG00000243504.1","RPS23P1",17
"36798","ENSG00000243505.3","RN7SL240P",0
"36799","ENSG00000243507.1","AC005908.1",0
"36800","ENSG00000243508.1","DNAJB6P7",6
"36801","ENSG00000243509.6","TNFRSF6B",0
"36802","ENSG00000243510.3","RN7SL111P",0
"36803","ENSG00000243514.2","RPL32P33",2
"36804","ENSG00000243516.1","RPL12P40",0
"36805","ENSG00000243517.1","AC024940.2",102
"36806","ENSG00000243518.1","AC108729.2",1
"36807","ENSG00000243519.1","IGLVIVOR22-2",0
"36808","ENSG00000243521.2","RPL5P33",0
"36809","ENSG00000243531.1","AC079804.2",0
"36810","ENSG00000243532.3","RN7SL19P",1
"36811","ENSG00000243537.1","KC877373.1",7
"36812","ENSG00000243538.1","RPS26P28",25
"36813","ENSG00000243539.3","RN7SL649P",0
"36814","ENSG00000243541.3","RN7SL104P",1
"36815","ENSG00000243543.9","WFDC6",0
"36816","ENSG00000243544.3","RN7SL172P",5
"36817","ENSG00000243546.3","RN7SL108P",2
"36818","ENSG00000243547.1","HNRNPKP4",150
"36819","ENSG00000243548.3","RN7SL101P",0
"36820","ENSG00000243549.3","RN7SL705P",0
"36821","ENSG00000243550.3","LINC01214",1
"36822","ENSG00000243554.1","AC004967.1",30
"36823","ENSG00000243560.3","RN7SL364P",7
"36824","ENSG00000243562.3","RN7SL838P",2
"36825","ENSG00000243566.7","UPK3B",21605
"36826","ENSG00000243568.2","AC020779.1",2
"36827","ENSG00000243572.1","LINC02017",0
"36828","ENSG00000243574.2","AC006148.2",0
"36829","ENSG00000243581.1","RPS29P25",0
"36830","ENSG00000243584.1","AC068769.1",93
"36831","ENSG00000243591.3","RN7SL282P",0
"36832","ENSG00000243592.1","RPL17P22",6
"36833","ENSG00000243593.1","LINC02049",0
"36834","ENSG00000243596.1","AC130509.1",0
"36835","ENSG00000243601.1","RPL12P24",3
"36836","ENSG00000243607.3","RPL35AP26",4
"36837","ENSG00000243609.1","RPS2P44",7
"36838","ENSG00000243613.1","AL513523.4",1
"36839","ENSG00000243620.2","AC092957.1",6
"36840","ENSG00000243621.1","AC003989.2",1
"36841","ENSG00000243627.5","SMIM34A",0
"36842","ENSG00000243629.2","LINC00880",3
"36843","ENSG00000243633.3","RN7SL542P",0
"36844","ENSG00000243635.1","AC091804.1",0
"36845","ENSG00000243636.1","AL445493.2",0
"36846","ENSG00000243641.3","OR13C7",0
"36847","ENSG00000243642.3","RN7SL526P",12
"36848","ENSG00000243643.1","TSPY20P",0
"36849","ENSG00000243646.10","IL10RB",105
"36850","ENSG00000243648.1","AC109454.1",3
"36851","ENSG00000243649.9","CFB",57
"36852","ENSG00000243650.3","RN7SL834P",5
"36853","ENSG00000243655.2","AC132825.2",0
"36854","ENSG00000243658.1","MTND5P16",0
"36855","ENSG00000243659.1","FO393419.3",13
"36856","ENSG00000243660.11","ZNF487",961
"36857","ENSG00000243661.1","WBP1LP1",0
"36858","ENSG00000243663.1","RPS4XP14",24
"36859","ENSG00000243664.1","RPS29P12",0
"36860","ENSG00000243667.7","WDR92",593
"36861","ENSG00000243669.2","RPL34P23",1
"36862","ENSG00000243671.3","RN7SL761P",0
"36863","ENSG00000243672.1","RPS3AP40",5
"36864","ENSG00000243674.1","OR7E66P",0
"36865","ENSG00000243675.1","RPL35AP9",1
"36866","ENSG00000243678.12","NME2",64
"36867","ENSG00000243679.1","AC018638.5",566
"36868","ENSG00000243680.1","RPL37P23",94
"36869","ENSG00000243686.2","RPLP1P11",0
"36870","ENSG00000243687.1","RPL35AP10",4
"36871","ENSG00000243694.3","LINC02027",0
"36872","ENSG00000243695.1","AL353729.1",0
"36873","ENSG00000243696.5","AC006254.1",27
"36874","ENSG00000243697.1","AC009108.1",7
"36875","ENSG00000243700.3","RN7SL598P",0
"36876","ENSG00000243701.7","DUBR",78
"36877","ENSG00000243702.3","RN7SL638P",2
"36878","ENSG00000243704.3","RN7SL105P",0
"36879","ENSG00000243705.1","AC010531.2",0
"36880","ENSG00000243708.10","PLA2G4B",36
"36881","ENSG00000243709.1","LEFTY1",58
"36882","ENSG00000243710.8","CFAP57",87
"36883","ENSG00000243711.1","RPL21P116",5
"36884","ENSG00000243715.1","CACNA2D3-AS1",26
"36885","ENSG00000243716.10","NPIPB5",463
"36886","ENSG00000243720.1","RPL21P127",0
"36887","ENSG00000243721.1","RPL23AP63",0
"36888","ENSG00000243723.3","RN7SL393P",3
"36889","ENSG00000243725.7","TTC4",59
"36890","ENSG00000243729.4","OR5V1",1
"36891","ENSG00000243730.2","RPL29P3",1
"36892","ENSG00000243733.1","AC018450.2",0
"36893","ENSG00000243738.3","RN7SL181P",5
"36894","ENSG00000243742.5","RPLP0P2",297
"36895","ENSG00000243744.2","AC016546.1",4
"36896","ENSG00000243746.1","EEF1A1P10",30
"36897","ENSG00000243749.1","TMEM35B",0
"36898","ENSG00000243753.5","HLA-L",102
"36899","ENSG00000243758.1","RPL35AP15",0
"36900","ENSG00000243759.1","ST13P15",13
"36901","ENSG00000243761.1","AC023194.2",1
"36902","ENSG00000243762.1","AC006547.2",0
"36903","ENSG00000243766.8","HOTTIP",0
"36904","ENSG00000243770.3","RN7SL65P",0
"36905","ENSG00000243771.1","AC010618.1",3
"36906","ENSG00000243772.8","KIR2DL3",0
"36907","ENSG00000243775.2","OSTCP1",7
"36908","ENSG00000243777.1","AP000942.1",8
"36909","ENSG00000243779.1","AP001086.1",20
"36910","ENSG00000243780.1","AC092754.2",0
"36911","ENSG00000243781.1","AL590396.1",0
"36912","ENSG00000243782.3","RN7SL78P",2
"36913","ENSG00000243789.11","JMJD7",10
"36914","ENSG00000243792.1","OR7E89P",0
"36915","ENSG00000243794.1","SNRPCP10",2
"36916","ENSG00000243795.1","LINC02044",17
