"","NCT_ID","Phase","Status","Disease Name","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","trial_summary"
"515","NCT03321981",2,"Completed","breast cancer","ZENOCUTUZUMAB","ErbB-2/ErbB-3 heterodimer inhibitor","INHIBITOR","ENSG00000141736","erb-b2 receptor tyrosine kinase 3","ERBB3","Antibody","A Phase 2, open-label, multicenter international study will be performed to evaluate the efficacy of MCLA-128-based combinations. Three combination treatments will be evaluated, two in Cohort 1 and one in Cohort 2.

MCLA-128 (zenocutuzumab) is given in combinations in two metastatic breast cancer (MBC) populations, Human Epidermal Growth Factor Receptor (HER) 2-positive/amplified (Cohort 1) and Estrogen Receptor-positive/low HER2 expression (Cohort2).

Two combinations treatments will be evaluated in Cohort 1, the doublet and triplet. Initially zenocutuzumab is given in combination with trastuzumab in the doublet. After the safety of the doublet has been assessed in 4-6 patients, MCLA-128 is given in combination with trastuzumab and vinorelbine in the triplet, in parallel to the efficacy expansion of the doublet.

The doublet and triplet combinations are both evaluated in two steps with an initial safety run-in followed by a cohort efficacy expansion. In total up to 40 patients evaluable for efficacy are included in both the doublet and triplet.

In Cohort 2 zenocutuzumab is administered in combination with the same previous endocrine therapy on which progressive disease is radiologically documented. A total of up to 40 patients evaluable for efficacy are included in the Cohort 2."
"516","NCT03323346",2,"Recruiting","breast cancer","DISULFIRAM","Aldehyde dehydrogenase inhibitor","INHIBITOR","ENSG00000111275","aldehyde dehydrogenase 2 family member","ALDH2","Small molecule","The aim of the study is to establish clinical evidence for introducing disulfiram and cooper as an active therapy for metastatic breast cancer upon failure of conventional systemic and/or locoregional therapies.

Analyses of the following objectives will be performed in the population of patients with metastatic breast cancer:

Primary efficacy objective:

To evaluate the efficacy of the treatment by assessment of:

* clinical response rate (RR)
* clinical benefit rate (CBR)

Secondary efficacy objectives:

To evaluate the efficacy of the treatment by assessment of:

* time to progression (TTP)
* overall survival (OS)

Pharmacokinetic objectives:

• to determine pharmacokinetic parameters for disulfiram and its active metabolites administered in combination with copper supplements in cancer patient population

Safety objectives:

• to describe safety profile of disulfiram administered in combination with copper supplements

Exploratory objectives:

Parallel analysis to assess (identify) potential candidate surrogate biomarkers of disulfiram efficacy, as well as identification (using proteomic, biochemical and molecular genetic studies) of potential predictive biomarkers of disulfiram sensitivity or resistance will be performed. Surrogate biomarker analysis will focus on in vivo ubiquitin-proteosomal system inhibition, cell cycle and DNA damage."
"517","NCT03324425",2,"Active, not recruiting","breast cancer","SIMVASTATIN","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","This study recruits patients with metastatic breast cancer who have progressed on their current regimen of dual anti-HER2 therapy. This study evaluates whether or not the addition of simvastatin to the dual anti-HER2 therapy regimen helps make the tumor respond to the anti-HER2 therapy again. All participants will receive simvastatin in combination with their current anti-HER2 therapy regimen."
"518","NCT03328026",2,"Enrolling by invitation","breast cancer","INTERFERON ALFA-2B","Interferon alpha/beta receptor agonist","AGONIST","ENSG00000142166","interferon alpha and beta receptor subunit 2","IFNAR2","Protein","This is an open-label, phase I/II double arm study of the SV-BR-1-GM regimen in combination with retifanlimab in patients with metastatic or locally recurrent breast cancer who have failed standard therapy.

Patients will receive the SV-BR-1-GM regimen with combination immunotherapy. There will be an initial evaluation of the combination of the SV-BR-1-GM regimen with retifanlimab every 3 weeks. If this is found to be safe and well tolerated in a cohort of at least 12 patients (dose-limiting toxicities (DLTs) in less than 30% of the patients evaluated), then an expansion cohort of up to 24 patients will be treated with that combination. These will be randomized to two regimens differing in the timing of checkpoint inhibitor administration."
"519","NCT03330847",2,"Active, not recruiting","breast cancer","CERALASERTIB","Serine-protein kinase ATR inhibitor","INHIBITOR","ENSG00000175054","ATR serine/threonine kinase","ATR","Small molecule","This study is to assess the efficacy and safety of olaparib monotherapy versus olaparib in combination with an inhibitor of ATR (Ataxia-Telangiectasia Mutated (ATM) and Rad3-related protein kinase (Ceralasertib \[AZD6738\]) and olaparib monotherapy versus olaparib in combination with an inhibitor of WEE1 (adavosertib \[AZD1775\]) in second or third line setting in patients with Triple-negative breast cancer (TNBC) prospectively stratified by presence/absence of qualifying tumour mutation in genes involved in the homologous recombination repair (HRR) pathway. Treatment arms are olaparib monotherapy, olaparib+ Ceralasertib and olaparib+adavosertib. The study subject population will be divided into Stratum A, Stratum B, and Stratum C. Due to the different schedules of administration of each of the treatment options as well as their different toxicity profiles, the study is not blinded. Study has two stage consent process- stage 1 consent (molecular screening for HRR defects) and stage 2 consent (main study). Patients with TNBC and with known qualifying BRCAm, non BRCAm HRRm and non HRRm status will be offered the option of consenting to the main part of the study within the 28-day screening period. Following the ISRC meeting on 17 April 2019 a recommendation was made to close the adavosertib+olaparib treatment arm across all biomarker strata. Patients receiving treatment with adavosertib+olaparib treatment were offered the opportunity to continue treatment on olaparib monotherapy at the approved dose (300 mg bd). Following the closure of this arm the total number of patients randomised will be lower (approximately 350 patients). Approximately 300 patients will be randomised (using randomisation ratio 1:1) to 2 ongoing treatment arms plus an additional 47 patients to a 3rd arm (olaparib+adavosertib) prior to the arm being discontinued."
"520","NCT03337724",3,"Completed","breast cancer","IPATASERTIB","Serine/threonine-protein kinase AKT inhibitor","INHIBITOR","ENSG00000105221","AKT serine/threonine kinase 1","AKT1","Small molecule","This study will evaluate the efficacy of ipatasertib + paclitaxel versus placebo + paclitaxel in participants with histologically confirmed, locally advanced or metastatic triple-negative breast cancer (TNBC) and in participants with locally advanced or metastatic hormone receptor positive (HR+)/ human epidermal growth factor receptor 2 negative (HER2-) breast adenocarcinoma who are not suitable for endocrine therapy."
"521","NCT03344536",1,"Completed","breast cancer","FGFR INHIBITOR DEBIO 1347","Fibroblast growth factor receptor 2 inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 2","FGFR2","Small molecule","The purpose of a phase Ib study is to find out the best or maximum tolerated dose of a medication or combination of medications. Therefore, the purpose of this study is to decide the best dose of the study drug, Debio 1347, that can be given in combination with the standard hormonal drug, fulvestrant. Debio 1347 and fulvestrant could shrink the cancer but it could also cause side effects. This study tells us about the side effects of these drugs when given in this new combination, and how often they occur."
"522","NCT03346161",1,"Completed","breast cancer","NICOTINE","Neuronal acetylcholine receptor; alpha4/beta2 agonist","AGONIST","ENSG00000160716","cholinergic receptor nicotinic alpha 4 subunit","CHRNA4","Small molecule","Although clinical decision tools (CDTs) exist for a variety of treatments, CDTs designed to support personalized breast reconstruction decisions, particularly about type and timing of reconstruction, are lacking. The objective of this proposal is to develop and pilot test a clinical decision tool that provides personalized risk information and reflects patients' preferences and clinical needs."
"523","NCT03360214",4,"Completed","breast cancer","BUPIVACAINE HYDROCHLORIDE","Sodium channel protein type IV alpha subunit blocker","BLOCKER","ENSG00000007314","sodium voltage-gated channel alpha subunit 4","SCN4A","Small molecule","This is a prospective randomized controlled double-blind interventional study comparing the effect of pulsed-electromagnetic field device (PEMF), pectoral interfascial block (PIB), and placebo on postoperative pain control. This study has the interdisciplinary cooperation of the regional anesthesia group, and the breast and plastic surgery divisions. All female patients with breast cancer evaluated at Columbia University Medical Center (CUMC) who are undergoing unilateral or bilateral mastectomy with tissue expander reconstruction will be offered enrollment in this prospective study."
"525","NCT03360214",4,"Completed","breast cancer","ROPIVACAINE HYDROCHLORIDE","Sodium channel alpha subunit blocker","BLOCKER","ENSG00000144285","sodium voltage-gated channel alpha subunit 11","SCN11A","Small molecule","This is a prospective randomized controlled double-blind interventional study comparing the effect of pulsed-electromagnetic field device (PEMF), pectoral interfascial block (PIB), and placebo on postoperative pain control. This study has the interdisciplinary cooperation of the regional anesthesia group, and the breast and plastic surgery divisions. All female patients with breast cancer evaluated at Columbia University Medical Center (CUMC) who are undergoing unilateral or bilateral mastectomy with tissue expander reconstruction will be offered enrollment in this prospective study."
