"","GAMuT_60259"
"ENSG00000164406",63
"ENSG00000164414",199
"ENSG00000164418",7
"ENSG00000164430",946
"ENSG00000164440",13
"ENSG00000164442",351
"ENSG00000164463",1349
"ENSG00000164465",582
"ENSG00000164466",1950
"ENSG00000164484",292
"ENSG00000164488",46
"ENSG00000164494",348
"ENSG00000164506",1891
"ENSG00000164535",420
"ENSG00000164542",1515
"ENSG00000164543",758
"ENSG00000164548",2021
"ENSG00000164574",2858
"ENSG00000164576",671
"ENSG00000164587",5518
"ENSG00000164591",5
"ENSG00000164597",2264
"ENSG00000164603",565
"ENSG00000164609",1423
"ENSG00000164610",143
"ENSG00000164611",1317
"ENSG00000164615",696
"ENSG00000164626",120
"ENSG00000164631",2183
"ENSG00000164638",19
"ENSG00000164647",266
"ENSG00000164649",55
"ENSG00000164654",2424
"ENSG00000164659",28
"ENSG00000164663",166
"ENSG00000164674",100
"ENSG00000164675",70
"ENSG00000164683",27
"ENSG00000164684",782
"ENSG00000164690",116
"ENSG00000164691",461
"ENSG00000164692",24807
"ENSG00000164694",747
"ENSG00000164695",414
"ENSG00000164713",464
"ENSG00000164715",1140
"ENSG00000164733",11980
"ENSG00000164741",1667
"ENSG00000164742",36
"ENSG00000164749",658
"ENSG00000164751",695
"ENSG00000164754",9096
"ENSG00000164758",197
"ENSG00000164761",2546
"ENSG00000164764",23
"ENSG00000164808",1580
"ENSG00000164815",805
"ENSG00000164818",794
"ENSG00000164823",1411
"ENSG00000164825",322
"ENSG00000164828",3047
"ENSG00000164830",3633
"ENSG00000164855",217
"ENSG00000164867",32
"ENSG00000164877",174
"ENSG00000164879",7
"ENSG00000164880",1697
"ENSG00000164885",95
"ENSG00000164889",830
"ENSG00000164896",364
"ENSG00000164897",135
"ENSG00000164898",11
"ENSG00000164902",1108
"ENSG00000164904",808
"ENSG00000164916",2164
"ENSG00000164919",4596
"ENSG00000164920",84
"ENSG00000164924",55324
"ENSG00000164930",2666
"ENSG00000164932",721
"ENSG00000164933",893
"ENSG00000164934",1647
"ENSG00000164938",978
"ENSG00000164941",1537
"ENSG00000164944",2143
"ENSG00000164946",279
"ENSG00000164949",128
"ENSG00000164951",1618
"ENSG00000164953",619
"ENSG00000164961",2386
"ENSG00000164967",129
"ENSG00000164970",280
"ENSG00000164975",1286
"ENSG00000164976",386
"ENSG00000164978",180
"ENSG00000164983",2303
"ENSG00000164985",1381
"ENSG00000164989",255
"ENSG00000165006",957
"ENSG00000165023",28
"ENSG00000165025",1248
"ENSG00000165028",33
"ENSG00000165029",3492
"ENSG00000165030",737
"ENSG00000165046",210
"ENSG00000165055",313
"ENSG00000165060",237
"ENSG00000165072",3
"ENSG00000165092",99
"ENSG00000165097",874
"ENSG00000165102",1453
"ENSG00000165105",2274
"ENSG00000165113",79
"ENSG00000165115",436
"ENSG00000165118",499
"ENSG00000165119",11900
"ENSG00000165121",56
"ENSG00000165124",38
"ENSG00000165125",1
"ENSG00000165138",906
"ENSG00000165140",367
"ENSG00000165152",163
"ENSG00000165156",1601
"ENSG00000165168",4248
"ENSG00000165169",1298
"ENSG00000165175",390
"ENSG00000165185",829
"ENSG00000165188",163
"ENSG00000165194",2
"ENSG00000165195",1299
"ENSG00000165209",1706
"ENSG00000165215",320
"ENSG00000165219",2693
"ENSG00000165233",139
"ENSG00000165238",68
"ENSG00000165240",1451
"ENSG00000165244",705
"ENSG00000165259",674
"ENSG00000165264",531
"ENSG00000165271",1010
"ENSG00000165272",390
"ENSG00000165275",114
"ENSG00000165280",7483
"ENSG00000165282",763
"ENSG00000165283",1325
"ENSG00000165288",4083
"ENSG00000165304",1787
"ENSG00000165312",2369
"ENSG00000165322",5867
"ENSG00000165323",24
"ENSG00000165338",849
"ENSG00000165355",696
"ENSG00000165359",545
"ENSG00000165376",1067
"ENSG00000165389",1286
"ENSG00000165392",1784
"ENSG00000165406",757
"ENSG00000165410",785
"ENSG00000165416",2785
"ENSG00000165417",2550
"ENSG00000165424",126
"ENSG00000165434",11333
"ENSG00000165449",240
"ENSG00000165457",56
"ENSG00000165458",2126
"ENSG00000165474",2756
"ENSG00000165475",416
"ENSG00000165476",4748
"ENSG00000165480",545
"ENSG00000165487",1459
"ENSG00000165490",1545
"ENSG00000165494",5489
"ENSG00000165495",1
"ENSG00000165501",710
"ENSG00000165502",2711
"ENSG00000165506",480
"ENSG00000165507",187
"ENSG00000165511",71
"ENSG00000165512",1070
"ENSG00000165516",929
"ENSG00000165521",415
"ENSG00000165525",3919
"ENSG00000165526",231
"ENSG00000165527",3576
"ENSG00000165533",703
"ENSG00000165556",3
"ENSG00000165568",135
"ENSG00000165572",399
"ENSG00000165591",548
"ENSG00000165609",2488
"ENSG00000165617",118
"ENSG00000165626",1144
"ENSG00000165629",5712
"ENSG00000165630",436
"ENSG00000165632",526
"ENSG00000165633",86
"ENSG00000165637",512
"ENSG00000165644",61
"ENSG00000165646",20
"ENSG00000165650",9370
"ENSG00000165655",125
"ENSG00000165660",1008
"ENSG00000165661",362
"ENSG00000165669",1525
"ENSG00000165671",7974
"ENSG00000165672",4972
"ENSG00000165675",580
"ENSG00000165678",3552
"ENSG00000165684",248
"ENSG00000165688",607
"ENSG00000165689",740
"ENSG00000165698",29
"ENSG00000165699",1186
"ENSG00000165704",1286
"ENSG00000165714",239
"ENSG00000165716",3
"ENSG00000165724",322
"ENSG00000165730",112
"ENSG00000165732",12264
"ENSG00000165733",2191
"ENSG00000165752",290
"ENSG00000165757",3282
"ENSG00000165775",662
"ENSG00000165782",514
"ENSG00000165792",1069
"ENSG00000165795",91
"ENSG00000165801",331
"ENSG00000165802",290
"ENSG00000165804",90
"ENSG00000165806",1501
"ENSG00000165807",87
"ENSG00000165810",4
"ENSG00000165813",2739
"ENSG00000165816",1
"ENSG00000165819",1793
"ENSG00000165821",77
"ENSG00000165828",4
"ENSG00000165832",1905
"ENSG00000165841",38
"ENSG00000165861",351
"ENSG00000165868",140
"ENSG00000165879",37
"ENSG00000165886",87
"ENSG00000165891",1323
"ENSG00000165895",5228
"ENSG00000165898",351
"ENSG00000165905",450
"ENSG00000165912",559
"ENSG00000165914",460
"ENSG00000165915",449
"ENSG00000165916",2921
"ENSG00000165923",87
"ENSG00000165929",6593
"ENSG00000165934",3905
"ENSG00000165943",600
"ENSG00000165948",121
"ENSG00000165949",8190
"ENSG00000165959",549
"ENSG00000165966",0
"ENSG00000165983",1827
"ENSG00000165995",14
"ENSG00000165997",6957
"ENSG00000166002",141
"ENSG00000166004",6627
"ENSG00000166012",13284
"ENSG00000166016",320
"ENSG00000166024",958
"ENSG00000166025",7383
"ENSG00000166033",851
"ENSG00000166037",3327
"ENSG00000166046",417
"ENSG00000166068",2127
"ENSG00000166073",108
"ENSG00000166086",176
"ENSG00000166106",9
"ENSG00000166123",550
"ENSG00000166126",94
"ENSG00000166128",1497
"ENSG00000166130",580
"ENSG00000166133",157
"ENSG00000166135",2033
"ENSG00000166136",226
"ENSG00000166140",223
"ENSG00000166143",0
"ENSG00000166145",1098
"ENSG00000166147",2887
"ENSG00000166148",554
"ENSG00000166153",50
"ENSG00000166164",1322
"ENSG00000166165",625
"ENSG00000166166",222
"ENSG00000166167",565
"ENSG00000166169",303
"ENSG00000166170",2238
"ENSG00000166171",329
"ENSG00000166173",219
"ENSG00000166181",2992
"ENSG00000166188",85
"ENSG00000166189",271
"ENSG00000166192",33
"ENSG00000166197",5134
"ENSG00000166199",408
"ENSG00000166200",3372
"ENSG00000166206",7
"ENSG00000166224",4311
"ENSG00000166225",2510
"ENSG00000166226",9228
"ENSG00000166228",634
"ENSG00000166233",4301
"ENSG00000166250",66
"ENSG00000166260",845
"ENSG00000166261",134
"ENSG00000166262",69
"ENSG00000166263",911
"ENSG00000166265",42
"ENSG00000166266",4353
"ENSG00000166268",13
"ENSG00000166272",1152
"ENSG00000166275",295
"ENSG00000166278",191
"ENSG00000166289",47
"ENSG00000166295",2013
"ENSG00000166311",179
"ENSG00000166313",212
"ENSG00000166321",66
"ENSG00000166323",52
"ENSG00000166326",3776
"ENSG00000166333",1511
"ENSG00000166337",489
"ENSG00000166340",1108
"ENSG00000166341",299
"ENSG00000166343",75
"ENSG00000166347",1273
"ENSG00000166348",1064
"ENSG00000166349",97
"ENSG00000166352",245
"ENSG00000166377",1580
"ENSG00000166387",637
"ENSG00000166391",0
"ENSG00000166394",238
"ENSG00000166398",835
"ENSG00000166401",938
"ENSG00000166402",54
"ENSG00000166405",9
"ENSG00000166411",1133
"ENSG00000166415",2857
"ENSG00000166432",126
"ENSG00000166435",650
"ENSG00000166436",569
"ENSG00000166439",4488
"ENSG00000166441",3925
"ENSG00000166444",599
"ENSG00000166446",615
"ENSG00000166450",589
"ENSG00000166451",1041
"ENSG00000166452",170
"ENSG00000166454",2771
"ENSG00000166471",1898
"ENSG00000166477",903
"ENSG00000166478",779
"ENSG00000166479",4403
"ENSG00000166482",12
"ENSG00000166483",4004
"ENSG00000166484",153
"ENSG00000166501",378
"ENSG00000166503",2814
"ENSG00000166508",2826
"ENSG00000166510",1951
"ENSG00000166526",915
"ENSG00000166529",145
"ENSG00000166532",1409
"ENSG00000166548",870
"ENSG00000166557",1419
"ENSG00000166562",644
"ENSG00000166575",1736
"ENSG00000166578",53
"ENSG00000166579",1068
"ENSG00000166582",369
"ENSG00000166595",672
"ENSG00000166598",41885
"ENSG00000166619",990
"ENSG00000166669",722
"ENSG00000166681",1018
"ENSG00000166685",609
"ENSG00000166689",1796
"ENSG00000166704",411
"ENSG00000166710",56804
"ENSG00000166716",1142
"ENSG00000166734",3398
"ENSG00000166741",1999
"ENSG00000166743",22
"ENSG00000166747",5257
"ENSG00000166750",7815
"ENSG00000166762",62
"ENSG00000166770",8
"ENSG00000166780",204
"ENSG00000166783",1869
"ENSG00000166788",479
"ENSG00000166794",5470
"ENSG00000166797",880
"ENSG00000166801",2878
"ENSG00000166803",472
"ENSG00000166813",118
"ENSG00000166816",5
"ENSG00000166821",159
"ENSG00000166822",1170
"ENSG00000166825",126
"ENSG00000166833",2019
"ENSG00000166839",149
"ENSG00000166845",900
"ENSG00000166847",2396
"ENSG00000166848",609
"ENSG00000166851",819
"ENSG00000166855",1604
"ENSG00000166860",513
"ENSG00000166863",0
"ENSG00000166866",5
"ENSG00000166881",1918
"ENSG00000166886",473
"ENSG00000166887",1436
"ENSG00000166888",2900
"ENSG00000166889",1589
"ENSG00000166896",168
"ENSG00000166900",1192
"ENSG00000166902",488
"ENSG00000166908",1442
"ENSG00000166912",771
"ENSG00000166913",11475
"ENSG00000166920",1813
"ENSG00000166922",38
"ENSG00000166925",268
"ENSG00000166927",174
"ENSG00000166938",1053
"ENSG00000166946",612
"ENSG00000166949",3743
"ENSG00000166959",1
"ENSG00000166960",3
"ENSG00000166963",213
"ENSG00000166965",186
"ENSG00000166971",593
"ENSG00000166974",535
"ENSG00000166979",20
"ENSG00000166986",3399
"ENSG00000166987",327
"ENSG00000166997",111
"ENSG00000167004",7924
"ENSG00000167005",4669
"ENSG00000167034",173
"ENSG00000167037",0
"ENSG00000167065",213
"ENSG00000167074",59
"ENSG00000167081",639
"ENSG00000167085",1705
"ENSG00000167088",1453
"ENSG00000167105",38
"ENSG00000167106",766
"ENSG00000167107",450
"ENSG00000167110",908
"ENSG00000167112",682
"ENSG00000167113",315
"ENSG00000167114",328
"ENSG00000167117",0
"ENSG00000167118",312
"ENSG00000167123",534
"ENSG00000167130",230
"ENSG00000167136",78
"ENSG00000167165",1594
"ENSG00000167173",430
"ENSG00000167182",93
"ENSG00000167183",197
"ENSG00000167186",377
"ENSG00000167191",287
"ENSG00000167193",2389
"ENSG00000167196",1860
"ENSG00000167202",1209
"ENSG00000167207",307
"ENSG00000167208",246
"ENSG00000167216",82
"ENSG00000167220",975
"ENSG00000167232",2207
"ENSG00000167244",4507
"ENSG00000167257",266
"ENSG00000167258",4006
"ENSG00000167264",323
"ENSG00000167272",555
"ENSG00000167280",194
"ENSG00000167283",2461
"ENSG00000167291",1752
"ENSG00000167302",147
"ENSG00000167306",4974
"ENSG00000167315",1750
"ENSG00000167323",916
"ENSG00000167325",3576
"ENSG00000167333",148
"ENSG00000167363",89
"ENSG00000167377",40
"ENSG00000167378",1312
"ENSG00000167380",786
"ENSG00000167384",778
"ENSG00000167393",222
"ENSG00000167394",83
"ENSG00000167395",484
"ENSG00000167397",213
"ENSG00000167447",533
"ENSG00000167460",7656
"ENSG00000167461",1235
"ENSG00000167468",1063
"ENSG00000167470",639
"ENSG00000167487",71
"ENSG00000167491",1245
"ENSG00000167508",201
"ENSG00000167513",208
"ENSG00000167515",389
"ENSG00000167522",1733
"ENSG00000167523",177
"ENSG00000167524",218
"ENSG00000167526",3215
"ENSG00000167528",1064
"ENSG00000167535",485
"ENSG00000167536",423
"ENSG00000167543",191
"ENSG00000167548",3705
"ENSG00000167552",1733
"ENSG00000167553",4908
"ENSG00000167554",26
"ENSG00000167555",519
"ENSG00000167562",774
"ENSG00000167565",351
"ENSG00000167566",205
"ENSG00000167578",38
"ENSG00000167588",13
"ENSG00000167595",233
"ENSG00000167600",153
"ENSG00000167601",2965
"ENSG00000167604",198
"ENSG00000167608",280
"ENSG00000167613",442
"ENSG00000167615",1543
"ENSG00000167617",24
"ENSG00000167625",261
"ENSG00000167632",898
"ENSG00000167635",7034
"ENSG00000167637",576
"ENSG00000167642",4885
"ENSG00000167644",613
"ENSG00000167645",294
"ENSG00000167653",22
"ENSG00000167657",298
"ENSG00000167658",11962
"ENSG00000167670",490
"ENSG00000167671",326
"ENSG00000167674",318
"ENSG00000167680",136
"ENSG00000167685",155
"ENSG00000167693",1533
"ENSG00000167695",739
"ENSG00000167699",1223
"ENSG00000167700",50
"ENSG00000167701",2
"ENSG00000167702",152
"ENSG00000167703",537
"ENSG00000167705",45
"ENSG00000167716",250
"ENSG00000167720",103
"ENSG00000167721",3005
"ENSG00000167723",346
"ENSG00000167733",15
"ENSG00000167740",126
"ENSG00000167741",14
"ENSG00000167747",948
"ENSG00000167748",18
"ENSG00000167757",0
"ENSG00000167766",1826
"ENSG00000167767",962
"ENSG00000167770",744
"ENSG00000167771",59
"ENSG00000167772",112
"ENSG00000167775",203
"ENSG00000167778",437
"ENSG00000167785",670
"ENSG00000167792",2667
"ENSG00000167797",2214
"ENSG00000167799",162
"ENSG00000167815",796
"ENSG00000167840",311
"ENSG00000167842",771
"ENSG00000167851",403
"ENSG00000167861",530
"ENSG00000167862",586
"ENSG00000167863",1862
"ENSG00000167880",902
"ENSG00000167881",1764
"ENSG00000167895",125
"ENSG00000167900",995
"ENSG00000167904",647
"ENSG00000167920",373
"ENSG00000167925",245
"ENSG00000167930",263
"ENSG00000167962",330
"ENSG00000167964",1
"ENSG00000167965",274
"ENSG00000167967",229
"ENSG00000167969",271
"ENSG00000167972",996
"ENSG00000167977",578
"ENSG00000167978",10910
"ENSG00000167981",263
"ENSG00000167984",64
"ENSG00000167985",139
"ENSG00000167986",5181
"ENSG00000167987",253
"ENSG00000167994",13
"ENSG00000167995",133
"ENSG00000167996",3161
"ENSG00000168000",26
"ENSG00000168002",720
"ENSG00000168003",2081
"ENSG00000168005",218
"ENSG00000168010",483
"ENSG00000168014",2727
"ENSG00000168016",1583
"ENSG00000168026",132
"ENSG00000168028",1180
"ENSG00000168032",93
"ENSG00000168036",10824
"ENSG00000168038",811
"ENSG00000168040",968
"ENSG00000168056",962
"ENSG00000168060",24
"ENSG00000168061",161
"ENSG00000168062",951
"ENSG00000168066",2581
"ENSG00000168067",178
"ENSG00000168071",191
"ENSG00000168077",27
"ENSG00000168078",1096
"ENSG00000168079",11
"ENSG00000168090",724
"ENSG00000168092",2224
"ENSG00000168096",383
"ENSG00000168101",132
"ENSG00000168116",348
"ENSG00000168118",1593
"ENSG00000168137",4319
"ENSG00000168140",163
"ENSG00000168143",3015
"ENSG00000168152",228
"ENSG00000168159",1157
"ENSG00000168172",4354
"ENSG00000168175",4704
"ENSG00000168209",2725
"ENSG00000168214",4883
"ENSG00000168216",922
"ENSG00000168228",386
"ENSG00000168234",1112
"ENSG00000168237",108
"ENSG00000168243",55
"ENSG00000168246",1563
"ENSG00000168255",24
"ENSG00000168256",570
"ENSG00000168259",1988
"ENSG00000168264",4638
"ENSG00000168268",927
"ENSG00000168273",131
"ENSG00000168275",773
"ENSG00000168280",34
"ENSG00000168282",1648
"ENSG00000168283",1138
"ENSG00000168286",444
"ENSG00000168288",2081
"ENSG00000168291",1266
"ENSG00000168297",445
"ENSG00000168298",4821
"ENSG00000168300",1555
"ENSG00000168301",241
"ENSG00000168303",403
"ENSG00000168306",6
"ENSG00000168310",650
"ENSG00000168329",4
"ENSG00000168350",16
"ENSG00000168374",4198
"ENSG00000168385",15397
"ENSG00000168386",1336
"ENSG00000168389",132
"ENSG00000168393",663
"ENSG00000168394",6664
"ENSG00000168395",398
"ENSG00000168397",761
"ENSG00000168398",208
"ENSG00000168404",833
"ENSG00000168405",153
"ENSG00000168411",2560
"ENSG00000168421",217
"ENSG00000168434",552
"ENSG00000168438",699
"ENSG00000168439",4206
"ENSG00000168453",7
"ENSG00000168461",2575
"ENSG00000168476",136
"ENSG00000168477",26
"ENSG00000168487",486
"ENSG00000168488",1535
"ENSG00000168491",12
"ENSG00000168495",770
"ENSG00000168496",899
"ENSG00000168497",5
"ENSG00000168502",2922
"ENSG00000168517",37
"ENSG00000168522",2335
"ENSG00000168528",466
"ENSG00000168538",1933
"ENSG00000168542",28492
"ENSG00000168556",245
"ENSG00000168564",986
"ENSG00000168566",1786
"ENSG00000168569",158
"ENSG00000168575",1594
"ENSG00000168591",354
"ENSG00000168610",4999
"ENSG00000168612",191
"ENSG00000168615",22394
"ENSG00000168631",71
"ENSG00000168646",53
"ENSG00000168653",1569
"ENSG00000168658",3
"ENSG00000168661",91
"ENSG00000168672",16202
"ENSG00000168675",200
"ENSG00000168679",880
"ENSG00000168685",949
"ENSG00000168701",437
"ENSG00000168710",3680
"ENSG00000168724",1589
"ENSG00000168734",173
"ENSG00000168743",1455
"ENSG00000168758",305
"ENSG00000168763",289
"ENSG00000168765",121
"ENSG00000168769",2660
"ENSG00000168772",3
"ENSG00000168778",519
"ENSG00000168781",254
"ENSG00000168785",668
"ENSG00000168792",310
"ENSG00000168795",495
"ENSG00000168802",1474
"ENSG00000168803",138
"ENSG00000168806",371
"ENSG00000168807",2014
"ENSG00000168813",2458
"ENSG00000168818",712
"ENSG00000168824",5
"ENSG00000168826",177
"ENSG00000168827",3723
"ENSG00000168852",20
"ENSG00000168872",281
"ENSG00000168874",4
"ENSG00000168876",1102
"ENSG00000168883",1451
"ENSG00000168884",404
"ENSG00000168887",744
"ENSG00000168890",95
"ENSG00000168894",829
"ENSG00000168899",151
"ENSG00000168903",7
"ENSG00000168904",347
"ENSG00000168906",5845
"ENSG00000168907",96
"ENSG00000168916",1229
"ENSG00000168917",176
"ENSG00000168918",417
"ENSG00000168924",1628
"ENSG00000168936",258
"ENSG00000168938",965
"ENSG00000168939",69
"ENSG00000168944",1292
"ENSG00000168952",294
"ENSG00000168958",1529
"ENSG00000168961",515
"ENSG00000168970",38
"ENSG00000168994",317
"ENSG00000169016",359
"ENSG00000169018",3833
"ENSG00000169019",499
"ENSG00000169020",970
"ENSG00000169021",709
"ENSG00000169026",136
"ENSG00000169031",50
"ENSG00000169032",1342
"ENSG00000169045",14020
"ENSG00000169047",2918
"ENSG00000169057",1234
"ENSG00000169062",377
"ENSG00000169071",61
"ENSG00000169083",140
"ENSG00000169084",384
"ENSG00000169087",272
"ENSG00000169093",211
"ENSG00000169100",2884
"ENSG00000169105",121
"ENSG00000169116",102
"ENSG00000169118",1550
"ENSG00000169122",64
"ENSG00000169129",1340
"ENSG00000169131",272
"ENSG00000169136",212
"ENSG00000169139",1802
"ENSG00000169155",878
"ENSG00000169169",17
"ENSG00000169174",269
"ENSG00000169180",3857
"ENSG00000169184",14
"ENSG00000169188",399
"ENSG00000169189",565
"ENSG00000169193",391
"ENSG00000169213",371
"ENSG00000169217",1085
"ENSG00000169220",325
"ENSG00000169221",497
"ENSG00000169223",1567
"ENSG00000169230",1032
"ENSG00000169231",1043
"ENSG00000169239",351
"ENSG00000169241",439
"ENSG00000169242",1089
"ENSG00000169245",10000
"ENSG00000169247",133
"ENSG00000169249",238
"ENSG00000169251",2713
"ENSG00000169252",15
"ENSG00000169255",662
"ENSG00000169258",191
"ENSG00000169288",541
"ENSG00000169291",17
"ENSG00000169299",2722
"ENSG00000169302",14
"ENSG00000169330",58
"ENSG00000169347",1
"ENSG00000169359",1534
"ENSG00000169371",265
"ENSG00000169372",174
"ENSG00000169375",2052
"ENSG00000169379",610
"ENSG00000169398",3821
"ENSG00000169403",1599
"ENSG00000169410",1215
"ENSG00000169413",68
"ENSG00000169418",330
"ENSG00000169429",30657
"ENSG00000169432",71
"ENSG00000169435",1896
"ENSG00000169439",867
"ENSG00000169442",38
"ENSG00000169446",1597
"ENSG00000169490",1030
"ENSG00000169499",4234
"ENSG00000169504",5468
"ENSG00000169507",313
"ENSG00000169508",100
"ENSG00000169515",247
"ENSG00000169519",570
"ENSG00000169554",2274
"ENSG00000169562",582
"ENSG00000169564",2326
"ENSG00000169567",2539
"ENSG00000169570",425
"ENSG00000169583",16
"ENSG00000169592",370
"ENSG00000169598",129
"ENSG00000169599",363
"ENSG00000169604",1342
"ENSG00000169605",11
"ENSG00000169607",1495
"ENSG00000169609",334
"ENSG00000169612",201
"ENSG00000169621",187
"ENSG00000169629",83
"ENSG00000169635",1524
"ENSG00000169641",2870
"ENSG00000169660",151
"ENSG00000169679",2840
"ENSG00000169683",221
"ENSG00000169684",527
"ENSG00000169689",380
"ENSG00000169692",366
"ENSG00000169696",170
"ENSG00000169710",4343
"ENSG00000169714",4481
"ENSG00000169715",220
"ENSG00000169718",1086
"ENSG00000169727",1063
"ENSG00000169733",212
"ENSG00000169738",337
"ENSG00000169740",550
"ENSG00000169744",149
"ENSG00000169750",109
"ENSG00000169752",4
"ENSG00000169756",3999
"ENSG00000169760",0
"ENSG00000169762",640
