external_gene_name,description,search_id,MeSH_count,andGene_count,description_count,best_score
IFNA8,interferon alpha 8 ,IFNA8,4,,,4
TNN,tenascin N ,TNN,22,,,22
CAT,catalase ,CAT,3611,178,2614,2614
GJB6,gap junction protein beta 6 ,GJB6,12,,,12
GJA3,gap junction protein alpha 3 ,GJA3,5,,,5
GHSR,growth hormone secretagogue receptor ,GHSR,104,,,104
NPY,neuropeptide Y ,NPY,391,,,391
RAB9A,"RAB9A, member RAS oncogene family ",RAB9A,10,,,10
PLA2G12A,phospholipase A2 group XIIA ,PLA2G12A,4,,,4
INHA,inhibin subunit alpha ,INHA,68,,,68
RBPJL,recombination signal binding protein for immunoglobulin kappa J region like ,RBPJL,2,,,2
ATXN1,ataxin 1 ,ATXN1,26,,,26
OMG,oligodendrocyte myelin glycoprotein ,OMG,177,,,177
ORMDL1,ORMDL sphingolipid biosynthesis regulator 1 ,ORMDL1,3,,,3
BCAN,brevican ,BCAN,40,,,40
LDHA,lactate dehydrogenase A ,LDHA,919,,,919
CTSL,cathepsin L ,CTSL,85,,,85
AMHR2,anti-Mullerian hormone receptor type 2 ,AMHR2,36,,,36
GDF11,growth differentiation factor 11 ,GDF11,24,,,24
RANBP10,RAN binding protein 10 ,RANBP10,1,,,1
MDH2,malate dehydrogenase 2 ,MDH2,44,,,44
CCDC120,coiled-coil domain containing 120 ,CCDC120,0,,,0
ADAM12,ADAM metallopeptidase domain 12 ,ADAM12,161,,,161
TAGLN,transgelin ,TAGLN,76,,,76
TUBA3E,tubulin alpha 3e ,TUBA3E,2,,,2
UTRN,utrophin ,UTRN,14,,,14
FBXL2,F-box and leucine rich repeat protein 2 ,FBXL2,10,,,10
CERS3,ceramide synthase 3 ,CERS3,6,,,6
ENPP3,ectonucleotide pyrophosphatase/phosphodiesterase 3 ,ENPP3,12,,,12
AK9,adenylate kinase 9 ,AK9,2,,,2
TFF1,trefoil factor 1 ,TFF1,370,,,370
SPTBN4,"spectrin beta, non-erythrocytic 4 ",SPTBN4,2,,,2
FOXH1,forkhead box H1 ,FOXH1,10,,,10
PDPN,podoplanin ,PDPN,196,,,196
FBLN2,fibulin 2 ,FBLN2,28,,,28
RCHY1,ring finger and CHY zinc finger domain containing 1 ,RCHY1,3,,,3
CDC20B,cell division cycle 20B ,CDC20B,3,,,3
EBF1,EBF transcription factor 1 ,EBF1,145,,,145
CAMLG,calcium modulating ligand ,CAMLG,1,,,1
SPTSSA,serine palmitoyltransferase small subunit A ,SPTSSA,2,,,2
PKNOX2,PBX/knotted 1 homeobox 2 ,PKNOX2,3,,,3
TRUB1,TruB pseudouridine synthase family member 1 ,TRUB1,2,,,2
AVPR1A,arginine vasopressin receptor 1A ,AVPR1A,11,,,11
SFTPC,surfactant protein C ,SFTPC,29,,,29
GFM1,G elongation factor mitochondrial 1 ,GFM1,1,,,1
RAB3B,"RAB3B, member RAS oncogene family ",RAB3B,19,,,19
FPR1,formyl peptide receptor 1 ,FPR1,66,,,66
ORMDL3,ORMDL sphingolipid biosynthesis regulator 3 ,ORMDL3,14,,,14
SPTLC3,serine palmitoyltransferase long chain base subunit 3 ,SPTLC3,4,,,4
TCAP,titin-cap ,TCAP,18,,,18
CLCF1,cardiotrophin like cytokine factor 1 ,CLCF1,10,,,10
CIDEA,cell death inducing DFFA like effector a ,CIDEA,19,,,19
CD163,CD163 molecule ,CD163,1683,,,1683
MAF,MAF bZIP transcription factor ,MAF,660,,,660
OXTR,oxytocin receptor ,OXTR,29,,,29
KCNB2,potassium voltage-gated channel subfamily B member 2 ,KCNB2,1,,,1
GAST,gastrin ,GAST,28,1,3889,3889
DRD1,dopamine receptor D1 ,DRD1,30,,,30
FMNL1,formin like 1 ,FMNL1,19,,,19
NR2F2,nuclear receptor subfamily 2 group F member 2 ,NR2F2,68,,,68
TNFRSF18,TNF receptor superfamily member 18 ,TNFRSF18,40,,,40
CCK,cholecystokinin ,CCK,9570,,,9570
ZDHHC9,zinc finger DHHC-type palmitoyltransferase 9 ,ZDHHC9,11,,,11
APOD,apolipoprotein D ,APOD,94,6,66,66
SERPINA3,serpin family A member 3 ,SERPINA3,62,,,62
SPTSSB,serine palmitoyltransferase small subunit B ,SPTSSB,1,,,1
MFAP5,microfibril associated protein 5 ,MFAP5,31,,,31
ASPH,aspartate beta-hydroxylase ,ASPH,56,,,56
TGM2,transglutaminase 2 ,TGM2,124,,,124
RNF5,ring finger protein 5 ,RNF5,13,,,13
PRSS1,serine protease 1 ,PRSS1,92,,,92
TMSB4X,thymosin beta 4 X-linked ,TMSB4X,24,,,24
COLQ,collagen like tail subunit of asymmetric acetylcholinesterase ,COLQ,12,,,12
TXNDC5,thioredoxin domain containing 5 ,TXNDC5,36,,,36
MC1R,melanocortin 1 receptor ,MC1R,508,,,508
ORAI1,ORAI calcium release-activated calcium modulator 1 ,ORAI1,188,,,188
ADAM22,ADAM metallopeptidase domain 22 ,ADAM22,23,,,23
AKAP8L,A-kinase anchoring protein 8 like ,AKAP8L,4,,,4
ACAA1,acetyl-CoA acyltransferase 1 ,ACAA1,11,,,11
SLC9A3,solute carrier family 9 member A3 ,SLC9A3,9,,,9
MAOB,monoamine oxidase B ,MAOB,109,,,109
TULP3,TUB like protein 3 ,TULP3,5,,,5
PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3 ,PAFAH1B3,11,,,11
ACHE,acetylcholinesterase (Yt blood group) ,ACHE,497,20,0,20
PEBP1,phosphatidylethanolamine binding protein 1 ,PEBP1,37,,,37
CERS4,ceramide synthase 4 ,CERS4,15,,,15
WDR7,WD repeat domain 7 ,WDR7,3,,,3
SOX10,SRY-box transcription factor 10 ,SOX10,840,,,840
GTPBP1,GTP binding protein 1 ,GTPBP1,2,,,2
PNPLA3,patatin like phospholipase domain containing 3 ,PNPLA3,160,,,160
HDAC10,histone deacetylase 10 ,HDAC10,51,,,51
GZMB,granzyme B ,GZMB,242,,,242
LIPG,"lipase G, endothelial type ",LIPG,22,,,22
MSLN,mesothelin ,MSLN,221,,,221
UBFD1,ubiquitin family domain containing 1 ,UBFD1,1,,,1
RPGRIP1L,RPGRIP1 like ,RPGRIP1L,3,,,3
CYTH2,cytohesin 2 ,CYTH2,3,,,3
DNASE2,"deoxyribonuclease 2, lysosomal ",DNASE2,2,,,2
PBX4,PBX homeobox 4 ,PBX4,4,,,4
DLX5,distal-less homeobox 5 ,DLX5,35,,,35
VIPR2,vasoactive intestinal peptide receptor 2 ,VIPR2,15,,,15
EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit ,EZH1,104,,,104
CD69,CD69 molecule ,CD69,745,,,745
DAO,D-amino acid oxidase ,DAO,115,2,25,25
CD48,CD48 molecule ,CD48,132,,,132
PILRB,paired immunoglobin like type 2 receptor beta ,PILRB,7,,,7
COPA,COPI coat complex subunit alpha ,COPA,44,0,0,0
SEPTIN6,septin 6 ,SEPTIN6,5,,,5
TNFSF9,TNF superfamily member 9 ,TNFSF9,50,,,50
PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1 ",PKMYT1,64,,,64
SNX6,sorting nexin 6 ,SNX6,4,,,4
SYNE1,spectrin repeat containing nuclear envelope protein 1 ,SYNE1,76,,,76
TRIM5,tripartite motif containing 5 ,TRIM5,9,,,9
SSTR4,somatostatin receptor 4 ,SSTR4,79,,,79
DTNA,dystrobrevin alpha ,DTNA,10,,,10
FHOD1,formin homology 2 domain containing 1 ,FHOD1,10,,,10
CFC1,"cryptic, EGF-CFC family member 1 ",CFC1,4,,,4
FOXP4,forkhead box P4 ,FOXP4,58,,,58
STAMBPL1,STAM binding protein like 1 ,STAMBPL1,14,,,14
ARL3,ADP ribosylation factor like GTPase 3 ,ARL3,3,,,3
PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1 ,PAPSS1,14,,,14
CERS5,ceramide synthase 5 ,CERS5,13,,,13
RHOF,"ras homolog family member F, filopodia associated ",RHOF,10,,,10
CDH13,cadherin 13 ,CDH13,235,,,235
ADCYAP1,adenylate cyclase activating polypeptide 1 ,ADCYAP1,15,,,15
PKLR,pyruvate kinase L/R ,PKLR,30,,,30
MBOAT2,membrane bound O-acyltransferase domain containing 2 ,MBOAT2,6,,,6
SSBP2,single stranded DNA binding protein 2 ,SSBP2,27,,,27
CREB5,cAMP responsive element binding protein 5 ,CREB5,31,,,31
RGS20,regulator of G protein signaling 20 ,RGS20,11,,,11
IFNA16,interferon alpha 16 ,IFNA16,1,,,1
PDCD4,programmed cell death 4 ,PDCD4,512,,,512
TRIM36,tripartite motif containing 36 ,TRIM36,19,,,19
NIFK,nucleolar protein interacting with the FHA domain of MKI67 ,NIFK,8,,,8
UNC5D,unc-5 netrin receptor D ,UNC5D,15,,,15
NMNAT2,nicotinamide nucleotide adenylyltransferase 2 ,NMNAT2,10,,,10
ISL2,ISL LIM homeobox 2 ,ISL2,4,,,4
PKNOX1,PBX/knotted 1 homeobox 1 ,PKNOX1,9,,,9
CBS,cystathionine beta-synthase ,CBS,559,,,559
PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2 ,PRKAA2,33,,,33
ZNF281,zinc finger protein 281 ,ZNF281,23,,,23
RBM15,RNA binding motif protein 15 ,RBM15,110,,,110
TRAT1,T cell receptor associated transmembrane adaptor 1 ,TRAT1,5,,,5
S100P,S100 calcium binding protein P ,S100P,383,,,383
CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 ,CITED2,67,,,67
CKB,creatine kinase B ,CKB,79,,,79
PBX3,PBX homeobox 3 ,PBX3,105,,,105
KLK4,kallikrein related peptidase 4 ,KLK4,101,,,101
ANGPTL4,angiopoietin like 4 ,ANGPTL4,209,,,209
HOOK3,hook microtubule tethering protein 3 ,HOOK3,11,,,11
XPO6,exportin 6 ,XPO6,7,,,7
ALCAM,activated leukocyte cell adhesion molecule ,ALCAM,208,,,208
SP7,Sp7 transcription factor ,SP7,5,,,5
EMB,embigin ,EMB,87,,,87
PLA2G1B,phospholipase A2 group IB ,PLA2G1B,10,,,10
GRIK1,glutamate ionotropic receptor kainate type subunit 1 ,GRIK1,8,,,8
MBOAT1,membrane bound O-acyltransferase domain containing 1 ,MBOAT1,2,,,2
IL16,interleukin 16 ,IL16,147,,,147
DMXL1,Dmx like 1 ,DMXL1,2,,,2
GPR156,G protein-coupled receptor 156 ,GPR156,1,,,1
CALCB,calcitonin related polypeptide beta ,CALCB,5,,,5
CIITA,class II major histocompatibility complex transactivator ,CIITA,236,,,236
OTOL1,otolin 1 ,OTOL1,0,,,0
GJD3,gap junction protein delta 3 ,GJD3,1,,,1
CCBE1,collagen and calcium binding EGF domains 1 ,CCBE1,27,,,27
MRGPRX2,MAS related GPR family member X2 ,MRGPRX2,14,,,14
SIVA1,SIVA1 apoptosis inducing factor ,SIVA1,25,,,25
POMK,protein O-mannose kinase ,POMK,2,,,2
PTCH1,patched 1 ,PTCH1,780,,,780
SLIT1,slit guidance ligand 1 ,SLIT1,23,,,23
ERC2,ELKS/RAB6-interacting/CAST family member 2 ,ERC2,5,,,5
PLA2G2E,phospholipase A2 group IIE ,PLA2G2E,0,,,0
GJB4,gap junction protein beta 4 ,GJB4,2,,,2
MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming ",MUC5AC,1072,,,1072
ORM2,orosomucoid 2 ,ORM2,24,,,24
GDF2,growth differentiation factor 2 ,GDF2,7,,,7
CD38,CD38 molecule ,CD38,3651,,,3651
AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4 ,AGPAT4,5,,,5
BTN3A1,butyrophilin subfamily 3 member A1 ,BTN3A1,34,,,34
FHIP1B,FHF complex subunit HOOK interacting protein 1B ,FHIP1B,0,,,0
PTPRN,protein tyrosine phosphatase receptor type N ,PTPRN,12,,,12
RORA,RAR related orphan receptor A ,RORA,85,,,85
FSTL3,follistatin like 3 ,FSTL3,23,,,23
ALDH3A2,aldehyde dehydrogenase 3 family member A2 ,ALDH3A2,20,,,20
ACER3,alkaline ceramidase 3 ,ACER3,8,,,8
CARMIL1,capping protein regulator and myosin 1 linker 1 ,CARMIL1,4,,,4
SCTR,secretin receptor ,SCTR,15,,,15
ERC1,ELKS/RAB6-interacting/CAST family member 1 ,ERC1,19,,,19
FOLH1,folate hydrolase 1 ,FOLH1,50,,,50
PIR,pirin ,PIR,196,1,17,17
RPH3A,rabphilin 3A ,RPH3A,1,,,1
PLEKHG2,pleckstrin homology and RhoGEF domain containing G2 ,PLEKHG2,3,,,3
EXOC1,exocyst complex component 1 ,EXOC1,3,,,3
CST3,cystatin C ,CST3,22,,,22
FAM83D,family with sequence similarity 83 member D ,FAM83D,33,,,33
NCALD,neurocalcin delta ,NCALD,11,,,11
IL4I1,interleukin 4 induced 1 ,IL4I1,45,,,45
NAMPT,nicotinamide phosphoribosyltransferase ,NAMPT,359,,,359
PDLIM1,PDZ and LIM domain 1 ,PDLIM1,23,,,23
LGI1,leucine rich glioma inactivated 1 ,LGI1,287,,,287
NUDT12,nudix hydrolase 12 ,NUDT12,3,,,3
ITGB1BP1,integrin subunit beta 1 binding protein 1 ,ITGB1BP1,1,,,1
NEK6,NIMA related kinase 6 ,NEK6,35,,,35
GOT1,glutamic-oxaloacetic transaminase 1 ,GOT1,94,,,94
TBX2,T-box transcription factor 2 ,TBX2,91,,,91
LHX4,LIM homeobox 4 ,LHX4,12,,,12
PLP1,proteolipid protein 1 ,PLP1,15,,,15
C4BPB,complement component 4 binding protein beta ,C4BPB,5,,,5
PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 ",PREX1,66,,,66
SDCBP2,syndecan binding protein 2 ,SDCBP2,6,,,6
XRCC3,X-ray repair cross complementing 3 ,XRCC3,578,,,578
PLA2G5,phospholipase A2 group V ,PLA2G5,6,,,6
FGL2,fibrinogen like 2 ,FGL2,39,,,39
ADM2,adrenomedullin 2 ,ADM2,14,,,14
SIGLEC9,sialic acid binding Ig like lectin 9 ,SIGLEC9,51,,,51
LYVE1,lymphatic vessel endothelial hyaluronan receptor 1 ,LYVE1,308,,,308
GPR55,G protein-coupled receptor 55 ,GPR55,52,,,52
CCM2,CCM2 scaffold protein ,CCM2,202,,,202
NDUFB5,NADH:ubiquinone oxidoreductase subunit B5 ,NDUFB5,2,,,2
TOR1A,torsin family 1 member A ,TOR1A,5,,,5
FXYD6,FXYD domain containing ion transport regulator 6 ,FXYD6,16,,,16
SEPTIN11,septin 11 ,SEPTIN11,2,,,2
ERP27,endoplasmic reticulum protein 27 ,ERP27,4,,,4
FBLN5,fibulin 5 ,FBLN5,29,,,29
SORD,sorbitol dehydrogenase ,SORD,10,,,10
SLC16A3,solute carrier family 16 member 3 ,SLC16A3,45,,,45
PTPRF,protein tyrosine phosphatase receptor type F ,PTPRF,38,,,38
LEFTY2,left-right determination factor 2 ,LEFTY2,8,,,8
NPHP1,nephrocystin 1 ,NPHP1,5,,,5
LPAR4,lysophosphatidic acid receptor 4 ,LPAR4,11,,,11
INA,internexin neuronal intermediate filament protein alpha ,INA,168,,,168
DGKZ,diacylglycerol kinase zeta ,DGKZ,10,,,10
IL18,interleukin 18 ,IL18,1036,,,1036
KCNA6,potassium voltage-gated channel subfamily A member 6 ,KCNA6,1,,,1
ITIH2,inter-alpha-trypsin inhibitor heavy chain 2 ,ITIH2,17,,,17
RAB3C,"RAB3C, member RAS oncogene family ",RAB3C,7,,,7
ZFYVE27,zinc finger FYVE-type containing 27 ,ZFYVE27,0,,,0
SLC16A1,solute carrier family 16 member 1 ,SLC16A1,66,,,66
SLC6A1,solute carrier family 6 member 1 ,SLC6A1,16,,,16
PLA2G2F,phospholipase A2 group IIF ,PLA2G2F,3,,,3
BTG2,BTG anti-proliferation factor 2 ,BTG2,204,,,204
AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3 ,AGPAT3,3,,,3
IGFBP7,insulin like growth factor binding protein 7 ,IGFBP7,191,,,191
CDCP1,CUB domain containing protein 1 ,CDCP1,141,,,141
LZTFL1,leucine zipper transcription factor like 1 ,LZTFL1,12,,,12
LRPAP1,LDL receptor related protein associated protein 1 ,LRPAP1,8,,,8
BSN,bassoon presynaptic cytomatrix protein ,BSN,18,,,18
DNAAF5,dynein axonemal assembly factor 5 ,DNAAF5,0,,,0
ALDH1A1,aldehyde dehydrogenase 1 family member A1 ,ALDH1A1,508,,,508
C2,complement C2 ,complement C2 ,6,,,6
AKTIP,AKT interacting protein ,AKTIP,6,,,6
GPT,glutamic--pyruvic transaminase ,GPT,474,,,474
ACER1,alkaline ceramidase 1 ,ACER1,2,,,2
BSCL2,"BSCL2 lipid droplet biogenesis associated, seipin ",BSCL2,8,,,8
PBK,PDZ binding kinase ,PBK,165,,,165
PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2 ,PAFAH1B2,10,,,10
KCNG4,potassium voltage-gated channel modifier subfamily G member 4 ,KCNG4,0,,,0
BMP1,bone morphogenetic protein 1 ,BMP1,71,,,71
GOT1L1,glutamic-oxaloacetic transaminase 1 like 1 ,GOT1L1,1,,,1
AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2 ,AGPAT2,8,,,8
FOXD4,forkhead box D4 ,FOXD4,6,,,6
FABP4,fatty acid binding protein 4 ,FABP4,183,,,183
MUC7,"mucin 7, secreted ",MUC7,55,,,55
PGAM1,phosphoglycerate mutase 1 ,PGAM1,99,,,99
SP3,Sp3 transcription factor ,SP3,360,,,360
VEGFB,vascular endothelial growth factor B ,VEGFB,215,,,215
PTPN2,protein tyrosine phosphatase non-receptor type 2 ,PTPN2,68,,,68
DPP10,dipeptidyl peptidase like 10 ,DPP10,19,,,19
PNLIP,pancreatic lipase ,PNLIP,5,,,5
ACER2,alkaline ceramidase 2 ,ACER2,9,,,9
NECTIN3,nectin cell adhesion molecule 3 ,NECTIN3,16,,,16
PDE4DIP,phosphodiesterase 4D interacting protein ,PDE4DIP,30,,,30
BBS10,Bardet-Biedl syndrome 10 ,BBS10,2,,,2
ADGRB1,adhesion G protein-coupled receptor B1 ,ADGRB1,6,,,6
KCNIP1,potassium voltage-gated channel interacting protein 1 ,KCNIP1,3,,,3
RGMA,repulsive guidance molecule BMP co-receptor a ,RGMA,20,,,20
CAMK1D,calcium/calmodulin dependent protein kinase ID ,CAMK1D,8,,,8
PNLIPRP1,pancreatic lipase related protein 1 ,PNLIPRP1,4,,,4
MITF,melanocyte inducing transcription factor ,MITF,1118,,,1118
KCNJ11,potassium inwardly rectifying channel subfamily J member 11 ,KCNJ11,21,,,21
EIF4EBP1,eukaryotic translation initiation factor 4E binding protein 1 ,EIF4EBP1,69,,,69
DMBT1,deleted in malignant brain tumors 1 ,DMBT1,114,,,114
NOXA1,NADPH oxidase activator 1 ,NOXA1,14,,,14
FBF1,Fas binding factor 1 ,FBF1,0,,,0
MAOA,monoamine oxidase A ,MAOA,169,,,169
PNLIPRP3,pancreatic lipase related protein 3 ,PNLIPRP3,1,,,1
MSH5,mutS homolog 5 ,MSH5,25,,,25
IFNA7,interferon alpha 7 ,IFNA7,3,,,3
FXYD7,FXYD domain containing ion transport regulator 7 ,FXYD7,3,,,3
IFNA13,interferon alpha 13 ,IFNA13,3,,,3
IFNA17,interferon alpha 17 ,IFNA17,10,,,10
LEFTY1,left-right determination factor 1 ,LEFTY1,11,,,11
ACTN3,actinin alpha 3 ,ACTN3,4,,,4
S1PR2,sphingosine-1-phosphate receptor 2 ,S1PR2,64,,,64
MLLT6,"MLLT6, PHD finger containing ",MLLT6,15,,,15
SLC4A1,solute carrier family 4 member 1 (Diego blood group) ,SLC4A1,11,,,11
MEOX1,mesenchyme homeobox 1 ,MEOX1,13,,,13
IFFO1,intermediate filament family orphan 1 ,IFFO1,4,,,4
ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase ",ABHD5,19,,,19
SLC4A7,solute carrier family 4 member 7 ,SLC4A7,40,,,40
TIMP2,TIMP metallopeptidase inhibitor 2 ,TIMP2,1471,,,1471
RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B ,RRM2B,36,,,36
TNFRSF17,TNF receptor superfamily member 17 ,TNFRSF17,40,,,40
SYNE2,spectrin repeat containing nuclear envelope protein 2 ,SYNE2,18,,,18
DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1 ,DAPP1,6,,,6
TXLNA,taxilin alpha ,TXLNA,4,,,4
XRN2,5'-3' exoribonuclease 2 ,XRN2,17,,,17
FXYD3,FXYD domain containing ion transport regulator 3 ,FXYD3,41,,,41
DLD,dihydrolipoamide dehydrogenase ,DLD,1153,,,1153
CD200,CD200 molecule ,CD200,291,,,291
PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma ,PPP2R3C,3,,,3
ARVCF,ARVCF delta catenin family member ,ARVCF,14,,,14
SAMM50,SAMM50 sorting and assembly machinery component ,SAMM50,1,,,1
CST4,cystatin S ,CST4,10,,,10
MIB1,MIB E3 ubiquitin protein ligase 1 ,MIB1,3646,,,3646
MAGED2,MAGE family member D2 ,MAGED2,21,,,21
ZNF423,zinc finger protein 423 ,ZNF423,21,,,21
EYA1,EYA transcriptional coactivator and phosphatase 1 ,EYA1,31,,,31
KCNN4,potassium calcium-activated channel subfamily N member 4 ,KCNN4,49,,,49
MTPN,myotrophin ,MTPN,3,,,3
CRHR2,corticotropin releasing hormone receptor 2 ,CRHR2,24,,,24
LIMK1,LIM domain kinase 1 ,LIMK1,140,,,140
OGN,osteoglycin ,OGN,37,,,37
TLX1,T cell leukemia homeobox 1 ,TLX1,79,,,79
GNRHR,gonadotropin releasing hormone receptor ,GNRHR,125,,,125
IL23A,interleukin 23 subunit alpha ,IL23A,38,,,38
ENO2,enolase 2 ,ENO2,73,,,73
TTC1,tetratricopeptide repeat domain 1 ,TTC1,2,,,2
AGXT2,alanine--glyoxylate aminotransferase 2 ,AGXT2,2,,,2
STEAP3,STEAP3 metalloreductase ,STEAP3,46,,,46
AUP1,AUP1 lipid droplet regulating VLDL assembly factor ,AUP1,6,,,6
TNR,tenascin R ,TNR,153,,,153
KCNC4,potassium voltage-gated channel subfamily C member 4 ,KCNC4,1,,,1
WLS,Wnt ligand secretion mediator ,WLS,68,,,68
SLC8A2,solute carrier family 8 member A2 ,SLC8A2,5,,,5
HOXB1,homeobox B1 ,HOXB1,12,,,12
CEP89,centrosomal protein 89 ,CEP89,2,,,2
LAX1,lymphocyte transmembrane adaptor 1 ,LAX1,4,,,4
F13A1,coagulation factor XIII A chain ,F13A1,21,,,21
MAD2L1BP,MAD2L1 binding protein ,MAD2L1BP,2,,,2
PAX8,paired box 8 ,PAX8,1204,,,1204
FOXA2,forkhead box A2 ,FOXA2,217,,,217
GRPR,gastrin releasing peptide receptor ,GRPR,368,,,368
RIBC2,RIB43A domain with coiled-coils 2 ,RIBC2,4,,,4
CSRP3,cysteine and glycine rich protein 3 ,CSRP3,2,,,2
CD68,CD68 molecule ,CD68,3909,,,3909
GDF1,growth differentiation factor 1 ,GDF1,8,,,8
BMP15,bone morphogenetic protein 15 ,BMP15,39,,,39
OLFM1,olfactomedin 1 ,OLFM1,9,,,9
GATA5,GATA binding protein 5 ,GATA5,61,,,61
COX4I1,cytochrome c oxidase subunit 4I1 ,COX4I1,7,,,7
AOC3,amine oxidase copper containing 3 ,AOC3,16,,,16
NPHP4,nephrocystin 4 ,NPHP4,7,,,7
CHI3L1,chitinase 3 like 1 ,CHI3L1,197,,,197
RINT1,RAD50 interactor 1 ,RINT1,14,,,14
ADGRB3,adhesion G protein-coupled receptor B3 ,ADGRB3,11,,,11
SPAG8,sperm associated antigen 8 ,SPAG8,3,,,3
NUSAP1,nucleolar and spindle associated protein 1 ,NUSAP1,111,,,111
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1 ,NDUFAF1,4,,,4
NEDD1,NEDD1 gamma-tubulin ring complex targeting factor ,NEDD1,3,,,3
FAM222A,family with sequence similarity 222 member A ,FAM222A,2,,,2
FRMD6,FERM domain containing 6 ,FRMD6,31,,,31
SLC27A2,solute carrier family 27 member 2 ,SLC27A2,12,,,12
GLYR1,glyoxylate reductase 1 homolog ,GLYR1,5,,,5
GATA6,GATA binding protein 6 ,GATA6,261,,,261
TMC6,transmembrane channel like 6 ,TMC6,16,,,16
CCN1,cellular communication network factor 1 ,CCN1,131,,,131
DMRTB1,DMRT like family B with proline rich C-terminal 1 ,DMRTB1,0,,,0
SOX13,SRY-box transcription factor 13 ,SOX13,22,,,22
TAGLN3,transgelin 3 ,TAGLN3,2,,,2
MUC4,"mucin 4, cell surface associated ",MUC4,603,,,603
RMND5B,required for meiotic nuclear division 5 homolog B ,RMND5B,0,,,0
FXYD4,FXYD domain containing ion transport regulator 4 ,FXYD4,4,,,4
NEK7,NIMA related kinase 7 ,NEK7,18,,,18
SCLT1,sodium channel and clathrin linker 1 ,SCLT1,3,,,3
EDNRA,endothelin receptor type A ,EDNRA,44,,,44
AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5 ,AGPAT5,2,,,2
PAFAH2,platelet activating factor acetylhydrolase 2 ,PAFAH2,2,,,2
TSPAN33,tetraspanin 33 ,TSPAN33,5,,,5
CD1B,CD1b molecule ,CD1B,42,,,42
EDA,ectodysplasin A ,EDA,196,,,196
TFF3,trefoil factor 3 ,TFF3,269,,,269
FLAD1,flavin adenine dinucleotide synthetase 1 ,FLAD1,6,,,6
ALOX15,arachidonate 15-lipoxygenase ,ALOX15,57,,,57
SSTR5,somatostatin receptor 5 ,SSTR5,287,,,287
SYNC,"syncoilin, intermediate filament protein ",SYNC,40,0,1,1
KCNF1,potassium voltage-gated channel modifier subfamily F member 1 ,KCNF1,5,,,5
TEKT4,tektin 4 ,TEKT4,5,,,5
ADORA1,adenosine A1 receptor ,ADORA1,30,,,30
HAND2,heart and neural crest derivatives expressed 2 ,HAND2,87,,,87
SEPTIN8,septin 8 ,SEPTIN8,1,,,1
GDF9,growth differentiation factor 9 ,GDF9,50,,,50
MELK,maternal embryonic leucine zipper kinase ,MELK,214,,,214
PRDX3,peroxiredoxin 3 ,PRDX3,64,,,64
GPT2,glutamic--pyruvic transaminase 2 ,GPT2,24,,,24
PLIN1,perilipin 1 ,PLIN1,21,,,21
RBPMS2,"RNA binding protein, mRNA processing factor 2 ",RBPMS2,10,,,10
NEMP1,nuclear envelope integral membrane protein 1 ,NEMP1,2,,,2
SOST,sclerostin ,SOST,31,,,31
ZNF598,"zinc finger protein 598, E3 ubiquitin ligase ",ZNF598,1,,,1
ANKS3,ankyrin repeat and sterile alpha motif domain containing 3 ,ANKS3,0,,,0
TNXB,tenascin XB ,TNXB,25,,,25
CTRB1,chymotrypsinogen B1 ,CTRB1,6,,,6
CTRB2,chymotrypsinogen B2 ,CTRB2,5,,,5
CNBP,CCHC-type zinc finger nucleic acid binding protein ,CNBP,18,,,18
KLF13,KLF transcription factor 13 ,KLF13,14,,,14
DEFB4A,defensin beta 4A ,DEFB4A,2,,,2
AZU1,azurocidin 1 ,AZU1,18,,,18
DCP2,decapping mRNA 2 ,DCP2,8,,,8
CEP83,centrosomal protein 83 ,CEP83,0,,,0
ZWILCH,zwilch kinetochore protein ,ZWILCH,5,,,5
HTR1A,5-hydroxytryptamine receptor 1A ,HTR1A,11,,,11
UCN3,urocortin 3 ,UCN3,11,,,11
CSNK1A1L,casein kinase 1 alpha 1 like ,CSNK1A1L,1,,,1
MAB21L1,mab-21 like 1 ,MAB21L1,2,,,2
SLX1B,"SLX1 homolog B, structure-specific endonuclease subunit ",SLX1B,1,,,1
IFITM1,interferon induced transmembrane protein 1 ,IFITM1,101,,,101
BTN3A2,butyrophilin subfamily 3 member A2 ,BTN3A2,10,,,10
PCLO,piccolo presynaptic cytomatrix protein ,PCLO,28,,,28
