diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
MONDO_0007254	breast cancer	CHEMBL483158	ALISERTIB	Small molecule	Serine/threonine-protein kinase Aurora-A inhibitor		AURKA	aurora kinase A	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT06369285
EFO_0000305	breast carcinoma	CHEMBL1079175	MK-2206	Small molecule	Serine/threonine-protein kinase AKT inhibitor		AKT2	AKT serine/threonine kinase 2	2	Terminated	https://clinicaltrials.gov/study/NCT01776008
EFO_0000305	breast carcinoma	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	2	Terminated	https://clinicaltrials.gov/study/NCT00832338
MONDO_0007254	breast cancer	CHEMBL1683590	ERIBULIN	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT04303741,https://clinicaltrials.gov/study/NCT02299999,https://clinicaltrials.gov/study/NCT05833919
MONDO_0007254	breast cancer	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	2	Completed	https://clinicaltrials.gov/study/NCT00006682,https://clinicaltrials.gov/study/NCT00015938,https://clinicaltrials.gov/study/NCT01520103,https://clinicaltrials.gov/study/NCT00193089,https://clinicaltrials.gov/study/NCT02628613,https://clinicaltrials.gov/study/NCT00148681,https://clinicaltrials.gov/study/NCT03321981,https://clinicaltrials.gov/study/NCT00670982,https://clinicaltrials.gov/study/NCT03887130,https://clinicaltrials.gov/study/NCT00266110,https://clinicaltrials.gov/study/NCT00004237,https://clinicaltrials.gov/study/NCT00022152,https://clinicaltrials.gov/study/NCT03839823,https://clinicaltrials.gov/study/NCT00325234,https://clinicaltrials.gov/study/NCT00194779,https://clinicaltrials.gov/study/NCT00093808,https://clinicaltrials.gov/study/NCT01565083,https://clinicaltrials.gov/study/NCT01941771,https://clinicaltrials.gov/study/NCT00148668,https://clinicaltrials.gov/study/NCT03007992,https://clinicaltrials.gov/study/NCT01242449,https://clinicaltrials.gov/study/NCT03254654,https://clinicaltrials.gov/study/NCT00480597,https://clinicaltrials.gov/study/NCT00041067,https://clinicaltrials.gov/study/NCT02954055,https://clinicaltrials.gov/study/NCT00401427,https://clinicaltrials.gov/study/NCT00532623,https://clinicaltrials.gov/study/NCT02362958,https://clinicaltrials.gov/study/NCT01439191,https://clinicaltrials.gov/study/NCT00503750,https://clinicaltrials.gov/study/NCT00192062,https://clinicaltrials.gov/study/NCT01305941,https://clinicaltrials.gov/study/NCT04903652,https://clinicaltrials.gov/study/NCT01835236
MONDO_0007254	breast cancer	CHEMBL52885	ENMD-981693	Small molecule	Fibroblast growth factor receptor inhibitor		FGFR1	fibroblast growth factor receptor 1	2	Completed	https://clinicaltrials.gov/study/NCT00306631
MONDO_0007254	breast cancer	CHEMBL635	PREDNISONE	Small molecule	Glucocorticoid receptor agonist		NR3C1	nuclear receptor subfamily 3 group C member 1	2	Completed	https://clinicaltrials.gov/study/NCT01381874
EFO_0000305	breast carcinoma	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02530489,https://clinicaltrials.gov/study/NCT04216472,https://clinicaltrials.gov/study/NCT02436993,https://clinicaltrials.gov/study/NCT02187991,https://clinicaltrials.gov/study/NCT03101748,https://clinicaltrials.gov/study/NCT01463072,https://clinicaltrials.gov/study/NCT03179904,https://clinicaltrials.gov/study/NCT04001829,https://clinicaltrials.gov/study/NCT02603679
EFO_0000305	breast carcinoma	CHEMBL4302409	LUTETIUM OXODOTREOTIDE	Protein	Somatostatin receptor binding agent		SSTR5	somatostatin receptor 5	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT04529044
MONDO_0007254	breast cancer	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	2	Completed	https://clinicaltrials.gov/study/NCT04170465
MONDO_0007254	breast cancer	CHEMBL94657	PATUPILONE	Small molecule	Tubulin stabiliser		TUBB6	tubulin beta 6 class V	2	Completed	https://clinicaltrials.gov/study/NCT00450866
EFO_0000305	breast carcinoma	CHEMBL180022	NERATINIB	Small molecule	Epidermal growth factor receptor erbB1 inhibitor		EGFR	epidermal growth factor receptor	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03101748
MONDO_0007254	breast cancer	CHEMBL289228	TIPIFARNIB	Small molecule	Protein farnesyltransferase inhibitor		FNTA	farnesyltransferase, CAAX box, subunit alpha	2	Completed	https://clinicaltrials.gov/study/NCT00049114,https://clinicaltrials.gov/study/NCT00077363,https://clinicaltrials.gov/study/NCT00050141,https://clinicaltrials.gov/study/NCT00082810,https://clinicaltrials.gov/study/NCT00052728
EFO_0000305	breast carcinoma	CHEMBL3545252	DOCETAXEL	Small molecule	Tubulin inhibitor		TUBB1	tubulin beta 1 class VI	2	Unknown status	https://clinicaltrials.gov/study/NCT03144947
MONDO_0007254	breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	2	Completed	https://clinicaltrials.gov/study/NCT00005991,https://clinicaltrials.gov/study/NCT00002998,https://clinicaltrials.gov/study/NCT00662129,https://clinicaltrials.gov/study/NCT00059852,https://clinicaltrials.gov/study/NCT00006007,https://clinicaltrials.gov/study/NCT00003540
MONDO_0007254	breast cancer	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE7A	phosphodiesterase 7A	2	Recruiting	https://clinicaltrials.gov/study/NCT06087237
EFO_0006861	male breast carcinoma	CHEMBL27759	ENTINOSTAT	Small molecule	Histone deacetylase inhibitor		HDAC9	histone deacetylase 9	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT01349959
EFO_0000305	breast carcinoma	CHEMBL1201583	BEVACIZUMAB	Antibody	Vascular endothelial growth factor A inhibitor		VEGFA	vascular endothelial growth factor A	2	Unknown status	https://clinicaltrials.gov/study/NCT02175446
MONDO_0007254	breast cancer	CHEMBL3813873	PEXIDARTINIB	Small molecule	Tyrosine-protein kinase receptor FLT3 inhibitor		FLT3	fms related receptor tyrosine kinase 3	2	Recruiting	https://clinicaltrials.gov/study/NCT01042379
EFO_0005537	triple-negative breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD4	DNA polymerase delta 4, accessory subunit	2	Recruiting	https://clinicaltrials.gov/study/NCT03606967,https://clinicaltrials.gov/study/NCT06027268
MONDO_0007254	breast cancer	CHEMBL1336	SORAFENIB	Small molecule	Tyrosine-protein kinase receptor RET inhibitor		RET	ret proto-oncogene	2	Unknown status	https://clinicaltrials.gov/study/NCT00954135,https://clinicaltrials.gov/study/NCT00499525
MONDO_0007254	breast cancer	CHEMBL1703	METFORMIN HYDROCHLORIDE	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	2	Completed	https://clinicaltrials.gov/study/NCT04170465
MONDO_0007254	breast cancer	CHEMBL1879463	DACTOLISIB	Small molecule	PI3-kinase class I inhibitor		PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	2	Withdrawn	https://clinicaltrials.gov/study/NCT01288092
EFO_0005537	triple-negative breast cancer	CHEMBL4297939	DATOPOTAMAB DERUXTECAN	Antibody drug conjugate	DNA topoisomerase I inhibitor		TOP1	DNA topoisomerase I	2	Recruiting	https://clinicaltrials.gov/study/NCT01042379,https://clinicaltrials.gov/study/NCT06176261
MONDO_0007254	breast cancer	CHEMBL288441	BOSUTINIB	Small molecule	Tyrosine-protein kinase SRC inhibitor		SRC	SRC proto-oncogene, non-receptor tyrosine kinase	2	Terminated	https://clinicaltrials.gov/study/NCT00880009,https://clinicaltrials.gov/study/NCT00793546
EFO_0006861	male breast carcinoma	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLD1	DNA polymerase delta 1, catalytic subunit	2	Terminated	https://clinicaltrials.gov/study/NCT00095888
MONDO_0007254	breast cancer	CHEMBL2360464	PEMETREXED DISODIUM	Small molecule	Dihydrofolate reductase inhibitor		DHFR	dihydrofolate reductase	2	Completed	https://clinicaltrials.gov/study/NCT00006007
MONDO_0007254	breast cancer	CHEMBL428647	PACLITAXEL	Small molecule	Tubulin inhibitor		TUBB6	tubulin beta 6 class V	2	Enrolling by invitation	https://clinicaltrials.gov/study/NCT03580395
MONDO_0007254	breast cancer	CHEMBL2109477	SELICRELUMAB	Antibody	Tumor necrosis factor receptor superfamily member 5 agonist		CD40	CD40 molecule	2	Recruiting	https://clinicaltrials.gov/study/NCT03424005
MONDO_0007254	breast cancer	CHEMBL4298101	LADIRATUZUMAB VEDOTIN	Antibody drug conjugate	Zinc transporter ZIP6 binding agent		SLC39A6	solute carrier family 39 member 6	2	Recruiting	https://clinicaltrials.gov/study/NCT01042379,https://clinicaltrials.gov/study/NCT03424005
EFO_0006861	male breast carcinoma	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	2	Unknown status	https://clinicaltrials.gov/study/NCT01372579
EFO_0006861	male breast carcinoma	CHEMBL477772	PAZOPANIB	Small molecule	Vascular endothelial growth factor receptor inhibitor		KDR	kinase insert domain receptor	2	Terminated	https://clinicaltrials.gov/study/NCT01394211
EFO_0000305	breast carcinoma	CHEMBL491473	CEDIRANIB	Small molecule	Stem cell growth factor receptor inhibitor		KIT	KIT proto-oncogene, receptor tyrosine kinase	2	Recruiting	https://clinicaltrials.gov/study/NCT04090567
MONDO_0007254	breast cancer	CHEMBL2108628	PACLITAXEL POLIGLUMEX	Small molecule	Tubulin stabiliser		TUBA3E	tubulin alpha 3e	2	Withdrawn	https://clinicaltrials.gov/study/NCT01227408
EFO_1000294	HER2 Positive Breast Carcinoma	CHEMBL553025	VINORELBINE	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	2	Recruiting	https://clinicaltrials.gov/study/NCT05583110
MONDO_0007254	breast cancer	CHEMBL1201199	LEUPROLIDE	Protein	Gonadotropin-releasing hormone receptor agonist		GNRHR	gonadotropin releasing hormone receptor	2	Withdrawn	https://clinicaltrials.gov/study/NCT03058939
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	2	Recruiting	https://clinicaltrials.gov/study/NCT03238495,https://clinicaltrials.gov/study/NCT01042379,https://clinicaltrials.gov/study/NCT04300790,https://clinicaltrials.gov/study/NCT04559308
EFO_0000305	breast carcinoma	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB4A	tubulin beta 4A class IVa	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT05041101
EFO_0000305	breast carcinoma	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	2	Completed	https://clinicaltrials.gov/study/NCT00191373
MONDO_0007254	breast cancer	CHEMBL1789844	IPILIMUMAB	Antibody	Cytotoxic T-lymphocyte protein 4 inhibitor		CTLA4	cytotoxic T-lymphocyte associated protein 4	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT03789110,https://clinicaltrials.gov/study/NCT03650894,https://clinicaltrials.gov/study/NCT03818685
MONDO_0007254	breast cancer	CHEMBL1642	IMATINIB MESYLATE	Small molecule	Bcr/Abl fusion protein		BCR	BCR activator of RhoGEF and GTPase	2	Terminated	https://clinicaltrials.gov/study/NCT00323063
MONDO_0007254	breast cancer	CHEMBL1201753	PITAVASTATIN	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	2	Not yet recruiting	https://clinicaltrials.gov/study/NCT04705909
EFO_0005537	triple-negative breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM1	DNA primase subunit 1	2	Recruiting	https://clinicaltrials.gov/study/NCT03606967
MONDO_0007254	breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE2	DNA polymerase epsilon 2, accessory subunit	2	Completed	https://clinicaltrials.gov/study/NCT00002998,https://clinicaltrials.gov/study/NCT00006007,https://clinicaltrials.gov/study/NCT00003540,https://clinicaltrials.gov/study/NCT00005991,https://clinicaltrials.gov/study/NCT00059852,https://clinicaltrials.gov/study/NCT00662129
MONDO_0007254	breast cancer	CHEMBL1637	GEMCITABINE HYDROCHLORIDE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		PRIM2	DNA primase subunit 2	2	Terminated	https://clinicaltrials.gov/study/NCT00095888,https://clinicaltrials.gov/study/NCT00323063,https://clinicaltrials.gov/study/NCT00679029,https://clinicaltrials.gov/study/NCT00470249
MONDO_0007254	breast cancer	CHEMBL19019	NALTREXONE	Small molecule	Opioid receptors; mu/kappa/delta antagonist		OPRM1	opioid receptor mu 1	2	Terminated	https://clinicaltrials.gov/study/NCT00379197
MONDO_0007254	breast cancer	CHEMBL483158	ALISERTIB	Small molecule	Serine/threonine-protein kinase Aurora-A inhibitor		AURKA	aurora kinase A	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT02187991
MONDO_0007254	breast cancer	CHEMBL4297736	PRALUZATAMAB RAVTANSINE	Antibody drug conjugate	CD166 antigen binding agent		ALCAM	activated leukocyte cell adhesion molecule	2	Completed	https://clinicaltrials.gov/study/NCT04596150
MONDO_0007254	breast cancer	CHEMBL645	BISOPROLOL	Small molecule	Beta-1 adrenergic receptor antagonist		ADRB1	adrenoceptor beta 1	2	Completed	https://clinicaltrials.gov/study/NCT04588935
MONDO_0007254	breast cancer	CHEMBL888	GEMCITABINE	Small molecule	DNA polymerase (alpha/delta/epsilon) inhibitor		POLE2	DNA polymerase epsilon 2, accessory subunit	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT01815242,https://clinicaltrials.gov/study/NCT04297267,https://clinicaltrials.gov/study/NCT02252887,https://clinicaltrials.gov/study/NCT04262804,https://clinicaltrials.gov/study/NCT03567720
MONDO_0007254	breast cancer	CHEMBL1201752	IXABEPILONE	Small molecule	Tubulin inhibitor		TUBB3	tubulin beta 3 class III	2	Completed	https://clinicaltrials.gov/study/NCT00490646,https://clinicaltrials.gov/study/NCT00633464,https://clinicaltrials.gov/study/NCT01019577,https://clinicaltrials.gov/study/NCT00751868,https://clinicaltrials.gov/study/NCT00045097,https://clinicaltrials.gov/study/NCT00080262,https://clinicaltrials.gov/study/NCT01416389,https://clinicaltrials.gov/study/NCT00455533,https://clinicaltrials.gov/study/NCT00866905,https://clinicaltrials.gov/study/NCT00627978,https://clinicaltrials.gov/study/NCT00879086,https://clinicaltrials.gov/study/NCT01446016,https://clinicaltrials.gov/study/NCT01075100,https://clinicaltrials.gov/study/NCT01097642,https://clinicaltrials.gov/study/NCT00077376,https://clinicaltrials.gov/study/NCT00020904,https://clinicaltrials.gov/study/NCT00821886,https://clinicaltrials.gov/study/NCT00593827,https://clinicaltrials.gov/study/NCT00370552,https://clinicaltrials.gov/study/NCT01027208
MONDO_0007254	breast cancer	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor		NDUFA4	NDUFA4 mitochondrial complex associated	2	Recruiting	https://clinicaltrials.gov/study/NCT04300790,https://clinicaltrials.gov/study/NCT04559308,https://clinicaltrials.gov/study/NCT03238495,https://clinicaltrials.gov/study/NCT01042379
MONDO_0007254	breast cancer	CHEMBL468	THALIDOMIDE	Small molecule	CRL4(CRBN) E3 ubiquitin ligase inhibitor		RBX1	ring-box 1	2	Terminated	https://clinicaltrials.gov/study/NCT00193102
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB2B	tubulin beta 2B class IIb	2	Active, not recruiting	https://clinicaltrials.gov/study/NCT05833919
MONDO_0007254	breast cancer	CHEMBL1683544	ERIBULIN MESYLATE	Small molecule	Tubulin inhibitor		TUBB	tubulin beta class I	2	Completed	https://clinicaltrials.gov/study/NCT01269346,https://clinicaltrials.gov/study/NCT03051659,https://clinicaltrials.gov/study/NCT01908101,https://clinicaltrials.gov/study/NCT02481050,https://clinicaltrials.gov/study/NCT05206656,https://clinicaltrials.gov/study/NCT00246090,https://clinicaltrials.gov/study/NCT01268150,https://clinicaltrials.gov/study/NCT00965523,https://clinicaltrials.gov/study/NCT01439282,https://clinicaltrials.gov/study/NCT00879086
MONDO_0007254	breast cancer	CHEMBL94657	PATUPILONE	Small molecule	Tubulin stabiliser		TUBB4B	tubulin beta 4B class IVb	2	Completed	https://clinicaltrials.gov/study/NCT00450866
MONDO_0007254	breast cancer	CHEMBL1444	LETROZOLE	Small molecule	Cytochrome P450 19A1 inhibitor		CYP19A1	cytochrome P450 family 19 subfamily A member 1	2	Completed	https://clinicaltrials.gov/study/NCT00530868,https://clinicaltrials.gov/study/NCT03839823,https://clinicaltrials.gov/study/NCT00696072,https://clinicaltrials.gov/study/NCT00238316,https://clinicaltrials.gov/study/NCT00338728,https://clinicaltrials.gov/study/NCT00238290,https://clinicaltrials.gov/study/NCT02692755,https://clinicaltrials.gov/study/NCT00194779,https://clinicaltrials.gov/study/NCT03397537,https://clinicaltrials.gov/study/NCT02400567,https://clinicaltrials.gov/study/NCT01698918,https://clinicaltrials.gov/study/NCT02005887,https://clinicaltrials.gov/study/NCT00090857,https://clinicaltrials.gov/study/NCT03481998,https://clinicaltrials.gov/study/NCT01068704,https://clinicaltrials.gov/study/NCT00291135,https://clinicaltrials.gov/study/NCT02291913,https://clinicaltrials.gov/study/NCT03644186,https://clinicaltrials.gov/study/NCT03555877,https://clinicaltrials.gov/study/NCT02549430,https://clinicaltrials.gov/study/NCT03054363,https://clinicaltrials.gov/study/NCT03613220,https://clinicaltrials.gov/study/NCT00721409,https://clinicaltrials.gov/study/NCT00634634,https://clinicaltrials.gov/study/NCT03819010,https://clinicaltrials.gov/study/NCT02742051,https://clinicaltrials.gov/study/NCT02520063,https://clinicaltrials.gov/study/NCT00728949,https://clinicaltrials.gov/study/NCT02273973,https://clinicaltrials.gov/study/NCT02491983,https://clinicaltrials.gov/study/NCT02296801,https://clinicaltrials.gov/study/NCT03306472,https://clinicaltrials.gov/study/NCT02806050,https://clinicaltrials.gov/study/NCT01439711,https://clinicaltrials.gov/study/NCT01989780,https://clinicaltrials.gov/study/NCT03248427,https://clinicaltrials.gov/study/NCT03774472,https://clinicaltrials.gov/study/NCT00084396,https://clinicaltrials.gov/study/NCT01275859,https://clinicaltrials.gov/study/NCT00161291,https://clinicaltrials.gov/study/NCT00535418,https://clinicaltrials.gov/study/NCT00305825,https://clinicaltrials.gov/study/NCT01654185,https://clinicaltrials.gov/study/NCT00903162,https://clinicaltrials.gov/study/NCT00532272,https://clinicaltrials.gov/study/NCT00247650,https://clinicaltrials.gov/study/NCT04294225,https://clinicaltrials.gov/study/NCT00333047,https://clinicaltrials.gov/study/NCT00867217,https://clinicaltrials.gov/study/NCT02344550,https://clinicaltrials.gov/study/NCT00134680,https://clinicaltrials.gov/study/NCT00579826,https://clinicaltrials.gov/study/NCT03007979,https://clinicaltrials.gov/study/NCT03628066,https://clinicaltrials.gov/study/NCT00199134,https://clinicaltrials.gov/study/NCT00208273
