Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
RP11-303E16.2	ENSG00000261061.1	6.045	0.735	2.022	1.15e-93
RP11-325K4.2	ENSG00000261114.1	0.405	6.370	-2.391	2.83e-159
EPPK1	ENSG00000261150.2	6.625	0.045	2.867	4.86e-70
RP11-532F12.5	ENSG00000261183.5	25.454	0.565	4.079	3.37e-158
LINC01355	ENSG00000261326.2	1.130	9.260	-2.268	1.42e-92
RP6-24A23.7	ENSG00000261409.1	0.010	4.360	-2.408	1.93e-152
RP11-448G15.3	ENSG00000261490.1	0.360	5.140	-2.175	3.04e-170
LA16c-358B7.3	ENSG00000261505.1	0.990	10.170	-2.489	5.69e-128
SMG1P7	ENSG00000261556.8	0.920	10.880	-2.629	1.05e-148
RP11-1260E13.4	ENSG00000262061.5	0.610	10.658	-2.856	1.02e-90
TRPV1	ENSG00000262304.1	1.450	9.050	-2.036	8.78e-95
RP11-388C12.8	ENSG00000262410.1	0.620	8.285	-2.519	1.60e-115
SPON1	ENSG00000262655.3	165.914	22.771	2.812	3.56e-29
RP11-1055B8.4	ENSG00000262877.4	0.080	15.695	-3.950	3.94e-241
RP11-333E1.2	ENSG00000263164.1	0.470	6.589	-2.368	1.87e-150
RP11-810M2.2	ENSG00000263165.1	3.160	17.425	-2.147	2.76e-44
RP11-927P21.5	ENSG00000263647.1	1.370	12.065	-2.463	1.06e-73
LINC00908	ENSG00000263812.5	0.520	5.750	-2.151	1.24e-54
RP11-334E6.12	ENSG00000263873.1	12.285	1.990	2.152	4.67e-17
SNORD3A	ENSG00000263934.4	230.759	40.648	2.476	5.31e-26
RP11-746M1.1	ENSG00000263986.1	0.145	12.645	-3.575	9.17e-22
MAGOH2P	ENSG00000264176.1	0.240	4.270	-2.087	2.64e-169
MIR3648-2	ENSG00000264462.1	29.050	0.000	4.909	6.92e-137
RP13-104F24.3	ENSG00000265298.1	2.995	17.869	-2.240	4.17e-83
RP11-138I1.4	ENSG00000265401.1	0.000	31.778	-5.035	9.36e-71
RP11-5A19.5	ENSG00000265690.7	0.785	8.724	-2.446	6.33e-109
GATA6-AS1	ENSG00000266010.1	1.295	25.299	-3.518	1.17e-95
NBPF15	ENSG00000266338.6	4.570	24.490	-2.194	1.71e-81
MYO15B	ENSG00000266714.6	15.619	387.592	-4.547	6.68e-133
RP13-104F24.1	ENSG00000266820.1	1.350	11.905	-2.457	5.43e-104
RP11-19P22.8	ENSG00000266872.1	0.010	12.735	-3.765	1.23e-194
FXYD1	ENSG00000266964.5	15.235	142.937	-3.148	7.78e-53
RP11-449J21.5	ENSG00000267128.1	6.595	0.030	2.882	3.72e-90
LCN6	ENSG00000267206.5	0.070	10.875	-3.472	2.52e-209
RP11-793H13.10	ENSG00000267281.2	0.830	9.925	-2.578	7.18e-163
LOC100421166	ENSG00000267361.1	0.000	3.715	-2.237	5.45e-192
ZNF582-AS1	ENSG00000267454.5	1.330	8.689	-2.056	6.42e-99
MIR497HG	ENSG00000267532.3	1.565	26.590	-3.427	4.14e-134
POLR2J2	ENSG00000267645.5	0.090	18.174	-4.137	7.28e-66
ZNF224	ENSG00000267680.5	3.405	23.525	-2.477	7.50e-108
SMIM22	ENSG00000267795.5	165.581	0.210	7.105	2.96e-177
FAM156A	ENSG00000268350.7	5.200	28.130	-2.232	2.45e-94
RP11-256I23.1	ENSG00000268896.1	0.065	5.390	-2.585	1.52e-212
RP11-256I23.2	ENSG00000269068.1	0.665	21.130	-3.732	1.39e-198
FBXO17	ENSG00000269190.5	8.865	42.254	-2.132	3.67e-40
RP11-722G7.1	ENSG00000269226.7	0.450	8.605	-2.728	1.06e-156
MAGIX	ENSG00000269313.5	9.020	1.040	2.296	3.05e-74
PTOV1-AS2	ENSG00000269352.1	4.150	35.411	-2.822	1.17e-103
LINC01224	ENSG00000269416.5	4.090	0.000	2.348	6.18e-72
U62631.5	ENSG00000269553.1	0.000	7.695	-3.120	5.32e-203
ZIM2	ENSG00000269699.5	0.090	7.495	-2.962	8.70e-221
RMRP	ENSG00000269900.3	8.610	0.000	3.265	2.59e-21
RP11-73M18.10	ENSG00000269910.1	0.960	7.505	-2.117	1.68e-117
RP1-172N19.5	ENSG00000269911.1	0.170	6.040	-2.589	2.39e-185
RP11-932O9.9	ENSG00000269930.1	1.160	9.065	-2.220	4.60e-93
RP11-394O4.5	ENSG00000269936.3	0.990	68.239	-5.121	4.11e-211
RP11-73M18.7	ENSG00000269940.1	1.215	8.770	-2.141	1.45e-114
RP11-73M18.8	ENSG00000269958.1	2.610	16.925	-2.312	2.82e-127
RP11-498E2.9	ENSG00000269970.1	3.050	0.000	2.018	1.70e-46
RP3-430N8.10	ENSG00000269972.1	4.735	0.000	2.520	1.45e-31
RP11-34P13.16	ENSG00000269981.1	3.015	18.660	-2.292	3.69e-36
ZNF559-ZNF177	ENSG00000270011.6	1.145	7.845	-2.044	8.19e-81
RP11-540B6.6	ENSG00000270015.1	1.040	10.570	-2.504	1.46e-148
RNU11	ENSG00000270103.3	52.180	0.000	5.733	2.86e-82
RP11-258C19.7	ENSG00000270189.1	1.610	15.240	-2.637	2.29e-153
NBPF8	ENSG00000270231.3	2.285	19.630	-2.651	1.01e-143
PKD1P6	ENSG00000270580.5	5.960	39.516	-2.541	2.94e-97
RP11-373D23.2	ENSG00000270640.1	0.340	14.430	-3.525	2.00e-119
RP11-632K20.8	ENSG00000270789.1	0.000	3.217	-2.076	5.27e-49
RP3-368A4.6	ENSG00000271533.1	0.865	7.870	-2.250	1.05e-140
LIX1L	ENSG00000271601.3	5.175	29.344	-2.297	7.90e-103
SNX29P2	ENSG00000271699.5	0.305	13.930	-3.516	9.57e-243
RP11-787I22.3	ENSG00000271730.1	0.310	4.300	-2.016	9.88e-154
RP4-635E18.8	ENSG00000271895.2	4.020	25.120	-2.379	2.33e-94
RP11-465B22.8	ENSG00000272141.1	4.150	0.015	2.343	3.62e-67
HIST2H2AA4	ENSG00000272196.2	97.254	15.968	2.534	5.50e-46
RP5-855D21.1	ENSG00000272240.1	0.450	11.940	-3.158	2.31e-181
XXbac-BPGBPG55C20.2	ENSG00000272316.1	0.560	6.575	-2.280	1.03e-180
RP11-379F4.6	ENSG00000272440.1	3.835	0.000	2.274	1.07e-55
MUSTN1	ENSG00000272573.5	0.150	13.964	-3.702	1.16e-131
ZSWIM8-AS1	ENSG00000272589.1	0.330	4.635	-2.083	8.14e-129
GS1-114I9.1	ENSG00000272638.1	2.025	17.309	-2.598	1.02e-140
RP11-190A12.8	ENSG00000272668.1	1.215	12.225	-2.578	2.60e-90
RP3-508I15.21	ENSG00000272669.1	1.240	9.954	-2.290	4.36e-112
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752.5	15.195	85.047	-2.410	1.10e-91
RP5-855D21.3	ENSG00000272812.1	0.780	11.080	-2.763	6.73e-158
RP3-402G11.27	ENSG00000272836.1	0.520	8.269	-2.608	2.74e-175
RP11-440D17.3	ENSG00000272913.1	11.385	1.440	2.344	4.00e-93
KB-1572G7.2	ENSG00000273000.5	0.620	6.900	-2.286	4.67e-149
RP11-216L13.19	ENSG00000273066.5	0.430	6.965	-2.478	3.67e-165
RP3-402G11.28	ENSG00000273137.1	0.540	7.755	-2.507	1.05e-182
SERPINA3	ENSG00000273259.2	6.590	105.484	-3.810	1.47e-50
RP11-535A5.1	ENSG00000273348.1	0.380	17.055	-3.710	4.26e-147
RP11-390P24.1	ENSG00000273576.1	3.190	16.525	-2.064	8.47e-90
TP53TG1_1	ENSG00000273623.1	0.000	3.213	-2.075	4.50e-20
U1	ENSG00000273768.1	150.122	6.975	4.244	9.12e-42
RP11-236L14.2	ENSG00000273771.1	0.030	7.345	-3.018	0.00e+0
RP4-568C11.4	ENSG00000274173.1	12.440	0.315	3.353	3.28e-105
SNORA73A	ENSG00000274266.1	90.968	0.000	6.523	7.69e-53
RP11-1081M5.3	ENSG00000274295.1	0.030	3.575	-2.151	6.96e-114
JPX_1	ENSG00000274430.1	5.635	0.000	2.730	4.98e-14
RP11-228M15.1	ENSG00000274471.1	0.755	6.825	-2.157	1.58e-102
PI4KAP1	ENSG00000274602.4	3.685	48.660	-3.406	6.15e-102
RP11-229E13.4	ENSG00000274630.1	14.725	0.000	3.975	1.22e-50
RP1-292L20.3	ENSG00000274818.1	0.560	6.150	-2.196	1.60e-169
MLLT6	ENSG00000275023.4	30.030	146.615	-2.250	8.83e-69
RNA5-8S5	ENSG00000275215.1	1870.164	321.081	2.538	1.71e-35
DLEU2_6	ENSG00000275559.1	5.490	0.000	2.698	6.96e-31
PART1_2	ENSG00000275634.1	4.310	0.000	2.409	1.79e-36
MIR3648-1	ENSG00000275708.1	29.050	0.000	4.909	6.92e-137
HIST1H2BH	ENSG00000275713.1	3.500	0.000	2.170	1.51e-56
FP236383.5	ENSG00000275783.1	6.329	0.000	2.874	6.09e-41
RP13-516M14.10	ENSG00000275888.1	1.270	8.785	-2.108	2.51e-86
RP4-545L17.11	ENSG00000276026.1	3.885	0.000	2.288	6.18e-53
UHRF1	ENSG00000276043.4	4.640	0.205	2.227	1.24e-74
WHAMMP3	ENSG00000276141.4	0.200	5.750	-2.492	7.42e-249
SNORA43	ENSG00000276161.1	16.810	1.275	2.969	1.32e-11
RN7SL1	ENSG00000276168.1	418.562	97.500	2.091	9.79e-30
TP53TG1_2	ENSG00000276185.1	5.530	0.485	2.137	2.87e-11
HERC2P2	ENSG00000276550.4	7.360	69.536	-3.077	7.01e-91
RP11-1000B6.7	ENSG00000276724.1	0.350	8.899	-2.874	7.75e-251
RP11-321P16.1	ENSG00000276923.1	0.000	4.979	-2.580	4.00e-226
RP11-616M22.12	ENSG00000277010.1	0.000	4.405	-2.434	1.45e-221
RMRP	ENSG00000277027.1	158.572	4.520	4.853	6.12e-77
RP11-327J17.9	ENSG00000277135.1	0.040	9.270	-3.304	6.49e-287
F8A1	ENSG00000277203.1	48.460	7.815	2.488	8.94e-74
RPPH1	ENSG00000277209.1	85.206	2.805	4.502	1.67e-80
RP11-295M3.4	ENSG00000277639.1	21.825	0.095	4.382	4.26e-85
RP11-734K23.9	ENSG00000277701.4	2.240	24.701	-2.988	3.80e-64
TRAC	ENSG00000277734.4	9.945	1.114	2.372	3.31e-31
RNA5-8S5	ENSG00000277739.1	1870.164	321.081	2.538	1.71e-35
PGM5P2	ENSG00000277778.1	0.070	5.015	-2.491	4.48e-229
RP11-681H18.2	ENSG00000277801.1	4.360	39.530	-2.919	1.75e-126
SNORA76C	ENSG00000277887.1	6.670	0.000	2.939	1.34e-12
RP11-45A17.2	ENSG00000277959.1	0.900	8.765	-2.362	6.62e-123
SNORA67	ENSG00000277985.1	6.472	0.000	2.902	7.34e-19
RP11-426C22.8	ENSG00000277999.1	0.090	3.430	-2.023	1.25e-147
WT1-AS_3	ENSG00000278045.1	0.170	8.635	-3.042	4.89e-113
RP11-70D24.2	ENSG00000278058.1	0.130	6.265	-2.685	6.53e-190
RP11-454E5.4	ENSG00000278126.1	0.680	6.500	-2.158	3.60e-175
RNA5-8S5	ENSG00000278189.1	1870.164	321.081	2.538	1.71e-35
RNA5-8S5	ENSG00000278233.1	1870.164	321.081	2.538	1.71e-35
RP13-608F4.5	ENSG00000278603.1	20.195	3.865	2.123	8.81e-53
RP11-574K11.24	ENSG00000279088.1	6.245	29.615	-2.079	1.94e-82
RP11-2K6.1	ENSG00000279225.1	15.990	2.770	2.172	6.54e-75
RP11-43N16.4	ENSG00000279861.1	0.705	6.565	-2.150	3.60e-160
RP11-87H9.4	ENSG00000280077.1	1.805	20.515	-2.939	1.30e-150
RP3-333H23.9	ENSG00000280216.1	0.135	8.545	-3.072	1.18e-228
RP11-361L15.5	ENSG00000280334.1	0.100	3.875	-2.148	3.83e-194
RP11-736K20.4	ENSG00000280339.1	0.635	6.740	-2.243	3.31e-140
PAGR1	ENSG00000280789.1	20.240	146.610	-2.797	5.63e-148
N4BP2L2-IT2	ENSG00000281026.1	0.210	4.760	-2.251	1.76e-213
U91328.1	ENSG00000281052.1	6.140	0.000	2.836	1.79e-13
RP4-669P10.20	ENSG00000281538.1	0.310	5.265	-2.258	1.39e-171
RBM5-AS1	ENSG00000281691.1	0.250	4.345	-2.096	1.06e-199
LINC00891	ENSG00000281852.1	0.130	4.525	-2.290	5.58e-226
LLNLF-176F2.1	ENSG00000282339.1	2.975	19.020	-2.332	5.93e-70
WASH5P	ENSG00000282458.1	15.845	76.709	-2.206	1.49e-60
RP11-788M5.4	ENSG00000282728.1	0.050	3.559	-2.118	2.18e-168
